% Model:              2D_2018_fixed_bottom_liquid__voltage_sweeps__2_wd_2mps.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jun 24 2021, 15:10
% Table:              Probe Table 5 - 
% Time (s)               Spatial coordinate x (mm), x_center_of_mass
0                        26.800001253802158
2.34375E-5               26.80000087417591
4.19787453776274E-5      26.800000328384588
7.90612361328822E-5      26.799998229583014
1.5322621764339182E-4    26.799989861228397
2.2739119915390142E-4    26.799977240795638
3.757211621749206E-4     26.79993489554424
5.240511251959398E-4     26.79987556056749
6.72381088216959E-4      26.799799510333656
9.690410142589974E-4     26.79958366597988
0.0012657009403010358    26.79930732378713
0.0018590207923851127    26.79853921789259
0.0023930086592607817    26.797691292890566
0.0029269965261364507    26.79670196011659
0.0034609843930121197    26.79558363914258
0.004528960126763458     26.79306408886274
0.005596935860514796     26.79007925881966
0.006344037416617502     26.787685288600475
0.006344037416617502     26.787677645022892
0.007016428817109939     26.785129036878303
0.007688820217602374     26.782250916773403
0.007688820217602374     26.782252437281024
0.008357314366113984     26.779016754835908
0.008357314366113984     26.779015751654036
0.009122204491826302     26.77477490467184
0.009122204491826302     26.774779247883203
0.009590368324119693     26.77196848528267
0.009590368324119693     26.771968598023083
0.009824450240266389     26.77050510693309
0.009824450240266389     26.77050557150177
0.009941491198339735     26.769758149619427
0.009941491198339735     26.769758754166542
0.010058532156413082     26.76899462157538
0.010058532156413082     26.768994113471543
0.010117052635449757     26.76860748556312
0.010175573114486431     26.768216432947515
0.010175573114486431     26.7682189262068
0.010234093593523105     26.767823077399772
0.01029261407255978      26.767422536074058
0.01029261407255978      26.767422235092997
0.010397950934825793     26.766685890981496
0.010503287797091806     26.765934549960008
0.010503287797091806     26.765934896003063
0.010662382945496849     26.764767782333347
0.010662382945496849     26.764767476165034
0.010980573242306934     26.762322967040355
0.010980573242306934     26.762321884823187
0.011139668390711977     26.761072858424228
0.01129876353911702      26.759800254603146
0.01129876353911702      26.75980100901696
0.011585134806246096     26.757443484528764
0.011585134806246096     26.757442655140242
0.01215787734050425      26.752520704991216
0.01215787734050425      26.75252210952493
0.013303362409020558     26.742137332395615
0.013303362409020558     26.74213593258341
0.013876104943278712     26.736816964851464
0.014448847477536867     26.731402528382183
0.014448847477536867     26.73140025193177
0.01514726008647663      26.72468553853729
0.015845672695416393     26.71788998221823
0.015845672695416393     26.717886572002875
0.016667503692163844     26.70983166929209
0.017489334688911295     26.70177566177496
0.017489334688911295     26.70177490974847
0.01830055742819084      26.693871792171883
0.019111780167470383     26.686063578302782
0.019111780167470383     26.686062893441555
0.019919955715146764     26.678402449895703
0.020728131262823146     26.670873146639895
0.020728131262823146     26.670871252518317
0.021511212603244484     26.663690737198444
0.022294293943665822     26.656612472645655
0.022294293943665822     26.656607915498903
0.023125087885431255     26.64918158229824
0.023955881827196688     26.641809381247736
0.023955881827196688     26.64180687720689
0.02487687567921582      26.633658863696056
0.02579786953123495      26.62552031319497
0.02579786953123495      26.625514551852497
0.026803043718686203     26.616652581767138
0.027808217906137456     26.607849427664075
0.027808217906137456     26.607849741481193
0.02889127099265218      26.598479057396208
0.029974324079166902     26.589266378192868
0.029974324079166902     26.589262014334892
0.03140520122933837      26.57741257936622
0.03283607837950984      26.565894759002365
0.03283607837950984      26.565886523737326
0.034504277586748025     26.552886530245782
0.03617247679398621      26.54028548260899
0.03617247679398621      26.540282859735083
0.03794055037027645      26.52732537159385
0.03970862394656669      26.514733689468923
0.03970862394656669      26.51472387861013
0.04194492975642087      26.499322808302207
0.04418123556627505      26.48441021869301
0.04418123556627505      26.484400511348255
0.04743120711366092      26.46371460774035
0.04743120711366092      26.463708675854633
0.05393115020843266      26.425967319848745
0.05393115020843266      26.425952290756108
0.06393115020843265      26.375061009534797
0.06393115020843265      26.375047494686445
0.06893115020843266      26.351070118830993
0.06893115020843266      26.351058862362876
0.07893115020843265      26.30853950881799
0.07893115020843265      26.30853175884759
0.08893115020843265      26.270526925645246
0.08893115020843265      26.27051938805036
0.09893115020843264      26.236351156867492
0.09893115020843264      26.236342225401444
0.10893115020843264      26.20553035529133
0.10893115020843264      26.20552831864695
0.11893115020843263      26.177646462423613
0.11893115020843263      26.177637381237624
0.12893115020843263      26.15234401160968
0.13893115020843264      26.12938967057744
0.13893115020843264      26.129377405557843
0.14893115020843264      26.108424691134122
0.15893115020843265      26.0893027594724
0.15893115020843265      26.089295496435522
0.16893115020843266      26.071773856963397
0.17893115020843267      26.055767799962045
0.18893115020843268      26.04068488975615
0.18893115020843268      26.040675163110084
0.1989311502084327       26.027174512598176
0.2089311502084327       26.01474624729367
0.2189311502084327       26.002984053847744
0.22893115020843272      25.992461386215165
0.23893115020843272      25.982754541305773
0.23893115020843272      25.98274151313913
0.24893115020843273      25.973660919008537
0.2589311502084327       25.965246203847787
0.2689311502084327       25.9572573072278
0.27893115020843273      25.95006560594194
0.28893115020843274      25.94340469415749
0.29893115020843275      25.937229243855576
0.30893115020843276      25.931498696590403
0.31893115020843277      25.926018948922064
0.3289311502084328       25.920908355723597
0.3389311502084328       25.91616394296538
0.3389311502084328       25.916140466410138
0.3489311502084328       25.911805111833452
0.3589311502084328       25.90772776677155
0.3689311502084328       25.903824385757186
0.3789311502084328       25.900258356682297
0.38893115020843283      25.896927834803435
0.39893115020843284      25.893817306035356
0.40893115020843285      25.8909147540875
0.41893115020843286      25.888204056022854
0.42893115020843287      25.885672021804314
0.4389311502084329       25.883309901929497
0.4489311502084329       25.88109102392378
0.4589311502084329       25.87902146918173
0.4689311502084329       25.877083628713326
