% Model:              2D_2018_fixed_bottom_liquid__voltage_sweeps__2_wd_1.2mps.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jun 25 2021, 16:19
% Table:              Probe Table 6 - 
% Time (s)               y-fluid_thickness (mm), droplet_gap
0                        0.10000000163450096
2.34375E-5               0.09999999895927286
4.6875E-5                0.09999997642681259
9.375E-5                 0.09999974663955956
1.875E-4                 0.09999773863297347
2.8125000000000003E-4    0.0999933934940295
4.6875000000000004E-4    0.09996936458167484
6.5625E-4                0.09992424052322237
0.00103125               0.09970686304612303
0.00140625               0.09932257334252384
0.00215625               0.09760841690276308
0.00290625               0.09470838658700002
0.0036562499999999998    0.09041612696720006
0.005156249999999999     0.07807068258598465
0.005156249999999999     0.0780706825859851
0.006024352983327798     0.06694230614590285
0.006892455966655596     0.053198728346603476
0.006892455966655596     0.05317121411338617
0.007595619383151113     0.0402882220199908
0.007595619383151113     0.040282655112081324
0.009001946216142146     0.01181803055842279
0.009001946216142146     0.011818097092934198
0.009353527924389905     0.0061175454151300886
0.009353527924389905     0.006117578395919629
0.009529318778513785     0.0041417583784043865
0.009529318778513785     0.004141889025261001
0.009617214205575724     0.0033829616945826
0.00969632008993147      0.00287451456863156
0.00969632008993147      0.0028744368152453653
0.009838710681771811     0.002430243350915254
0.009838710681771811     0.002430168404507667
0.009909905977691983     0.0022286207281155615
0.009981101273612155     0.002093874808370595
0.009981101273612155     0.0020934720172251058
0.010123491865452496     0.0020724979055510885
0.010123491865452496     0.0020724848210328106
0.010408273049133181     0.0024569681838395967
0.010408273049133181     0.0024563221927903153
0.010550663640973523     0.002513899293669908
0.010693054232813864     0.002607181121147984
0.010693054232813864     0.0026074519877922024
0.010910912251791197     0.002839153777609276
0.010910912251791197     0.002838995540598542
0.011346628289745864     0.0033958937225098476
0.011346628289745864     0.0033957243521457597
0.012218060365655196     0.004229353408881278
0.012218060365655196     0.004229564939518902
0.013960924517473864     0.004717694627612377
0.013960924517473864     0.0047178790416177105
0.014832356593383196     0.004595774807593118
0.014832356593383196     0.004595813297395175
0.016575220745201864     0.004992189693034388
0.016575220745201864     0.004992519664090075
0.017446652821111196     0.005102203268898126
0.01831808489702053      0.005305423984477888
0.01831808489702053      0.005305453997356355
0.01967858606096143      0.005741949020057063
0.01967858606096143      0.005742837627386709
0.022399588388843233     0.006006901466678455
0.022399588388843233     0.0060068805918171535
0.02390959018036926      0.006087558084334928
0.02390959018036926      0.006087382272651574
0.02692959376342131      0.00631461805290388
0.02692959376342131      0.006311357664010118
0.028584015838186608     0.006409131105353325
0.03023843791295191      0.0065280589767037316
0.03023843791295191      0.00652852677042676
0.03234151834009139      0.006812666516222993
0.034444598767230876     0.007015069136212353
0.034444598767230876     0.00701212642000449
0.036973743399653584     0.007202742640493361
0.03950288803207629      0.00739034014145528
0.03950288803207629      0.0073832068617804385
0.042376434974323175     0.007621127073921888
0.04524998191657006      0.007819117575049144
0.04524998191657006      0.007819008695455001
0.04960775917770668      0.008119472975145602
0.053965536438843296     0.008377426384314091
0.053965536438843296     0.0083756018399825
0.06268109096111653      0.008803866495041886
0.07139664548338977      0.009179566557024604
0.07139664548338977      0.009178840487169757
0.08139664548338976      0.009543408937726875
0.09139664548338976      0.009841932326448265
0.10139664548338975      0.010091431766957523
0.11139664548338975      0.010305888740129616
0.11139664548338975      0.01030584425021179
0.12139664548338974      0.010521365755822212
0.13139664548338975      0.010658469246608779
0.14139664548338976      0.010766845428727186
0.15139664548338977      0.010843448555172136
0.16139664548338978      0.01090462983726172
0.1713966454833898       0.010951058082907337
0.1813966454833898       0.010993712859665768
0.1813966454833898       0.010995618313407174
0.1913966454833898       0.010995482033902132
0.2013966454833898       0.011028882291255412
0.21139664548338982      0.011055579359123876
0.22139664548338983      0.011074899054889804
0.23139664548338984      0.011089402160346408
0.24139664548338985      0.011100420999583718
0.25139664548338986      0.01111097308330311
0.26139664548338987      0.011120535582379541
0.2713966454833899       0.01112614392479198
0.2813966454833899       0.011131110367013867
0.2913966454833899       0.011135807928352483
0.3013966454833899       0.011139098225313154
0.3013966454833899       0.011139469208865192
0.3113966454833899       0.011230179570693478
0.3213966454833899       0.011235887430796013
0.33139664548338993      0.011230779161385679
0.34139664548338994      0.011225986127188278
0.35139664548338995      0.011226183370757845
0.36139664548338996      0.011221042706516336
0.37139664548338996      0.011219762217238357
0.38139664548339         0.01121456624024247
0.39139664548339         0.0112103529192574
0.40139664548339         0.011205808086671605
0.41139664548339         0.011203629549045267
0.42139664548339         0.011202440321241795
0.43139664548339         0.01119770516305697
0.44139664548339         0.011194793446031928
0.45139664548339004      0.011193452692526747
0.46139664548339004      0.011192362755718405
0.47139664548339005      0.011187890041194568
0.48139664548339006      0.01118511739837567
0.49139664548339007      0.01118319047740653
0.50139664548339         0.011181494138017261
0.51139664548339         0.011180731684777828
0.52139664548339         0.01117729669655428
0.53139664548339         0.011173480328357556
0.5413966454833901       0.01116959507863188
0.5513966454833901       0.011166962322349365
0.5613966454833901       0.011164453711128269
0.5713966454833901       0.011163030759529704
0.5813966454833901       0.011159882149504221
0.5913966454833901       0.011160715876316635
0.6013966454833901       0.01115898338424062
0.6113966454833901       0.01115573363461497
0.6213966454833901       0.011153396405923569
0.6313966454833901       0.011150318191120723
0.6413966454833901       0.011147879309906118
0.6513966454833902       0.01114381840482603
0.6613966454833902       0.011141830726364103
0.6713966454833902       0.01113960316167107
0.6813966454833902       0.011137995862643257
0.6913966454833902       0.011136477560270974
0.7013966454833902       0.011134164128260345
0.7113966454833902       0.011133132496025846
