% Model:              first_sketch_v06__sigmasweep_adaptivemesh_179.9CA.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jul 31 2021, 19:02
% Dimension:          2
% Nodes:              371
% Expressions:        15
% Description:        Entity index, r-coordinate, z-coordinate
% Length unit:        mm
% r                       z                        dom @ t=237              r (mm) @ t=237           z (mm) @ t=237           dom @ t=247              r (mm) @ t=247           z (mm) @ t=247           dom @ t=257              r (mm) @ t=257           z (mm) @ t=257           dom @ t=267              r (mm) @ t=267           z (mm) @ t=267           dom @ t=277              r (mm) @ t=277           z (mm) @ t=277
0                         0.15293281401430325      1                        0                        0.15293281401430325      1                        0                        0.15489148819119358      1                        0                        0.15669951992372172      1                        0                        0.15831097257190507      1                        0                        0.15970716719520053
0                         0.119012519118879        1                        0                        0.119012519118879        1                        0                        0.12059621920238194      1                        0                        0.12206081093836668      1                        0                        0.12336008510273694      1                        0                        0.12447348274359293
0                         0.08490990846337701      1                        0                        0.08490990846337701      1                        0                        0.08607999986980314      1                        0                        0.08716459923180382      1                        0                        0.08812238625011523      1                        0                        0.08893364035881891
0                         0.05380445218023497      1                        0                        0.05380445218023497      1                        0                        0.05456490130133674      1                        0                        0.05527124264275574      1                        0                        0.055892722135028224     1                        0                        0.05641397991335277
0                         0.02558857624522566      1                        0                        0.02558857624522566      1                        0                        0.02595550892666054      1                        0                        0.02629678538250025      1                        0                        0.026596370291771993     1                        0                        0.026846060370639642
0                         0                        1                        0                        0                        1                        0                        0                        1                        0                        0                        1                        0                        0                        1                        0                        0
0.023163967640273876      0                        2                        0.023163967640273876     0                        2                        0.022715218129622808     0                        2                        0.022247692254629633     0                        2                        0.021772632030001245     0                        2                        0.02129966038423496      0
0                         0                        2                        0                        0                        2                        0                        0                        2                        0                        0                        2                        0                        0                        2                        0                        0
0.044111153185596295      0                        2                        0.044111153185596295     0                        2                        0.043251549470628606     0                        2                        0.042355982439495385     0                        2                        0.041446395077007384     0                        2                        0.04054132525596179      0
0.06305120222234885       0                        2                        0.06305120222234885      0                        2                        0.061811727245608954     0                        2                        0.06052044998023597      0                        2                        0.05920988439035973      0                        2                        0.05790695966569462      0
0.2221235736944951        0                        2                        0.2221235736944951       0                        2                        0.21501425924574674      0                        2                        0.20832942728646678      0                        2                        0.2020329394427753       0                        2                        0.19609275596904335      0
0.22076212439848034       0                        2                        0.22076212439848034      0                        2                        0.21391155165801323      0                        2                        0.20738113438389602      0                        2                        0.2011960285467299       0                        2                        0.1953429178750461       0
0.08017448545441759       0                        2                        0.08017448545441759      0                        2                        0.07858094572050378      0                        2                        0.0769209751540815       0                        2                        0.0752377939995893       0                        2                        0.0735662953813821       0
0.21896586612554672       0                        2                        0.21896586612554672      0                        2                        0.21236459661502283      0                        2                        0.2060000738798211       0                        2                        0.1999423394978313       0                        2                        0.19419344190061316      0
0.09565705173433724       0                        2                        0.09565705173433724      0                        2                        0.09373119037539226      0                        2                        0.09172543746514421      0                        2                        0.08969402279347823      0                        2                        0.0876794039810303       0
0.21687850971648526       0                        2                        0.21687850971648526      0                        2                        0.21051557224646847      0                        2                        0.20431814655701472      0                        2                        0.19839218121053837      0                        2                        0.19275320323503367      0
0.10965134261374025       0                        2                        0.10965134261374025      0                        2                        0.10741180089694749      0                        2                        0.1050801094800839       0                        2                        0.10272190314349297      0                        2                        0.10038677825399117      0
0.21450751022702388       0                        2                        0.21450751022702388      0                        2                        0.20837736407717183      0                        2                        0.20235112627390178      0                        2                        0.19656310193783866      0                        2                        0.19104085397390572      0
0.12229879080282051       0                        2                        0.12229879080282051      0                        2                        0.11976160684815132      0                        2                        0.11712130904649234      0                        2                        0.1144553685044801       0                        2                        0.11182003013400152      0
0.21184440812836758       0                        2                        0.21184440812836758      0                        2                        0.20594279110085115      0                        2                        0.20009236650955958      0                        2                        0.1944488190703068       0                        2                        0.1890504988609544       0
0.133731320840983         0                        2                        0.133731320840983        0                        2                        0.13091024795633227      0                        2                        0.12797653376581852      0                        2                        0.1250199024557315       0                        2                        0.12210266276290027      0
0.20886485552575756       0                        2                        0.20886485552575756      0                        2                        0.2031889641171992       0                        2                        0.197519679821678        0                        2                        0.19202765065469168      0                        2                        0.18676088212519054      0
0.14406105055356466       0                        2                        0.14406105055356466      0                        2                        0.14096806026278305      0                        2                        0.13775453831145412      0                        2                        0.13452279967740133      0                        2                        0.13134050990453627      0
0.2055418299041661        0                        2                        0.2055418299041661       0                        2                        0.20008990752837685      0                        2                        0.19460751272649768      0                        2                        0.1892744274508396       0                        2                        0.1841471653894052       0
0.15339394447221935       0                        2                        0.15339394447221935      0                        2                        0.15003934481621278      0                        2                        0.14655820568117287      0                        2                        0.14306563598248678      0                        2                        0.13963381564259233      0
0.20184726889534535       0                        2                        0.20184726889534535      0                        2                        0.19661834030353867      0                        2                        0.1913287701681404       0                        2                        0.18616232263053256      0                        2                        0.1811827880451733       0
0.16182615966211455       0                        2                        0.16182615966211455      0                        2                        0.15821876455144399      0                        2                        0.1544810007764834       0                        2                        0.15074077339674233      0                        2                        0.14707379166280163      0
0.19774129376829494       0                        2                        0.19774129376829494      0                        2                        0.19273559425655074      0                        2                        0.18764532612048673      0                        2                        0.18265383346545377      0                        2                        0.17783086575245038      0
0.16944058213903954       0                        2                        0.16944058213903954      0                        2                        0.16558797835872305      0                        2                        0.16160370389916007      0                        2                        0.15762818041192064      0                        2                        0.15373951965398033      0
0.1931836884736139        0                        2                        0.1931836884736139       0                        2                        0.18840237034910115      0                        2                        0.1835181773192974       0                        2                        0.1787103881415533       0                        2                        0.17405330953962628      0
0.17631866469307722       0                        2                        0.17631866469307722      0                        2                        0.1722271019698094       0                        2                        0.16800549246870106      0                        2                        0.1638061431888879       0                        2                        0.15970831488849818      0
0.18812994575685038       0                        2                        0.18812994575685038      0                        2                        0.18357507352682206      0                        2                        0.17890403053757828      0                        2                        0.1742891237953976       0                        2                        0.1698077635137466       0
0.18252591111166663       0                        2                        0.18252591111166663      0                        2                        0.1782006698387389       0                        2                        0.17375038053408354      0                        2                        0.16933815287906082      0                        2                        0.16504303787359725      0
0                         1.2056107465519048       3                        0                        1.2056107465519048       3                        0                        1.2062557243658734       3                        0                        1.2068742443998661       3                        0                        1.2074710178701804       3                        0                        1.20804758516572
0                         1.25                     3                        0                        1.25                     3                        0                        1.25                     3                        0                        1.25                     3                        0                        1.25                     3                        0                        1.25
0                         1.1654151126741643       3                        0                        1.1654151126741643       3                        0                        1.166669814664581        3                        0                        1.167869323442713        3                        0                        1.16902235250618         3                        0                        1.170132015596225
0                         1.128970352319379        3                        0                        1.128970352319379        3                        0                        1.13079925745143         3                        0                        1.132542915065433        3                        0                        1.134213527148803        3                        0                        1.1358158903710203
0                         1.0959258409875459       3                        0                        1.0959258409875459       3                        0                        1.0982939979920336       3                        0                        1.1005461779374335       3                        0                        1.10269768665653         3                        0                        1.1047551382970229
0                         1.0659640710682363       3                        0                        1.0659640710682363       3                        0                        1.068837706479658        3                        0                        1.0715644027171554       3                        0                        1.0741622790411798       3                        0                        1.0766399069311026
0                         1.0387973335262066       3                        0                        1.0387973335262066       3                        0                        1.042144113326033        3                        0                        1.0453130792042655       3                        0                        1.0483249435617967       3                        0                        1.0511903696870861
0                         1.0141648140027177       3                        0                        1.0141648140027177       3                        0                        1.0179539168154577       3                        0                        1.021534663021378        3                        0                        1.024930190238066        3                        0                        1.0281533757894563
0                         0.991830032904995        3                        0                        0.991830032904995        3                        0                        0.9960321446250558       3                        0                        0.9999958849017667       3                        0                        1.0037466870784502       3                        0                        1.0072997475746666
0                         0.9715785560842766       3                        0                        0.9715785560842766       3                        0                        0.9761658322473513       3                        0                        0.9804854117844528       3                        0                        0.9845649214333103       3                        0                        0.9884219609949462
0                         0.9532159360005505       3                        0                        0.9532159360005505       3                        0                        0.958161955159338        3                        0                        0.9628117778801798       3                        0                        0.9671951399992816       3                        0                        0.9713321058386819
0                         0.9365658524285413       3                        0                        0.9365658524285413       3                        0                        0.9418455708161969       3                        0                        0.9468015319104065       3                        0                        0.9514655071429889       3                        0                        0.9558600621933707
0                         0.9214684279136869       3                        0                        0.9214684279136869       3                        0                        0.9270581375357486       3                        0                        0.9322975614720854       3                        0                        0.937220438490793        3                        0                        0.941851848123151
0                         0.9077787019715625       3                        0                        0.9077787019715625       3                        0                        0.9136559930238154       3                        0                        0.919157576942775        3                        0                        0.9243190928030341       3                        0                        0.9291681230984765
0                         0.8953652434973398       3                        0                        0.8953652434973398       3                        0                        0.901508966287188        3                        0                        0.9072527240975323       3                        0                        0.912633987814933        3                        0                        0.9176828103100574
0                         0.8841088957193557       3                        0                        0.8841088957193557       3                        0                        0.8904991296905306       3                        0                        0.8964663434376855       3                        0                        0.9020497681542232       3                        0                        0.9072818751888153
0                         0.8739016340676777       3                        0                        0.8739016340676777       3                        0                        0.8805196524189833       3                        0                        0.8866928207869773       3                        0                        0.8924620555105928       3                        0                        0.8978621778910093
0                         0.8646455255228898       3                        0                        0.8646455255228898       3                        0                        0.8714737579608142       3                        0                        0.8778365445216809       3                        0                        0.883776407881553        3                        0                        0.8893304369348846
0                         0.8561550410145035       3                        0                        0.8561550410145035       3                        0                        0.8631792852585186       3                        0                        0.8697184893262946       3                        0                        0.8758167183476343       3                        0                        0.8815132613189276
0.3529660269238059        0.7298590835465005       4                        0.3529660269238059       0.7298590835465005       4                        0.3545226325296301       0.7344301219610325       4                        0.3559653118287204       0.7386814364098757       4                        0.35729587870828833      0.7426511811451733       4                        0.3585203293091371       0.7463697276386676
0.3592975406955026        0.7244878063733848       4                        0.3592975406955026       0.7244878063733848       4                        0.360834504389156        0.7289755761746053       4                        0.3622591546434757       0.7331491264964232       4                        0.3635734242327482       0.7370461423637438       4                        0.364783281287681        0.7406965774409956
0.3465499343650318        0.7351298802876314       4                        0.3465499343650318       0.7351298802876314       4                        0.34812363497132315      0.7397840837203148       4                        0.3495819720509105       0.7441130661733177       4                        0.35092663147186026      0.7481554348094285       4                        0.35216362734504975      0.751941969949156
0.2923952912441172        0.7735606508673377       4                        0.2923952912441172       0.7735606508673377       4                        0.2940125407251831       0.7788670648472018       4                        0.2955094790942903       0.7838050979404334       4                        0.29688656436420274      0.7884163396269055       4                        0.2981496312273093       0.7927344890627552
0.2994223114301782        0.7691285859697603       4                        0.2994223114301782       0.7691285859697603       4                        0.30104323655349446      0.7743554951302403       4                        0.30254381708849654      0.7792192954926317       4                        0.30392467424331254      0.7837612688657235       4                        0.3051916937131746       0.7880147853482645
0.3063793716887284        0.7645885468874599       4                        0.3063793716887284       0.7645885468874599       4                        0.30800136538438494      0.7697352110432376       4                        0.30950317004963135      0.7745240831204744       4                        0.31088556950706936      0.7789961182897697       4                        0.312154492866065        0.7831843471415446
0.34005107548121677       0.7402991667710656       4                        0.34005107548121677      0.7402991667710656       4                        0.34163930655899766      0.7450363551945667       4                        0.34311091462459287      0.7494428375712422       4                        0.3444674493960095       0.7535576571032403       4                        0.34571493323922114      0.7574119936965574
0.33347127947058125       0.745365930840557        4                        0.33347127947058125      0.745365930840557        4                        0.33507146157259726      0.7501858465848329       4                        0.336553940894998        0.7546695876913616       4                        0.33792012390515114      0.7588566160339161       4                        0.339176031833459        0.7627785015694095
0.31326462472663136       0.7599413838794544       4                        0.31326462472663136      0.7599413838794544       4                        0.3148850767844402       0.7650071450540255       4                        0.31638568319859856      0.769720470664391        4                        0.31776738872461285      0.7741219703693362       4                        0.31903615802440205      0.7782443248721203
0.32007623716182426       0.7551879661925931       4                        0.32007623716182426      0.7551879661925931       4                        0.32169253744621223      0.7601722479486183       4                        0.32318952194470657      0.7648094856789026       4                        0.3245682935618085       0.7691399248214138       4                        0.32583484436411625      0.7731958859163085
0.32681239050803323       0.7503291804445953       4                        0.32681239050803323      0.7503291804445953       4                        0.32842193207285886      0.755231487095984        4                        0.32991287268240177      0.7597921715784          4                        0.3312864695080036       0.7640510966341634       4                        0.3325487335750372       0.768040212498973
0.2853001561522984        0.7778839208432626       4                        0.2853001561522984       0.7778839208432626       4                        0.2869111293591767       0.7832690168659202       4                        0.288402015004693        0.7882805094358867       4                        0.2897731084180392       0.792960276716494        4                        0.2910301859579312       0.7973423364285401
0.27813872086818314       0.7820976200143893       4                        0.27813872086818314      0.7820976200143893       4                        0.2797408269364746       0.787560492726272        4                        0.2812232599315487       0.7926445938711245       4                        0.2825861540888059       0.7973920713621254       4                        0.2838352203438804       0.8018372509801321
0.2709128063944502        0.7862009932788219       4                        0.2709128063944502       0.7862009932788219       4                        0.2725034676208924       0.7917406544597121       4                        0.2739750618755786       0.7968964354059762       4                        0.2753275649484016       0.8017107349736475       4                        0.27656661548662115      0.8062181765135797
0.2636242470611864        0.7901933027378308       4                        0.2636242470611864       0.7901933027378308       4                        0.2652009023998365       0.7958086810504893       4                        0.2666592889509378       0.8010351349749272       4                        0.2679992277398418       0.8059152957021434       4                        0.2692262784665315       0.8104840737017324
0.2562748895099354        0.7940738291103108       4                        0.2562748895099354       0.7940738291103108       4                        0.2578349981442972       0.7997637699964457       4                        0.25927782850496495      0.805059811992128        4                        0.2606030515344829       0.8100048002863394       4                        0.2618161415148158       0.8146339220773854
0.24886660770179123       0.7978418649909905       4                        0.24886660770179123      0.7978418649909905       4                        0.250407652731574        0.8036051305597336       4                        0.2518326023352801       0.8089695976025835       4                        0.25314098301746774      0.8139783073106818       4                        0.2543381773413754       0.8186667133020341
0.24140125512749133       0.8014967399324113       4                        0.24140125512749133      0.8014967399324113       4                        0.2429207471980064       0.8073320094690666       4                        0.24432551877416         0.8127636609703323       4                        0.2456149584858435       0.8178349140447031       4                        0.24679435102851646      0.8225814785211253
0.23388062562818793       0.8050378361308913       4                        0.23388062562818793      0.8050378361308913       4                        0.23537610644068818      0.8109437070760451       4                        0.23675843326393672      0.8164412258799154       4                        0.23802686428392764      0.8215737734627192       4                        0.23918658031254506      0.8263773057737122
0.21868077242436296       0.8117762965871661       4                        0.21868077242436296      0.8117762965871661       4                        0.2201209986611798       0.8178188374319383       4                        0.22145177513453063      0.8234438355511907       4                        0.22267212462476232      0.8286949454014795       4                        0.22378700257972062      0.833608585434705
0.22630652513271327       0.8084645507720702       4                        0.22630652513271327      0.8084645507720702       4                        0.22777557115641378      0.8144395391194174       4                        0.22913322047055995      0.8200015319630776       4                        0.23037860906052438      0.8251940549717746       4                        0.23151680795524474      0.8300533002553705
0.21100519818571925       0.814972503153265        4                        0.21100519818571925      0.814972503153265        4                        0.21241426197221858      0.8210809514124009       4                        0.21371601116993502      0.8267674113111297       4                        0.2149093650369603       0.8320756507922313       4                        0.2159991577296987       0.8370423049799621
0.20328164393540146       0.8180526180988941       4                        0.20328164393540146      0.8180526180988941       4                        0.20465724875991928      0.8242252494111024       4                        0.20592786061480958      0.8299715538001412       4                        0.20709230553609767      0.8353353981048277       4                        0.2081552907542008       0.8403536246065023
0.19551196088225659       0.8210161082027037       4                        0.19551196088225659      0.8210161082027037       4                        0.19685186021616802      0.8272511200062319       4                        0.1980892724930991       0.8330555789098117       4                        0.19922294137056795      0.8384734368173903       4                        0.20025744158493672      0.8435417338095398
0.18769800869143446       0.823862460386777        4                        0.18769800869143446      0.823862460386777        4                        0.1890000098180007       0.8301579731788813       4                        0.19020221155903252      0.8360188252099944       4                        0.19130328650263925      0.8414890404203932       4                        0.19230767138239815      0.846605847490293
0.17984165417182388       0.8265911825997772       4                        0.17984165417182388      0.8265911825997772       4                        0.18110362199684837      0.8329452413801285       4                        0.18226865693117428      0.8388606551861404       4                        0.18333537218724766      0.8443815078050395       4                        0.184308061042261        0.8495452074739599
0.17194476959746635       0.8292018046813694       4                        0.17194476959746635      0.8292018046813694       4                        0.17316463042165503      0.835612380583305        4                        0.17429060032309937      0.8415804564636802       4                        0.17532124513367509      0.8471501646381008       4                        0.17626070927451268      0.8523590840112992
0.15603676208811657       0.8340670260466467       4                        0.15603676208811657      0.8340670260466467       4                        0.15716645099590004      0.8405842643899039       4                        0.15820884386071532      0.8466517019490151       4                        0.15916244851678304      0.8523135377435969       4                        0.1600310956982862       0.8576076659341247
0.16400920302741448       0.8316938876247125       4                        0.16400920302741448      0.8316938876247125       4                        0.16518494810093498      0.8381588799221531       4                        0.1662700159285709       0.8441776517914906       4                        0.16726293717288807      0.8497943736541869       4                        0.16816770205424597      0.8550467863419629
0.3655426803686571        0.7190170946565397       4                        0.3655426803686571       0.7190170946565397       4                        0.3670574754153211       0.7234215674119631       4                        0.3684617433573343       0.7275173282232862       4                        0.3697575257566792       0.7313415771805709       4                        0.3709507523704436       0.7349238415199261
0.3716996417721306        0.7134480328463562       4                        0.3716996417721306       0.7134480328463562       4                        0.3731897641934911       0.7177692542802376       4                        0.37457131703324814      0.7217872699593737       4                        0.3758464396112069       0.7255387799939769       4                        0.3770210126279428       0.7290528769425524
0.37776659224117387       0.7077817649395625       4                        0.37776659224117387      0.7077817649395625       4                        0.37922956343133524      0.7120198541572414       4                        0.3805860913677852       0.7159602380760675       4                        0.3818384012081303       0.7196391024961116       4                        0.3829923136011828       0.7230850974557036
0.40109817525937036       0.6841682653237373       4                        0.40109817525937036      0.6841682653237373       4                        0.40242834427275354      0.6880764336586829       4                        0.4036622126094824       0.6917087550033642       4                        0.40480221339062245      0.6950992304160071       4                        0.4058538112363567       0.6982746706189898
0.4066880767199396        0.6780339209343161       4                        0.4066880767199396       0.6780339209343161       4                        0.4079791623446644       0.6818606025266382       4                        0.40917687878759895      0.6854168446283697       4                        0.4102836737065314       0.6887360745168084       4                        0.4113048924201173       0.6918446283218392
0.39540928140764914       0.6902114931450561       4                        0.39540928140764914      0.6902114931450561       4                        0.3967762161862457       0.6942016126448268       4                        0.39804407434541783      0.6979104506076629       4                        0.3992152588188408       0.7013725717261152       4                        0.40029534115995025      0.7046152559468303
0.3837417125942807        0.702019458971318        4                        0.3837417125942807       0.702019458971318        4                        0.3851750817167412       0.7061746070738701       4                        0.3865043002432594       0.7100375402555534       4                        0.38773166640353385      0.7136439164362024       4                        0.3888629294963996       0.7170219357292594
0.38962320254756605       0.6961623010392782       4                        0.38962320254756605      0.6961623010392782       4                        0.3910245488025704       0.700234769605656        4                        0.3923242008878976       0.704020499254509        4                        0.3935245165413681       0.7075546072568514       4                        0.39463116212241445      0.7108648368638344
0.1480292614377674        0.8363208317554056       4                        0.1480292614377674       0.8363208317554056       4                        0.1491110256602989       0.8428880782210407       4                        0.15010903794170521      0.8490020889473263       4                        0.15102179567183438      0.8547070829709483       4                        0.1518529648807721       0.860041099316511
0.13998852606543533       0.8384549333431548       4                        0.13998852606543533      0.8384549333431548       4                        0.14102057249520641      0.8450698846362529       4                        0.14197256890322285      0.8512283159078489       4                        0.14284301457510168      0.8569744585623359       4                        0.14363540569794156      0.8623464881474884
0.1319163901527666        0.8404689771543131       4                        0.1319163901527666       0.8404689771543131       4                        0.1328970045208221       0.8471292669945609       4                        0.1338014230642599       0.8533299083760275       4                        0.1346281591744597       0.8591151383514847       4                        0.1353805341501483       0.8645232607638632
0.12381469586450347       0.8423626281486865       4                        0.12381469586450347      0.8423626281486865       4                        0.12474224606156273      0.84906582983616         4                        0.12559760090930272      0.8553064155208899       4                        0.12637929989976882      0.8611286221061535       4                        0.12709048450899096      0.8665708736036499
0.10753003304641233       0.8457875090184971       4                        0.10753003304641233      0.8457875090184971       4                        0.10834690309583389      0.8525690264881889       4                        0.10909999130090492      0.8588824949808775       4                        0.10978792406660064      0.8647721373091898       4                        0.11041346896724377      0.8702765937920409
0.11568529207634527       0.8441355706558817       4                        0.11568529207634527      0.8441355706558817       4                        0.11655823135590629      0.850879199810726        4                        0.11736311558256128      0.8571574112134396       4                        0.11809852204580412      0.8630144367259561       4                        0.1187674075957497       0.868488812492446
0.09935077703697807       0.8473181681216275       4                        0.09935077703697807      0.8473181681216275       4                        0.10011021090158125      0.8541349830487551       4                        0.10081026168958558      0.8604812928330754       4                        0.10144961578309311      0.8664013080851071       4                        0.10203084700859479      0.8719337654080345
0.09114938489435334       0.848727293806338        4                        0.09114938489435334      0.848727293806338        4                        0.09185010974194086      0.8555767668483945       4                        0.09249596805546709      0.8619534579558432       4                        0.09308571652504044      0.8679015632044076       4                        0.09362173096095497      0.873459907647526
0.0829277152863503        0.8500146536580537       4                        0.0829277152863503       0.8500146536580537       4                        0.08356855497620518      0.8568941003612924       4                        0.08415915425240887      0.8632986717826472       4                        0.08469834984260478      0.8692725479093153       4                        0.08518831550244446      0.8748546344574489
0.05815935452414027       0.8531441596545083       4                        0.05815935452414027      0.8531441596545083       4                        0.05861448160412199      0.8600970232319095       4                        0.05903381652369532      0.8665698686847253       4                        0.059416487541326536     0.8726068254623732       4                        0.059764040719038826     0.8782469948772845
0.06643086820346474       0.8522232650998505       4                        0.06643086820346474      0.8522232650998505       4                        0.06694880691326575      0.8591544431968099       4                        0.0674260515141949       0.865607124557521        4                        0.06786162527188672      0.8716254552055531       4                        0.06825728677033227      0.8772484789612244
0.07468760036922137       0.8511800399918762       4                        0.07468760036922137      0.8511800399918762       4                        0.07526747765657785      0.8580867343649067       4                        0.07580184165343802      0.8645166473515496       4                        0.07628961818798492      0.8705139420285533       4                        0.0767327751790471       0.8761175970247002
0.41217718552803445       0.6718097978139612       4                        0.41217718552803445      0.6718097978139612       4                        0.41342690886815125      0.6755555220886492       4                        0.41458634713975995      0.6790361831484427       4                        0.41565794630070874      0.6822846252805602       4                        0.41664691978010937      0.6853267052298961
0.4175637228790603        0.6654972522617979       4                        0.4175637228790603       0.6654972522617979       4                        0.4187698456402088       0.6691626118765938       4                        0.41988891704525244      0.6725682492026954       4                        0.4209233645870896       0.675746417288512        4                        0.42187825702049936      0.6787224892981116
0.506642679887422         0.507445115681979        4                        0.506642679887422        0.507445115681979        4                        0.5064259755791842       0.5095977347177139       4                        0.5062238221391058       0.5115915670028547       4                        0.5060336830362624       0.5134458088588089       4                        0.5058541950977399       0.5151754742547257
0.5092035988927553        0.4995571884309196       4                        0.5092035988927553       0.4995571884309196       4                        0.5089065639381065       0.5016562897884633       4                        0.5086296845704893       0.503600142402301        4                        0.5083700100992755       0.5054074353493073       4                        0.5081257560892705       0.5070927848249728
0.5116229036631695        0.4916246876008629       4                        0.5116229036631695       0.4916246876008629       4                        0.5112446952066222       0.4936718013631776       4                        0.5108922928260201       0.4955670934742391       4                        0.5105623195149072       0.4973287599844183       4                        0.5102525616891754       0.4989710303275308
0.5230888904926805        0.4432294945387048       4                        0.5230888904926805       0.4432294945387048       4                        0.5222097948656416       0.44499720453172614      4                        0.5213910491077856       0.4466312623745474       4                        0.5206265111342722       0.4481472386182486       4                        0.5199112627267428       0.4495572964292149
