Time (s)	drop_volume (m^3)	contact_angle (rad)	sqrt(sigma*pw1(t)/((1000 [kg/m^3])*(g_const))) (mm)	r-coordinate (mm), rmax	z-coordinate (mm), zmax
181.94	5.2360E-10	3.1398	0.69477	0.54159	0.81174
181.95	5.2360E-10	3.1398	0.69477	0.54159	0.81174
181.95	5.2360E-10	3.1398	0.69477	0.54159	0.81174
181.95	5.2360E-10	3.1398	0.69477	0.54159	0.81174
181.96	5.2360E-10	3.1398	0.69477	0.54159	0.81174
181.97	5.2360E-10	3.1398	0.69477	0.54159	0.81174
181.97	5.2360E-10	3.1398	0.69477	0.54159	0.81174
181.98	5.2360E-10	3.1398	0.69477	0.54159	0.81174
181.99	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.00	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.01	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.01	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.02	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.03	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.04	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.05	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.06	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.07	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.08	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.09	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.10	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.11	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.12	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.13	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.15	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.17	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.19	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.21	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.24	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.26	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.30	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.34	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.38	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.46	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.62	5.2360E-10	3.1398	0.69477	0.54159	0.81174
182.94	5.2360E-10	3.1398	0.69477	0.54159	0.81174
183.58	5.2360E-10	3.1398	0.69477	0.54159	0.81174
184.87	5.2360E-10	3.1398	0.69477	0.54159	0.81174
187.45	5.2360E-10	3.1398	0.69477	0.54159	0.81174
188.01	5.2360E-10	3.1398	0.69477	0.54159	0.81174
188.02	5.2360E-10	3.1398	0.69477	0.54159	0.81174
188.02	5.2360E-10	3.1398	0.69477	0.54159	0.81174
188.03	5.2360E-10	3.1398	0.69477	0.54159	0.81174
188.03	5.2360E-10	3.1398	0.69477	0.54159	0.81174
188.03	5.2360E-10	3.1398	0.69477	0.54159	0.81174
188.04	5.2360E-10	3.1398	0.69477	0.54159	0.81174
188.04	5.2360E-10	3.1398	0.69477	0.54159	0.81174
188.04	5.2360E-10	3.1398	0.69477	0.54159	0.81174
188.04	5.2360E-10	3.1398	0.69477	0.54159	0.81174
188.05	5.2360E-10	3.1398	0.69477	0.54159	0.81174
188.05	5.2360E-10	3.1398	0.69477	0.54159	0.81174
188.06	5.2360E-10	3.1398	0.69477	0.54159	0.81174
188.08	5.2360E-10	3.1398	0.69477	0.54159	0.81174
188.09	5.2360E-10	3.1398	0.69477	0.54159	0.81174
188.10	5.2360E-10	3.1398	0.69478	0.54159	0.81174
188.12	5.2360E-10	3.1398	0.69478	0.54159	0.81174
188.14	5.2360E-10	3.1398	0.69479	0.54159	0.81175
188.16	5.2360E-10	3.1398	0.69479	0.54159	0.81175
188.19	5.2360E-10	3.1398	0.69481	0.54159	0.81175
188.22	5.2360E-10	3.1398	0.69482	0.54159	0.81175
188.26	5.2360E-10	3.1398	0.69485	0.54158	0.81176
188.30	5.2360E-10	3.1398	0.69489	0.54158	0.81177
188.35	5.2360E-10	3.1398	0.69496	0.54158	0.81179
188.40	5.2360E-10	3.1398	0.69505	0.54157	0.81181
188.46	5.2360E-10	3.1398	0.69521	0.54156	0.81186
188.53	5.2360E-10	3.1398	0.69540	0.54154	0.81191
188.61	5.2360E-10	3.1398	0.69572	0.54152	0.81200
188.70	5.2360E-10	3.1398	0.69613	0.54148	0.81212
188.73	5.2360E-10	3.1398	0.69631	0.54147	0.81218
188.77	5.2360E-10	3.1398	0.69651	0.54145	0.81224
188.80	5.2360E-10	3.1398	0.69672	0.54144	0.81230
188.83	5.2360E-10	3.1398	0.69694	0.54142	0.81237
188.90	5.2360E-10	3.1398	0.69743	0.54138	0.81252
188.95	5.2360E-10	3.1398	0.69784	0.54134	0.81265
189.00	5.2360E-10	3.1398	0.69824	0.54131	0.81277
189.05	5.2360E-10	3.1398	0.69868	0.54127	0.81290
189.10	5.2360E-10	3.1398	0.69916	0.54123	0.81305
189.15	5.2360E-10	3.1398	0.69974	0.54118	0.81323
189.21	5.2360E-10	3.1398	0.70037	0.54113	0.81343
189.28	5.2360E-10	3.1398	0.70113	0.54106	0.81366
189.34	5.2360E-10	3.1398	0.70193	0.54099	0.81391
189.41	5.2360E-10	3.1398	0.70286	0.54091	0.81420
189.49	5.2360E-10	3.1398	0.70384	0.54082	0.81451
189.57	5.2360E-10	3.1398	0.70498	0.54073	0.81487
189.65	5.2360E-10	3.1398	0.70615	0.54062	0.81523
189.73	5.2360E-10	3.1398	0.70735	0.54052	0.81561
189.89	5.2360E-10	3.1398	0.70983	0.54031	0.81639
190.06	5.2360E-10	3.1398	0.71234	0.54009	0.81717
190.20	5.2360E-10	3.1398	0.71456	0.53990	0.81787
190.35	5.2360E-10	3.1398	0.71670	0.53972	0.81855
190.49	5.2360E-10	3.1398	0.71873	0.53954	0.81918
190.69	5.2360E-10	3.1398	0.72126	0.53932	0.81998
190.89	5.2360E-10	3.1398	0.72342	0.53914	0.82066
191.09	5.2360E-10	3.1398	0.72514	0.53899	0.82121
191.29	5.2360E-10	3.1398	0.72641	0.53888	0.82162
191.49	5.2360E-10	3.1398	0.72722	0.53880	0.82189
191.61	5.2360E-10	3.1398	0.72751	0.53877	0.82200
191.73	5.2360E-10	3.1398	0.72768	0.53876	0.82206
191.81	5.2360E-10	3.1398	0.72774	0.53875	0.82208
191.88	5.2360E-10	3.1398	0.72776	0.53875	0.82209
191.94	5.2360E-10	3.1398	0.72777	0.53875	0.82210
191.95	5.2360E-10	3.1398	0.72777	0.53875	0.82210
191.95	5.2360E-10	3.1398	0.72777	0.53875	0.82210
191.95	5.2360E-10	3.1398	0.72777	0.53875	0.82210
191.96	5.2360E-10	3.1398	0.72777	0.53875	0.82210
191.97	5.2360E-10	3.1398	0.72777	0.53875	0.82210
191.97	5.2360E-10	3.1398	0.72777	0.53875	0.82210
191.98	5.2360E-10	3.1398	0.72777	0.53875	0.82210
191.99	5.2360E-10	3.1398	0.72777	0.53875	0.82210
191.99	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.00	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.01	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.02	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.02	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.03	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.04	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.05	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.05	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.06	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.07	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.08	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.09	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.11	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.12	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.14	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.15	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.17	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.18	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.21	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.24	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.27	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.30	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.36	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.48	5.2360E-10	3.1398	0.72777	0.53875	0.82210
192.71	5.2360E-10	3.1398	0.72777	0.53875	0.82210
193.19	5.2360E-10	3.1398	0.72777	0.53875	0.82210
194.14	5.2360E-10	3.1398	0.72777	0.53875	0.82210
196.04	5.2360E-10	3.1398	0.72777	0.53875	0.82210
196.99	5.2360E-10	3.1398	0.72777	0.53875	0.82210
197.46	5.2360E-10	3.1398	0.72777	0.53875	0.82210
197.70	5.2360E-10	3.1398	0.72777	0.53875	0.82210
197.82	5.2360E-10	3.1398	0.72777	0.53875	0.82210
197.88	5.2360E-10	3.1398	0.72777	0.53875	0.82210
197.99	5.2360E-10	3.1398	0.72777	0.53875	0.82210
198.01	5.2360E-10	3.1398	0.72777	0.53875	0.82210
198.02	5.2360E-10	3.1398	0.72777	0.53875	0.82210
198.02	5.2360E-10	3.1398	0.72777	0.53875	0.82210
198.02	5.2360E-10	3.1398	0.72777	0.53875	0.82210
198.03	5.2360E-10	3.1398	0.72777	0.53875	0.82210
198.03	5.2360E-10	3.1398	0.72777	0.53875	0.82210
198.04	5.2360E-10	3.1398	0.72777	0.53875	0.82210
198.05	5.2360E-10	3.1398	0.72777	0.53875	0.82210
198.05	5.2360E-10	3.1398	0.72777	0.53875	0.82210
198.06	5.2360E-10	3.1398	0.72777	0.53875	0.82210
198.08	5.2360E-10	3.1398	0.72777	0.53875	0.82210
198.09	5.2360E-10	3.1398	0.72778	0.53875	0.82210
198.10	5.2360E-10	3.1398	0.72778	0.53875	0.82210
198.12	5.2360E-10	3.1398	0.72778	0.53875	0.82210
198.15	5.2360E-10	3.1398	0.72779	0.53875	0.82210
198.17	5.2360E-10	3.1398	0.72780	0.53874	0.82210
198.19	5.2360E-10	3.1398	0.72781	0.53874	0.82210
198.22	5.2360E-10	3.1398	0.72782	0.53874	0.82211
198.27	5.2360E-10	3.1398	0.72786	0.53874	0.82212
198.31	5.2360E-10	3.1398	0.72791	0.53874	0.82213
198.35	5.2360E-10	3.1398	0.72797	0.53873	0.82214
198.39	5.2360E-10	3.1398	0.72804	0.53873	0.82216
198.43	5.2360E-10	3.1398	0.72812	0.53872	0.82218
198.51	5.2360E-10	3.1398	0.72834	0.53871	0.82224
198.58	5.2360E-10	3.1398	0.72859	0.53869	0.82231
198.65	5.2360E-10	3.1398	0.72890	0.53867	0.82239
198.72	5.2360E-10	3.1398	0.72927	0.53864	0.82249
198.80	5.2360E-10	3.1398	0.72970	0.53861	0.82261
198.94	5.2360E-10	3.1398	0.73076	0.53853	0.82291
199.01	5.2360E-10	3.1398	0.73137	0.53848	0.82309
199.07	5.2360E-10	3.1398	0.73187	0.53844	0.82323
199.11	5.2360E-10	3.1398	0.73233	0.53841	0.82336
199.17	5.2360E-10	3.1398	0.73287	0.53837	0.82351
199.22	5.2360E-10	3.1398	0.73345	0.53832	0.82368
199.28	5.2360E-10	3.1398	0.73418	0.53827	0.82389
199.34	5.2360E-10	3.1398	0.73495	0.53821	0.82411
199.42	5.2360E-10	3.1398	0.73589	0.53814	0.82438
199.49	5.2360E-10	3.1398	0.73686	0.53806	0.82466
199.57	5.2360E-10	3.1398	0.73800	0.53797	0.82499
199.65	5.2360E-10	3.1398	0.73917	0.53788	0.82533
199.73	5.2360E-10	3.1398	0.74039	0.53779	0.82568
199.90	5.2360E-10	3.1398	0.74287	0.53760	0.82640
200.06	5.2360E-10	3.1398	0.74539	0.53740	0.82713
200.21	5.2360E-10	3.1398	0.74760	0.53724	0.82777
200.35	5.2360E-10	3.1398	0.74974	0.53707	0.82838
200.49	5.2360E-10	3.1398	0.75176	0.53692	0.82897
200.69	5.2360E-10	3.1398	0.75430	0.53672	0.82970
200.89	5.2360E-10	3.1398	0.75646	0.53656	0.83033
201.09	5.2360E-10	3.1398	0.75818	0.53642	0.83084
201.29	5.2360E-10	3.1398	0.75943	0.53632	0.83121
201.34	5.2360E-10	3.1398	0.75968	0.53631	0.83128
201.39	5.2360E-10	3.1398	0.75989	0.53629	0.83135
201.44	5.2360E-10	3.1398	0.76005	0.53628	0.83140
201.48	5.2360E-10	3.1398	0.76019	0.53626	0.83144
201.51	5.2360E-10	3.1398	0.76029	0.53626	0.83147
201.54	5.2360E-10	3.1398	0.76036	0.53625	0.83149
201.56	5.2360E-10	3.1398	0.76042	0.53624	0.83151
201.59	5.2360E-10	3.1398	0.76047	0.53624	0.83153
201.61	5.2360E-10	3.1398	0.76051	0.53624	0.83154
201.63	5.2360E-10	3.1398	0.76055	0.53623	0.83155
201.65	5.2360E-10	3.1398	0.76059	0.53623	0.83157
201.66	5.2360E-10	3.1398	0.76060	0.53623	0.83157
201.68	5.2360E-10	3.1398	0.76063	0.53623	0.83158
201.69	5.2360E-10	3.1398	0.76065	0.53623	0.83159
201.71	5.2360E-10	3.1398	0.76066	0.53622	0.83159
201.73	5.2360E-10	3.1398	0.76068	0.53622	0.83160
201.74	5.2360E-10	3.1398	0.76070	0.53622	0.83160
201.76	5.2360E-10	3.1398	0.76071	0.53622	0.83161
201.78	5.2360E-10	3.1398	0.76072	0.53622	0.83161
201.79	5.2360E-10	3.1398	0.76073	0.53622	0.83161
201.80	5.2360E-10	3.1398	0.76074	0.53622	0.83162
201.81	5.2360E-10	3.1398	0.76074	0.53622	0.83162
201.82	5.2360E-10	3.1398	0.76075	0.53622	0.83162
201.84	5.2360E-10	3.1398	0.76075	0.53621	0.83162
201.85	5.2360E-10	3.1398	0.76076	0.53621	0.83163
201.87	5.2360E-10	3.1398	0.76076	0.53621	0.83163
201.88	5.2360E-10	3.1398	0.76077	0.53621	0.83163
201.89	5.2360E-10	3.1398	0.76077	0.53621	0.83163
201.90	5.2360E-10	3.1398	0.76077	0.53621	0.83163
201.91	5.2360E-10	3.1398	0.76077	0.53621	0.83163
201.92	5.2360E-10	3.1398	0.76077	0.53621	0.83163
201.94	5.2360E-10	3.1398	0.76077	0.53621	0.83163
201.95	5.2360E-10	3.1398	0.76077	0.53621	0.83163
201.95	5.2360E-10	3.1398	0.76077	0.53621	0.83163
201.96	5.2360E-10	3.1398	0.76077	0.53621	0.83163
201.97	5.2360E-10	3.1398	0.76077	0.53621	0.83164
201.98	5.2360E-10	3.1398	0.76077	0.53621	0.83164
201.99	5.2360E-10	3.1398	0.76077	0.53621	0.83164
202.00	5.2360E-10	3.1398	0.76077	0.53621	0.83164
202.01	5.2360E-10	3.1398	0.76077	0.53621	0.83164
202.02	5.2360E-10	3.1398	0.76077	0.53621	0.83164
202.03	5.2360E-10	3.1398	0.76077	0.53621	0.83164
202.04	5.2360E-10	3.1398	0.76077	0.53621	0.83164
202.05	5.2360E-10	3.1398	0.76077	0.53621	0.83164
202.06	5.2360E-10	3.1398	0.76077	0.53621	0.83164
202.07	5.2360E-10	3.1398	0.76077	0.53621	0.83164
202.08	5.2360E-10	3.1398	0.76077	0.53621	0.83164
202.09	5.2360E-10	3.1398	0.76077	0.53621	0.83164
202.10	5.2360E-10	3.1398	0.76077	0.53621	0.83164
202.11	5.2360E-10	3.1398	0.76077	0.53621	0.83164
202.13	5.2360E-10	3.1398	0.76077	0.53621	0.83164
202.15	5.2360E-10	3.1398	0.76077	0.53621	0.83164
202.17	5.2360E-10	3.1398	0.76077	0.53621	0.83164
202.19	5.2360E-10	3.1398	0.76077	0.53621	0.83164
202.21	5.2360E-10	3.1398	0.76077	0.53621	0.83164
202.25	5.2360E-10	3.1398	0.76077	0.53621	0.83164
202.29	5.2360E-10	3.1398	0.76077	0.53621	0.83164
202.37	5.2360E-10	3.1398	0.76077	0.53621	0.83164
202.52	5.2360E-10	3.1398	0.76077	0.53621	0.83164
202.84	5.2360E-10	3.1398	0.76077	0.53621	0.83164
203.46	5.2360E-10	3.1398	0.76077	0.53621	0.83164
204.72	5.2360E-10	3.1398	0.76077	0.53621	0.83164
207.22	5.2360E-10	3.1398	0.76077	0.53621	0.83164
207.98	5.2360E-10	3.1398	0.76077	0.53621	0.83164
208.03	5.2360E-10	3.1398	0.76077	0.53621	0.83164
208.03	5.2360E-10	3.1398	0.76077	0.53621	0.83164
208.04	5.2360E-10	3.1398	0.76077	0.53621	0.83164
208.04	5.2360E-10	3.1398	0.76077	0.53621	0.83164
208.04	5.2360E-10	3.1398	0.76077	0.53621	0.83164
208.05	5.2360E-10	3.1398	0.76077	0.53621	0.83164
208.05	5.2360E-10	3.1398	0.76077	0.53621	0.83164
208.06	5.2360E-10	3.1398	0.76077	0.53621	0.83164
208.06	5.2360E-10	3.1398	0.76077	0.53621	0.83164
208.07	5.2360E-10	3.1398	0.76078	0.53621	0.83164
208.08	5.2360E-10	3.1398	0.76078	0.53621	0.83164
208.10	5.2360E-10	3.1398	0.76078	0.53621	0.83164
208.15	5.2360E-10	3.1398	0.76079	0.53621	0.83164
208.18	5.2360E-10	3.1398	0.76080	0.53621	0.83164
208.21	5.2360E-10	3.1398	0.76082	0.53621	0.83164
208.24	5.2360E-10	3.1398	0.76084	0.53621	0.83165
208.27	5.2360E-10	3.1398	0.76086	0.53621	0.83165
208.32	5.2360E-10	3.1398	0.76093	0.53620	0.83167
208.37	5.2360E-10	3.1398	0.76101	0.53620	0.83169
208.42	5.2360E-10	3.1398	0.76110	0.53619	0.83171
208.47	5.2360E-10	3.1398	0.76123	0.53618	0.83174
208.52	5.2360E-10	3.1398	0.76137	0.53618	0.83178
208.62	5.2360E-10	3.1398	0.76174	0.53615	0.83187
208.71	5.2360E-10	3.1398	0.76217	0.53612	0.83198
208.79	5.2360E-10	3.1398	0.76269	0.53609	0.83211
208.88	5.2360E-10	3.1398	0.76331	0.53605	0.83227
208.93	5.2360E-10	3.1398	0.76366	0.53602	0.83236
208.97	5.2360E-10	3.1398	0.76400	0.53600	0.83245
209.01	5.2360E-10	3.1398	0.76435	0.53597	0.83255
209.05	5.2360E-10	3.1398	0.76473	0.53595	0.83265
209.13	5.2360E-10	3.1398	0.76554	0.53589	0.83286
209.19	5.2360E-10	3.1398	0.76619	0.53585	0.83303
209.25	5.2360E-10	3.1398	0.76687	0.53580	0.83321
209.31	5.2360E-10	3.1398	0.76759	0.53575	0.83341
209.44	5.2360E-10	3.1398	0.76912	0.53565	0.83381
209.49	5.2360E-10	3.1398	0.76986	0.53560	0.83401
209.54	5.2360E-10	3.1398	0.77062	0.53554	0.83421
209.60	5.2360E-10	3.1398	0.77140	0.53549	0.83442
209.71	5.2360E-10	3.1398	0.77301	0.53538	0.83485
209.80	5.2360E-10	3.1398	0.77443	0.53528	0.83523
209.91	5.2360E-10	3.1398	0.77600	0.53517	0.83565
210.01	5.2360E-10	3.1398	0.77757	0.53506	0.83607
210.11	5.2360E-10	3.1398	0.77915	0.53496	0.83649
210.31	5.2360E-10	3.1398	0.78222	0.53475	0.83731
210.55	5.2360E-10	3.1398	0.78547	0.53452	0.83818
210.76	5.2360E-10	3.1398	0.78800	0.53435	0.83886
210.96	5.2360E-10	3.1398	0.79010	0.53420	0.83942
211.15	5.2360E-10	3.1398	0.79158	0.53410	0.83982
211.34	5.2360E-10	3.1398	0.79265	0.53403	0.84011
211.36	5.2360E-10	3.1398	0.79275	0.53402	0.84014
211.41	5.2360E-10	3.1398	0.79294	0.53401	0.84020
211.45	5.2360E-10	3.1398	0.79311	0.53399	0.84024
211.50	5.2360E-10	3.1398	0.79325	0.53398	0.84028
211.54	5.2360E-10	3.1398	0.79336	0.53398	0.84031
211.58	5.2360E-10	3.1398	0.79346	0.53397	0.84034
211.63	5.2360E-10	3.1398	0.79355	0.53396	0.84037
211.67	5.2360E-10	3.1398	0.79362	0.53396	0.84039
211.69	5.2360E-10	3.1398	0.79365	0.53395	0.84040
211.72	5.2360E-10	3.1398	0.79367	0.53395	0.84041
211.74	5.2360E-10	3.1398	0.79369	0.53395	0.84041
211.76	5.2360E-10	3.1398	0.79371	0.53395	0.84042
211.78	5.2360E-10	3.1398	0.79373	0.53395	0.84042
211.79	5.2360E-10	3.1398	0.79373	0.53395	0.84043
211.80	5.2360E-10	3.1398	0.79374	0.53395	0.84043
211.81	5.2360E-10	3.1398	0.79374	0.53395	0.84043
211.83	5.2360E-10	3.1398	0.79375	0.53394	0.84043
211.84	5.2360E-10	3.1398	0.79376	0.53394	0.84043
211.85	5.2360E-10	3.1398	0.79376	0.53394	0.84044
211.86	5.2360E-10	3.1398	0.79376	0.53394	0.84044
211.88	5.2360E-10	3.1398	0.79377	0.53394	0.84044
211.89	5.2360E-10	3.1398	0.79377	0.53394	0.84044
211.89	5.2360E-10	3.1398	0.79377	0.53394	0.84044
211.90	5.2360E-10	3.1398	0.79377	0.53394	0.84044
211.92	5.2360E-10	3.1398	0.79377	0.53394	0.84044
211.92	5.2360E-10	3.1398	0.79377	0.53394	0.84044
211.93	5.2360E-10	3.1398	0.79377	0.53394	0.84044
211.94	5.2360E-10	3.1398	0.79377	0.53394	0.84044
211.95	5.2360E-10	3.1398	0.79377	0.53394	0.84044
211.96	5.2360E-10	3.1398	0.79377	0.53394	0.84044
211.96	5.2360E-10	3.1398	0.79377	0.53394	0.84044
211.97	5.2360E-10	3.1398	0.79378	0.53394	0.84044
211.97	5.2360E-10	3.1398	0.79378	0.53394	0.84044
211.98	5.2360E-10	3.1398	0.79378	0.53394	0.84044
211.99	5.2360E-10	3.1398	0.79378	0.53394	0.84044
212.00	5.2360E-10	3.1398	0.79378	0.53394	0.84044
212.01	5.2360E-10	3.1398	0.79378	0.53394	0.84044
212.02	5.2360E-10	3.1398	0.79378	0.53394	0.84044
212.03	5.2360E-10	3.1398	0.79378	0.53394	0.84044
212.04	5.2360E-10	3.1398	0.79378	0.53394	0.84044
212.05	5.2360E-10	3.1398	0.79378	0.53394	0.84044
212.06	5.2360E-10	3.1398	0.79378	0.53394	0.84044
212.07	5.2360E-10	3.1398	0.79378	0.53394	0.84044
212.08	5.2360E-10	3.1398	0.79378	0.53394	0.84044
212.09	5.2360E-10	3.1398	0.79378	0.53394	0.84044
212.10	5.2360E-10	3.1398	0.79378	0.53394	0.84044
212.12	5.2360E-10	3.1398	0.79378	0.53394	0.84044
212.14	5.2360E-10	3.1398	0.79378	0.53394	0.84044
212.16	5.2360E-10	3.1398	0.79378	0.53394	0.84044
212.18	5.2360E-10	3.1398	0.79378	0.53394	0.84044
212.20	5.2360E-10	3.1398	0.79378	0.53394	0.84044
212.23	5.2360E-10	3.1398	0.79378	0.53394	0.84044
212.31	5.2360E-10	3.1398	0.79378	0.53394	0.84044
212.39	5.2360E-10	3.1398	0.79378	0.53394	0.84044
212.54	5.2360E-10	3.1398	0.79378	0.53394	0.84044
212.85	5.2360E-10	3.1398	0.79378	0.53394	0.84044
213.47	5.2360E-10	3.1398	0.79378	0.53394	0.84044
214.70	5.2360E-10	3.1398	0.79378	0.53394	0.84044
217.17	5.2360E-10	3.1398	0.79378	0.53394	0.84044
217.91	5.2360E-10	3.1398	0.79378	0.53394	0.84044
217.97	5.2360E-10	3.1398	0.79378	0.53394	0.84044
217.99	5.2360E-10	3.1398	0.79378	0.53394	0.84044
218.02	5.2360E-10	3.1398	0.79378	0.53394	0.84044
218.02	5.2360E-10	3.1398	0.79378	0.53394	0.84044
218.03	5.2360E-10	3.1398	0.79378	0.53394	0.84044
218.03	5.2360E-10	3.1398	0.79378	0.53394	0.84044
218.04	5.2360E-10	3.1398	0.79378	0.53394	0.84044
218.04	5.2360E-10	3.1398	0.79378	0.53394	0.84044
218.04	5.2360E-10	3.1398	0.79378	0.53394	0.84044
218.05	5.2360E-10	3.1398	0.79378	0.53394	0.84044
218.05	5.2360E-10	3.1398	0.79378	0.53394	0.84044
218.06	5.2360E-10	3.1398	0.79378	0.53394	0.84044
218.07	5.2360E-10	3.1398	0.79378	0.53394	0.84044
218.08	5.2360E-10	3.1398	0.79378	0.53394	0.84044
218.10	5.2360E-10	3.1398	0.79378	0.53394	0.84044
218.12	5.2360E-10	3.1398	0.79378	0.53394	0.84045
218.14	5.2360E-10	3.1398	0.79379	0.53394	0.84045
218.16	5.2360E-10	3.1398	0.79380	0.53394	0.84045
218.18	5.2360E-10	3.1398	0.79381	0.53394	0.84045
218.22	5.2360E-10	3.1398	0.79382	0.53394	0.84045
218.25	5.2360E-10	3.1398	0.79385	0.53394	0.84046
218.29	5.2360E-10	3.1398	0.79389	0.53394	0.84047
218.33	5.2360E-10	3.1398	0.79394	0.53393	0.84048
218.39	5.2360E-10	3.1398	0.79403	0.53393	0.84050
218.44	5.2360E-10	3.1398	0.79415	0.53392	0.84052
218.51	5.2360E-10	3.1398	0.79434	0.53391	0.84057
218.58	5.2360E-10	3.1398	0.79459	0.53390	0.84063
218.67	5.2360E-10	3.1398	0.79501	0.53387	0.84072
218.77	5.2360E-10	3.1398	0.79553	0.53384	0.84085
218.86	5.2360E-10	3.1398	0.79616	0.53380	0.84100
218.96	5.2360E-10	3.1398	0.79690	0.53376	0.84118
219.01	5.2360E-10	3.1398	0.79733	0.53373	0.84129
219.05	5.2360E-10	3.1398	0.79774	0.53371	0.84139
219.10	5.2360E-10	3.1398	0.79817	0.53368	0.84149
219.19	5.2360E-10	3.1398	0.79909	0.53362	0.84172
219.25	5.2360E-10	3.1398	0.79981	0.53358	0.84190
219.31	5.2360E-10	3.1398	0.80056	0.53353	0.84208
219.38	5.2360E-10	3.1398	0.80135	0.53348	0.84228
219.50	5.2360E-10	3.1398	0.80304	0.53338	0.84269
219.56	5.2360E-10	3.1398	0.80385	0.53333	0.84289
219.62	5.2360E-10	3.1398	0.80467	0.53327	0.84310
219.68	5.2360E-10	3.1398	0.80552	0.53322	0.84331
219.79	5.2360E-10	3.1398	0.80726	0.53311	0.84374
219.89	5.2360E-10	3.1398	0.80880	0.53302	0.84412
220.00	5.2360E-10	3.1398	0.81051	0.53291	0.84454
220.11	5.2360E-10	3.1398	0.81221	0.53281	0.84496
220.23	5.2360E-10	3.1398	0.81389	0.53270	0.84537
220.45	5.2360E-10	3.1398	0.81709	0.53251	0.84616
220.67	5.2360E-10	3.1398	0.81996	0.53233	0.84687
220.89	5.2360E-10	3.1398	0.82239	0.53218	0.84747
221.11	5.2360E-10	3.1398	0.82428	0.53206	0.84795
221.33	5.2360E-10	3.1398	0.82561	0.53198	0.84828
221.38	5.2360E-10	3.1398	0.82585	0.53196	0.84834
221.43	5.2360E-10	3.1398	0.82604	0.53195	0.84839
221.47	5.2360E-10	3.1398	0.82616	0.53195	0.84842
221.50	5.2360E-10	3.1398	0.82626	0.53194	0.84845
221.54	5.2360E-10	3.1398	0.82636	0.53193	0.84848
221.57	5.2360E-10	3.1398	0.82644	0.53193	0.84850
221.61	5.2360E-10	3.1398	0.82653	0.53192	0.84852
221.65	5.2360E-10	3.1398	0.82659	0.53192	0.84854
221.68	5.2360E-10	3.1398	0.82663	0.53191	0.84855
221.70	5.2360E-10	3.1398	0.82665	0.53191	0.84856
221.72	5.2360E-10	3.1398	0.82668	0.53191	0.84856
221.75	5.2360E-10	3.1398	0.82670	0.53191	0.84857
221.77	5.2360E-10	3.1398	0.82672	0.53191	0.84858
221.79	5.2360E-10	3.1398	0.82673	0.53191	0.84858
221.81	5.2360E-10	3.1398	0.82674	0.53190	0.84858
