% Model:              first_sketch_v06__sigmasweep_adaptivemesh_179.9CA.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jul 31 2021, 19:02
% Dimension:          2
% Nodes:              319
% Expressions:        6
% Description:        Entity index, r-coordinate, z-coordinate
% Length unit:        mm
% r                       z                        dom @ t=7                r (mm) @ t=7             z (mm) @ t=7             dom @ t=17               r (mm) @ t=17            z (mm) @ t=17
0.15789071768020457       0.20886274597917925      4                        0.15789071768020457      0.20886274597917925      4                        0.14854539928645003      0.2803138291494942
0.13296062564960678       0.20887536200121118      4                        0.13296062564960678      0.20887536200121118      4                        0.12508766830775864      0.28045529569687366
0.14127065764337388       0.20887150885914652      4                        0.14127065764337388      0.20887150885914652      4                        0.13290670243871605      0.2804115245348955
0.14958068834615657       0.2088673108647215       4                        0.14958068834615657      0.2088673108647215       4                        0.14072594092635357      0.28036441204440743
0.3490207304199387        0.20856344940398397      4                        0.3490207304199387       0.20856344940398397      4                        0.32849514646321726      0.2777178572986701
0.3573306906530271        0.2085351549173394       4                        0.3573306906530271       0.2085351549173394       4                        0.33632531128538223      0.2775119659412162
0.36564064144937203       0.20850467028398906      4                        0.36564064144937203      0.20850467028398906      4                        0.3441561030106753       0.27729465758608357
0.37395057998690096       0.20847182414362891      4                        0.37395057998690096      0.20847182414362891      4                        0.35198751806353573      0.27706531889776514
0.38226050350647184       0.20843643142567342      4                        0.38226050350647184      0.20843643142567342      4                        0.3598195483774757       0.27682330168659075
0.39057040930683773       0.2083982922474462       4                        0.39057040930683773      0.2083982922474462       4                        0.3676521807265238       0.276567920985495
0.3988802947349019        0.2083571907226373       4                        0.3988802947349019       0.2083571907226373       4                        0.3754853959710122       0.2762984530187316
0.4071901571698262        0.20831289367273442      4                        0.4071901571698262       0.20831289367273442      4                        0.38331916820284945      0.2760141330600032
0.4154999939992091        0.20826514923348002      4                        0.4154999939992091       0.20826514923348002      4                        0.3911534637249278       0.2757141531759379
0.42380980258528456       0.20821368534780996      4                        0.42380980258528456      0.20821368534780996      4                        0.3989882401310255       0.275397659841316
0.4321195802174789        0.2081582081359654       4                        0.4321195802174789       0.2081582081359654       4                        0.40682344494388445      0.27506375143867356
0.4404293240493478        0.20809840013278735      4                        0.4404293240493478       0.20809840013278735      4                        0.4146590143485089       0.27471147561994785
0.44873903101474966       0.2080339183813313       4                        0.44873903101474966      0.2080339183813313       4                        0.42249487168351757      0.27433982653537126
0.4570486977184379        0.2079643923711233       4                        0.4570486977184379       0.2079643923711233       4                        0.43033092583371435      0.2739477419202253
0.46535832029538854       0.20788942180838238      4                        0.46535832029538854      0.20788942180838238      4                        0.438167069378904        0.27353410004015705
0.4736678942312034        0.2078085742046259       4                        0.4736678942312034       0.2078085742046259       4                        0.4460031764600912       0.2730977164966745
0.48197741413464545       0.20772138226890083      4                        0.48197741413464545      0.20772138226890083      4                        0.45383910048688375      0.2726373408797215
0.4902868746685295        0.20762734107355132      4                        0.4902868746685295       0.20762734107355132      4                        0.4616746727425883       0.27215165319856993
0.4985962622691161        0.20752590509989383      4                        0.4985962622691161       0.20752590509989383      4                        0.46950969203890347      0.27163926072111994
0.5069055537463304        0.20741648498728726      4                        0.5069055537463304       0.20741648498728726      4                        0.4773439205448129       0.2710986943699647
0.5152147258073154        0.20729844386654928      4                        0.5152147258073154       0.20729844386654928      4                        0.48517708965969525      0.2705284042400499
0.5235237550577733        0.20717109349526316      4                        0.5235237550577733       0.20717109349526316      4                        0.4930088967194435       0.2699267554652239
0.5318326177466658        0.20703369007813852      4                        0.5318326177466658       0.20703369007813852      4                        0.500839001061934        0.26929202395451124
0.5401412894150358        0.20688542974450658      4                        0.5401412894150358       0.20688542974450658      4                        0.5086670194768435       0.26862239200775434
0.5484497444243771        0.20672544365501055      4                        0.5484497444243771       0.20672544365501055      4                        0.5164925213168752       0.26791594379748956
0.5567579553328905        0.20655279270762666      4                        0.5567579553328905       0.20655279270762666      4                        0.5243150231561288       0.26717066073750373
0.5650658924151413        0.20636646180324555      4                        0.5650658924151413       0.20636646180324555      4                        0.5321339828959498       0.266384416758891
0.5733735471043587        0.20616535303347092      4                        0.5733735471043587       0.20616535303347092      4                        0.5399488158023713       0.26555497106256487
0.58168084993997          0.20594828092693765      4                        0.58168084993997         0.20594828092693765      4                        0.5477588110581967       0.26467997138912347
0.589987695454829         0.20571396499693978      4                        0.589987695454829        0.20571396499693978      4                        0.5555631485407899       0.26375694784125997
0.5982939782161566        0.2054610211101437       4                        0.5982939782161566       0.2054610211101437       4                        0.5633609250579565       0.262783304723341
0.606599591912397         0.20518795299349632      4                        0.606599591912397        0.20518795299349632      4                        0.5711511452425156       0.26175631583947156
0.6149044280709504        0.20489314303410852      4                        0.6149044280709504       0.20489314303410852      4                        0.57893271177303         0.2606731198987946
0.6232083743088294        0.20457484231516723      4                        0.6232083743088294       0.20457484231516723      4                        0.5867044142782389       0.2595307161753631
0.63151131199179          0.20423115982828277      4                        0.63151131199179         0.20423115982828277      4                        0.5944649169966765       0.2583259605029389
0.6398131131529713        0.2038600508008263       4                        0.6398131131529713       0.2038600508008263       4                        0.6022127451246684       0.25705556171751137
0.648113631706012         0.20345930431620962      4                        0.648113631706012        0.20345930431620962      4                        0.6099462652144418       0.2557160794930271
0.6564126143974062        0.20302653432897808      4                        0.6564126143974062       0.20302653432897808      4                        0.6176635906296473       0.2543039370096045
0.6647097352181711        0.20255916451947334      4                        0.6647097352181711       0.20255916451947334      4                        0.6253626014189384       0.25281541652915174
0.6730046619369489        0.2020544092143411       4                        0.6730046619369489       0.2020544092143411       4                        0.6330409947396849       0.25124664757077136
0.6812970497132824        0.20150925604647496      4                        0.6812970497132824       0.20150925604647496      4                        0.6406962654778012       0.24959360708017309
0.6895865375601343        0.20092044685096072      4                        0.6895865375601343       0.20092044685096072      4                        0.648325690854493        0.2478521196183928
0.6978726381975086        0.20028446522351098      4                        0.6978726381975086       0.20028446522351098      4                        0.6559262167657691       0.24601788265610078
0.7061546698656418        0.199597522486311        4                        0.7061546698656418       0.199597522486311        4                        0.6634943876736201       0.2440864896045142
0.7144319214433862        0.19885552306609033      4                        0.7144319214433862       0.19885552306609033      4                        0.6710264889304299       0.24205340090057104
0.7227036529023451        0.1980540376225662       4                        0.7227036529023451       0.1980540376225662       4                        0.6785185398523494       0.23991394668632404
0.7309690842982987        0.1971882742989463       4                        0.7309690842982987       0.1971882742989463       4                        0.6859662812976706       0.23766333125875383
0.7392270974726242        0.19625308069761227      4                        0.7392270974726242       0.19625308069761227      4                        0.6933649077288266       0.23529672201796462
0.7474762210217846        0.19524292266474863      4                        0.7474762210217846       0.19524292266474863      4                        0.7007090653732353       0.23280927565793927
0.755714934087756         0.19415181853872712      4                        0.755714934087756        0.19415181853872712      4                        0.707993138465331        0.23019606149924152
0.7639416501949564        0.19297329878168834      4                        0.7639416501949564       0.19297329878168834      4                        0.7152112523657913       0.22745206118855138
0.7721545209759633        0.19170038923736002      4                        0.7721545209759633       0.19170038923736002      4                        0.7223571239563713       0.22457222859785958
0.7803510035847867        0.19032564325996987      4                        0.7803510035847867       0.19032564325996987      4                        0.7294237248786761       0.22155165088019377
0.7885283808206256        0.1888410246310284       4                        0.7885283808206256       0.1888410246310284       4                        0.7364037818119185       0.21838537175230982
0.7966834604682358        0.18723790895948608      4                        0.7966834604682358       0.18723790895948608      4                        0.743289566957919        0.21506848760230007
0.8048124107299323        0.1855070736489649       4                        0.8048124107299323       0.1855070736489649       4                        0.750072819411245        0.2115962062642885
0                         1.25                     5                        0                        1.25                     5                        0                        1.25
0.0986842105263158        1.25                     5                        0.0986842105263158       1.25                     5                        0.0986842105263158       1.25
0.1973684210526316        1.25                     5                        0.1973684210526316       1.25                     5                        0.1973684210526316       1.25
0.29605263157894735       1.25                     5                        0.29605263157894735      1.25                     5                        0.29605263157894735      1.25
0.39473684210526333       1.25                     5                        0.39473684210526333      1.25                     5                        0.39473684210526333      1.25
0.4934210526315792        1.25                     5                        0.4934210526315792       1.25                     5                        0.4934210526315792       1.25
0.5921052631578948        1.2499999999999998       5                        0.5921052631578948       1.2499999999999998       5                        0.5921052631578948       1.2499999999999998
0.6907894736842106        1.25                     5                        0.6907894736842106       1.25                     5                        0.6907894736842106       1.25
0.7894736842105265        1.25                     5                        0.7894736842105265       1.25                     5                        0.7894736842105265       1.25
0.8881578947368423        1.25                     5                        0.8881578947368423       1.25                     5                        0.8881578947368423       1.25
0.9868421052631577        1.25                     5                        0.9868421052631577       1.25                     5                        0.9868421052631577       1.25
1.677631578947368         1.25                     5                        1.677631578947368        1.25                     5                        1.677631578947368        1.25
1.776315789473683         1.2500000000000002       5                        1.776315789473683        1.2500000000000002       5                        1.776315789473683        1.2500000000000002
1.875                     1.25                     5                        1.875                    1.25                     5                        1.875                    1.25
1.0855263157894735        1.2500000000000002       5                        1.0855263157894735       1.2500000000000002       5                        1.0855263157894735       1.2500000000000002
1.1842105263157894        1.25                     5                        1.1842105263157894       1.25                     5                        1.1842105263157894       1.25
1.282894736842105         1.25                     5                        1.282894736842105        1.25                     5                        1.282894736842105        1.25
1.3815789473684208        1.25                     5                        1.3815789473684208       1.25                     5                        1.3815789473684208       1.25
1.4802631578947365        1.25                     5                        1.4802631578947365       1.25                     5                        1.4802631578947365       1.25
1.5789473684210515        1.2500000000000002       5                        1.5789473684210515       1.2500000000000002       5                        1.5789473684210515       1.2500000000000002
0.909180370950225         1.4485261714738612E-4    6                        0.909180370950225        1.4485261714738612E-4    6                        0.783208736335067        1.5232274910677957E-4
0.9055174287530048        0                        6                        0.9055174287530048       0                        6                        0.7789446845225645       0
0.911877297583635         4.2858816036823164E-4    6                        0.911877297583635        4.2858816036823164E-4    6                        0.787402714475556        5.824438153702465E-4
0.914162663365656         7.88115744889398E-4      6                        0.914162663365656        7.88115744889398E-4      6                        0.7907178814302586       0.001121579681990526
0.9163141045365488        0.001228259524443497     6                        0.9163141045365488       0.001228259524443497     6                        0.7935937425740864       0.001734488445487983
0.9186164480435324        0.0018111506930951345    6                        0.9186164480435324       0.0018111506930951345    6                        0.7965019567907174       0.0024948758174690145
0.9210899216971238        0.002570366552469074     6                        0.9210899216971238       0.002570366552469074     6                        0.7994974145918899       0.003430398744947137
0.923750869136792         0.003547531399962444     6                        0.923750869136792        0.003547531399962444     6                        0.8026503428556205       0.004588600234427164
0.9266242687989047        0.0048000288626002564    6                        0.9266242687989047       0.0048000288626002564    6                        0.8060279471929814       0.006036599029142173
0.9297062593812975        0.006388302876931882     6                        0.9297062593812975       0.006388302876931882     6                        0.8096183349394779       0.0078259341227614
0.9329785904190341        0.00837955130612617      6                        0.9329785904190341       0.00837955130612617      6                        0.8134036557842845       0.010014402961476388
0.9364162703094056        0.010853822543899641     6                        0.9364162703094056       0.010853822543899641     6                        0.8173673043863052       0.012672913171758502
0.9399729876988948        0.01389742627307711      6                        0.9399729876988948       0.01389742627307711      6                        0.8214665526839264       0.01586987978835713
0.9471530281577771        0.022076897433287057     6                        0.9471530281577771       0.022076897433287057     6                        0.8298352049760573       0.02417143267419603
0.9435828033477572        0.017605274458386142     6                        0.9435828033477572       0.017605274458386142     6                        0.8256470799841773       0.019678735740543175
0.9505576586095725        0.027409561657153865     6                        0.9505576586095725       0.027409561657153865     6                        0.8339382778414858       0.029416364412284127
0.9561818409872073        0.040996386897537464     6                        0.9561818409872073       0.040996386897537464     6                        0.8414297017956172       0.04241682015083814
0.9536343794757765        0.03369219112222594      6                        0.9536343794757765       0.03369219112222594      6                        0.8378460010447587       0.03547819606647268
0.9091962856926706        0                        7                        0.9091962856926706       0                        7                        0.7832776115462856       0
0.9055174287530048        0                        7                        0.9055174287530048       0                        7                        0.7789446845225645       0
0.9119320275201799        0                        7                        0.9119320275201799       0                        7                        0.7875253059515723       0
0.9142971136480726        0                        7                        0.9142971136480726       0                        7                        0.7908634032351536       0
0.9164567240007989        0                        7                        0.9164567240007989       0                        7                        0.7937015710536818       0
0.9187373646264081        0                        7                        0.9187373646264081       0                        7                        0.7965336201002181       0
0.9212265081450443        0                        7                        0.9212265081450443       0                        7                        0.799515528980178        0
0.9239727212145703        0                        7                        0.9239727212145703       0                        7                        0.8027433699045422       0
0.9270193014993743        0                        7                        0.9270193014993743       0                        7                        0.8062989870421475       0
0.9303896134055292        0                        7                        0.9303896134055292       0                        7                        0.8102362783210891       0
0.9341109347982073        0                        7                        0.9341109347982073       0                        7                        0.8146138808845765       0
0.9382205172380962        0                        7                        0.9382205172380962       0                        7                        0.819500412073896        0
0.9427590193271613        0                        7                        0.9427590193271613       0                        7                        0.8249674169550326       0
0.9477714187716371        0                        7                        0.9477714187716371       0                        7                        0.8310884834627107       0
0.9533079258704897        0                        7                        0.9533079258704897       0                        7                        0.8379360733574583       0
0.9594234774908008        0                        7                        0.9594234774908008       0                        7                        0.8455791788756007       0
0.9661796392860336        0                        7                        0.9661796392860336       0                        7                        0.854085914138433        0
0.9736435645903193        0                        7                        0.9736435645903193       0                        7                        0.8635245429662246       0
0.9818903976143345        0                        7                        0.9818903976143345       0                        7                        0.8739685331973398       0
0.9910023024022186        0                        7                        0.9910023024022186       0                        7                        0.8854964295085344       0
1.875                     0                        7                        1.875                    0                        7                        1.875                    0
1.8000923525760855        0                        7                        1.8000923525760855       0                        7                        1.7949828928244282       0
1.001070758007679         0                        7                        1.001070758007679        0                        7                        0.8981952050320993       0
1.7323105200831732        0                        7                        1.7323105200831732       0                        7                        1.7223154886751966       0
1.012196428315613         0                        7                        1.012196428315613        0                        7                        0.9121600487989105       0
1.6709765287867284        0                        7                        1.6709765287867284       0                        7                        1.6563366176752738       0
1.024490553453903         0                        7                        1.024490553453903        0                        7                        0.9274960753799483       0
1.6154772332049425        0                        7                        1.6154772332049425       0                        7                        1.596427723734128        0
1.0380416544378714        0                        7                        1.0380416544378714       0                        7                        0.9442771484959431       0
1.5652581117124427        0                        7                        1.5652581117124427       0                        7                        1.542023199316571        0
1.0528826509457967        0                        7                        1.0528826509457967       0                        7                        0.9625073216924032       0
1.5198159757456575        0                        7                        1.5198159757456575       0                        7                        1.4926082581583389       0
1.0687967786193797        0                        7                        1.0687967786193797       0                        7                        0.9818891973109873       0
1.4786967565100042        0                        7                        1.4786967565100042       0                        7                        1.4477185228628042       0
1.0854940958293735        0                        7                        1.0854940958293735       0                        7                        1.0020501134319542       0
1.4414895650254673        0                        7                        1.4414895650254673       0                        7                        1.406934558085789        0
1.1027521638112416        0                        7                        1.1027521638112416       0                        7                        1.022713274654884        0
1.407821343106414         0                        7                        1.407821343106414        0                        7                        1.3698760477596514       0
1.120495173732869         0                        7                        1.120495173732869        0                        7                        1.043786459931391        0
1.377356661972032         0                        7                        1.377356661972032        0                        7                        1.3362016518990247       0
1.1390878741343584        0                        7                        1.1390878741343584       0                        7                        1.065698944061157        0
1.349789547528952         0                        7                        1.349789547528952        0                        7                        1.3055999559841347       0
1.158768035883776         0                        7                        1.158768035883776        0                        7                        1.0887204778209578       0
1.324845342394428         0                        7                        1.324845342394428        0                        7                        1.277791537271943        0
1.1783774417101005        0                        7                        1.1783774417101005       0                        7                        1.1114987793214641       0
1.3022431214054835        0                        7                        1.3022431214054835       0                        7                        1.2524869422045926       0
1.1978695756870763        0                        7                        1.1978695756870763       0                        7                        1.1339964960562443       0
1.2805961227847464        0                        7                        1.2805961227847464       0                        7                        1.2281470686822085       0
1.2178383065050125        0                        7                        1.2178383065050125       0                        7                        1.1569083584213868       0
1.259248711571769         0                        7                        1.259248711571769        0                        7                        1.2040342344936528       0
1.2383070331390909        0                        7                        1.2383070331390909       0                        7                        1.1802636935947268       0
0.9459172510626342        0.10358166789177647      8                        0.9459172510626342       0.10358166789177647      8                        0.8465497032537701       0.1025004344846291
