% Model:              first_sketch_v06__sigmasweep_adaptivemesh.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jul 23 2021, 18:52
% Dimension:          2
% Nodes:              325
% Expressions:        12
% Description:        Entity index, r-coordinate, z-coordinate
% Length unit:        mm
% r                       z                        dom @ t=67               r (mm) @ t=67            z (mm) @ t=67            dom @ t=77               r (mm) @ t=77            z (mm) @ t=77            dom @ t=87               r (mm) @ t=87            z (mm) @ t=87            dom @ t=97               r (mm) @ t=97            z (mm) @ t=97
0.4508185258153696        0.4537050069112359       4                        0.4508185258153696       0.4537050069112359       4                        0.4510031955837446       0.47352148178304276      4                        0.45172886257259937      0.4903342427534579       4                        0.45282840968941873      0.5046798260725611
0.45796420861478365       0.4493465565882379       4                        0.45796420861478365      0.4493465565882379       4                        0.45792818430662274      0.4686357533842209       4                        0.4584597954747144       0.48497613465452505      4                        0.4593861460356357       0.4988934701695559
0.46504232020807884       0.4448794959311805       4                        0.46504232020807884      0.4448794959311805       4                        0.4647730187553151       0.4636392323981852       4                        0.46509897127949856      0.47950584695029297      4                        0.46584123491103907      0.49299409336732536
0.4720496304013125        0.440302608778575        4                        0.4720496304013125       0.440302608778575        4                        0.4715342927101979       0.45853125796561506      4                        0.47164283835574006      0.47392324406530856      4                        0.47219000484190804      0.4869820625077731
0.47898274024929754       0.43561474606857054      4                        0.47898274024929754      0.43561474606857054      4                        0.47820845046223126      0.45331126086052304      4                        0.4780877151842122       0.46822830284068756      4                        0.478428675123491        0.4808578742406647
0.4858382341094458        0.43081472596611564      4                        0.4858382341094458       0.43081472596611564      4                        0.4847919348689916       0.4479786514122458       4                        0.4844299349255441       0.46242098928923675      4                        0.48455349719873275      0.47462202140395704
0.4926126705802525        0.42590133006582404      4                        0.4926126705802525       0.42590133006582404      4                        0.49128117921084036      0.44253281517337395      4                        0.4906658380727087       0.45650125354142984      4                        0.49056074789823934      0.4682749870703935
0.49930237075830197       0.420873453984216        4                        0.49930237075830197      0.420873453984216        4                        0.4976724054478682       0.4369732792834917       4                        0.49679157961117104      0.45046920996079626      4                        0.49644654451012027      0.4618174368057423
0.5059033163254726        0.4157302042790484       4                        0.5059033163254726       0.4157302042790484       4                        0.5039615305154334       0.4312998169682433       4                        0.5028030425869512       0.444325247979346        4                        0.5022067647413611       0.4552503349029441
0.5124114538020488        0.4104706808470679       4                        0.5124114538020488       0.4104706808470679       4                        0.5101444595564983       0.4255122048336428       4                        0.5086961215245799       0.4380697666753104       4                        0.5078373210772199       0.4485746582035979
0.5188227136200124        0.4050939502298968       4                        0.5188227136200124       0.4050939502298968       4                        0.5162171045773147       0.4196101927610944       4                        0.5144667405832094       0.43170314133088983      4                        0.5133341781821767       0.4417913594747755
