% Model:              first_sketch_v06__sigmasweep_adaptivemesh.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jul 23 2021, 18:52
% Dimension:          2
% Nodes:              325
% Expressions:        12
% Description:        Entity index, r-coordinate, z-coordinate
% Length unit:        mm
% r                       z                        dom @ t=67               r (mm) @ t=67            z (mm) @ t=67            dom @ t=77               r (mm) @ t=77            z (mm) @ t=77            dom @ t=87               r (mm) @ t=87            z (mm) @ t=87            dom @ t=97               r (mm) @ t=97            z (mm) @ t=97
0.5251329118806414        0.399599116636069        4                        0.5251329118806414       0.399599116636069        4                        0.5221752919311444       0.41359358103453575      4                        0.5201107660033761       0.4252258056200478       4                        0.5186932695188249       0.434901453966959
0.5313374075480707        0.39398563534696224      4                        0.5313374075480707       0.39398563534696224      4                        0.5280144416382725       0.4074625605539692       4                        0.525623705014113        0.41863861502587635      4                        0.5239102136754855       0.4279064033828996
0.5374314303379816        0.3882530571037878       4                        0.5374314303379816       0.3882530571037878       4                        0.5337298812720065       0.4012174285668021       4                        0.5310010070199749       0.41194253673289266      4                        0.5289806036628704       0.42080778238458305
0.5434102058425748        0.3824009073810491       4                        0.5434102058425748       0.3824009073810491       4                        0.5393169644955863       0.39485845487777455      4                        0.5362381759625634       0.40513850393555195      4                        0.5339001132269474       0.41360712218150814
0.5492689244661634        0.3764286963219752       4                        0.5492689244661634       0.3764286963219752       4                        0.5447710416452605       0.3883858913785406       4                        0.5413307420248604       0.3982274246665507       4                        0.5386644691032195       0.4063059187207576
0.5550023775995873        0.37033629220602         4                        0.5550023775995873       0.37033629220602         4                        0.5500871226511691       0.38180037370419634      4                        0.5462739480575733       0.39121060771108895      4                        0.5432691583092109       0.39890608011956813
0.5606050246357944        0.3641239050134508       4                        0.5606050246357944       0.3641239050134508       4                        0.555259945122168        0.3751028965634655       4                        0.5510628181498732       0.38408973013167563      4                        0.5477094966550229       0.391409887106717
0.5660713282500766        0.35779174292978494      4                        0.5660713282500766       0.35779174292978494      4                        0.5602842872835845       0.36829443795784783      4                        0.5556924500545206       0.37686643283806803      4                        0.5519809020264077       0.38381956317248994
0.5713957467970839        0.3513399931970687       4                        0.5713957467970839       0.3513399931970687       4                        0.5651549594483135       0.36137593650752825      4                        0.5601580052133784       0.3695422946131157       4                        0.5560788825867502       0.376137245850202
0.5765724269200574        0.3447691864242389       4                        0.5765724269200574       0.3447691864242389       4                        0.5698665228027971       0.35434867851053703      4                        0.5644544502360774       0.3621192386773007       4                        0.5599987983508576       0.3683654106439449
0.5815952182245498        0.33808022995659154      4                        0.5815952182245498       0.33808022995659154      4                        0.5744133073092847       0.34721432608603403      4                        0.5685765769041087       0.35459955593620524      4                        0.56373588259231         0.3605068900080166
0.5864579344014736        0.331274093015839        4                        0.5864579344014736       0.331274093015839        4                        0.5787896506559557       0.33997457470618464      4                        0.5725192204864369       0.3469855384442656       4                        0.5672854409709681       0.3525644858014509
0.5911541227615286        0.3243521285613631       4                        0.5911541227615286       0.3243521285613631       4                        0.5829896903988065       0.33263149058021996      4                        0.5762770711444755       0.33927983021247654      4                        0.570642679965834        0.34454133214352906
0.5956772512915027        0.3173158347219816       4                        0.5956772512915027       0.3173158347219816       4                        0.5870075333114508       0.32518725028200546      4                        0.5798448265362186       0.3314851481238188       4                        0.5738028439015471       0.3364406001775499
0.6219073754435278        0.2650599611452333       4                        0.6219073754435278       0.2650599611452333       4                        0.6095109342172451       0.2704936037659984       4                        0.5990356943898871       0.2747166706204785       4                        0.5899987163580158       0.277879341161459
0.6247907516999494        0.25720541470066766      4                        0.6247907516999494       0.25720541470066766      4                        0.6118458682093223       0.2623558656247982       4                        0.6008838982967399       0.26634033727289463      4                        0.5914073446824798       0.2692998126919864
0.6000205421184712        0.31016712500674787      4                        0.6000205421184712       0.31016712500674787      4                        0.5908371070068338       0.3176444205754755       4                        0.5832170586331726       0.3236045703246962       4                        0.5767610951864017       0.3282657942789185
0.6041771203423851        0.30290812882611556      4                        0.6041771203423851       0.30290812882611556      4                        0.5944722927208099       0.31000574001253484      4                        0.5863883312092106       0.3156413020129171       4                        0.579512617657666        0.3200205043878315
0.6187929723846964        0.2728251789374978       4                        0.6187929723846964       0.2728251789374978       4                        0.6069429788985302       0.2785589477539306       4                        0.5969528166074313       0.28303548847584276      4                        0.5883540006864026       0.28641490210330467
0.6081399169617272        0.29554137893460325      4                        0.6081399169617272       0.29554137893460325      4                        0.597906839348987        0.30227430948411876      4                        0.5893531227857186       0.307598869329925        4                        0.5820525473689515       0.3117086032274567
0.6154552462318169        0.2804964397268811       4                        0.6154552462318169       0.2804964397268811       4                        0.6041486343223166       0.28654702332856463      4                        0.5946409926595225       0.2912917802364736       4                        0.5864781357995171       0.29490139192384557
0.6119017333155917        0.2880697415754302       4                        0.6119017333155917       0.2880697415754302       4                        0.6011344198382841       0.2944535107675606       4                        0.5921058749108759       0.2994810289025317       4                        0.5843760133794698       0.303334148490094
0                         1.25                     5                        0                        1.25                     5                        0                        1.25                     5                        0                        1.25                     5                        0                        1.25
0.07618952202521694       1.2500000000000002       5                        0.07618952202521694      1.2500000000000002       5                        0.07618952202521694      1.2500000000000002       5                        0.07618952202521694      1.2500000000000002       5                        0.07618952202521694      1.2500000000000002
0.15515624319077184       1.2500000000000002       5                        0.15515624319077184      1.2500000000000002       5                        0.15515624319077184      1.2500000000000002       5                        0.15515624319077184      1.2500000000000002       5                        0.15515624319077184      1.2500000000000002
0.23772096401389162       1.2499999999999996       5                        0.23772096401389162      1.2499999999999996       5                        0.23772096401389162      1.2499999999999996       5                        0.23772096401389162      1.2499999999999996       5                        0.23772096401389162      1.2499999999999996
0.3222328047002106        1.2499999999999996       5                        0.3222328047002106       1.2499999999999996       5                        0.3222328047002106       1.2499999999999996       5                        0.3222328047002106       1.2499999999999996       5                        0.3222328047002106       1.2499999999999996
0.40281499776866586       1.2500000000000002       5                        0.40281499776866586      1.2500000000000002       5                        0.40281499776866586      1.2500000000000002       5                        0.40281499776866586      1.2500000000000002       5                        0.40281499776866586      1.2500000000000002
0.4830884717054767        1.2500000000000002       5                        0.4830884717054767       1.2500000000000002       5                        0.4830884717054767       1.2500000000000002       5                        0.4830884717054767       1.2500000000000002       5                        0.4830884717054767       1.2500000000000002
0.5647755626546502        1.2500000000000002       5                        0.5647755626546502       1.2500000000000002       5                        0.5647755626546502       1.2500000000000002       5                        0.5647755626546502       1.2500000000000002       5                        0.5647755626546502       1.2500000000000002
0.648373077266081         1.2499999999999996       5                        0.648373077266081        1.2499999999999996       5                        0.648373077266081        1.2499999999999996       5                        0.648373077266081        1.2499999999999996       5                        0.648373077266081        1.2499999999999996
0.7341505755631906        1.2499999999999996       5                        0.7341505755631906       1.2499999999999996       5                        0.7341505755631906       1.2499999999999996       5                        0.7341505755631906       1.2499999999999996       5                        0.7341505755631906       1.2499999999999996
0.822068848900792         1.2500000000000002       5                        0.822068848900792        1.2500000000000002       5                        0.822068848900792        1.2500000000000002       5                        0.822068848900792        1.2500000000000002       5                        0.822068848900792        1.2500000000000002
0.9124287702027462        1.2499999999999996       5                        0.9124287702027462       1.2499999999999996       5                        0.9124287702027462       1.2499999999999996       5                        0.9124287702027462       1.2499999999999996       5                        0.9124287702027462       1.2499999999999996
1.0053471453246503        1.25                     5                        1.0053471453246503       1.25                     5                        1.0053471453246503       1.25                     5                        1.0053471453246503       1.25                     5                        1.0053471453246503       1.25
1.1010118865675165        1.25                     5                        1.1010118865675165       1.25                     5                        1.1010118865675165       1.25                     5                        1.1010118865675165       1.25                     5                        1.1010118865675165       1.25
1.1976831282235616        1.2500000000000002       5                        1.1976831282235616       1.2500000000000002       5                        1.1976831282235616       1.2500000000000002       5                        1.1976831282235616       1.2500000000000002       5                        1.1976831282235616       1.2500000000000002
1.2944426813344816        1.2499999999999996       5                        1.2944426813344816       1.2499999999999996       5                        1.2944426813344816       1.2499999999999996       5                        1.2944426813344816       1.2499999999999996       5                        1.2944426813344816       1.2499999999999996
1.3912022344454003        1.2500000000000002       5                        1.3912022344454003       1.2500000000000002       5                        1.3912022344454003       1.2500000000000002       5                        1.3912022344454003       1.2500000000000002       5                        1.3912022344454003       1.2500000000000002
1.48796178755632          1.25                     5                        1.48796178755632         1.25                     5                        1.48796178755632         1.25                     5                        1.48796178755632         1.25                     5                        1.48796178755632         1.25
1.5847213406672385        1.2500000000000002       5                        1.5847213406672385       1.2500000000000002       5                        1.5847213406672385       1.2500000000000002       5                        1.5847213406672385       1.2500000000000002       5                        1.5847213406672385       1.2500000000000002
1.6814808937781598        1.2500000000000002       5                        1.6814808937781598       1.2500000000000002       5                        1.6814808937781598       1.2500000000000002       5                        1.6814808937781598       1.2500000000000002       5                        1.6814808937781598       1.2500000000000002
1.7782404468890787        1.25                     5                        1.7782404468890787       1.25                     5                        1.7782404468890787       1.25                     5                        1.7782404468890787       1.25                     5                        1.7782404468890787       1.25
1.875                     1.25                     5                        1.875                    1.25                     5                        1.875                    1.25                     5                        1.875                    1.25                     5                        1.875                    1.25
0.4964345531215187        1.243551593660973E-4     6                        0.4964345531215187       1.243551593660973E-4     6                        0.4654877985442125       1.5881780742148713E-4    6                        0.43834563628292916      1.8438133215470108E-4    6                        0.4143127611499737       2.0497842841704904E-4
0.49371486373061974       0                        6                        0.49371486373061974      0                        6                        0.4621290420627996       0                        6                        0.4345148035682372       0                        6                        0.4100996047803872       0
0.49853215775619264       2.6033201910513414E-4    6                        0.49853215775619264      2.6033201910513414E-4    6                        0.46800546067248094      3.32176807355687E-4      6                        0.4412234039711179       3.8922401487558267E-4    6                        0.41753130613470163      4.391713279040152E-4
0.5003108757641299        4.029412671946865E-4     6                        0.5003108757641299       4.029412671946865E-4     6                        0.4700584945483155       5.079254168681258E-4     6                        0.44350098667176274      5.915830808499772E-4     6                        0.42001364809255276      6.655548292522262E-4
0.5018692146461061        5.484670935154113E-4     6                        0.5018692146461061       5.484670935154113E-4     6                        0.47182453778711136      6.838011027666413E-4     6                        0.4454362171173502       7.91430434240287E-4      6                        0.42210077389780537      8.866803170235179E-4
0.5032514045855812        6.936347492143546E-4     6                        0.5032514045855812       6.936347492143546E-4     6                        0.47337311622277456      8.568123604988642E-4     6                        0.44712137661747564      9.863274560403628E-4     6                        0.4239079278929182       0.0011008419430719996
0.5045573301480583        8.446984184114167E-4     6                        0.5045573301480583       8.446984184114167E-4     6                        0.4748238492502855       0.0010348279874679042    6                        0.4486922960268789       0.0011855142380536798    6                        0.4255859517381333       0.0013185584578899127
0.5059714057271041        0.0010235214477975405    6                        0.5059714057271041       0.0010235214477975405    6                        0.4763835214751204       0.0012434194567139693    6                        0.4503743340368054       0.0014175213460667594    6                        0.42737691922326626      0.0015709659408232749
0.5075121734174863        0.0012364381142047822    6                        0.5075121734174863       0.0012364381142047822    6                        0.47807162879905046      0.00148930412203971      6                        0.45218803699302357      0.0016894125184683966    6                        0.42930239642638407      0.001865422073339274
0.5091925361186475        0.0014901688973936       6                        0.5091925361186475       0.0014901688973936       6                        0.4799013654403996       0.0017794735080314873    6                        0.4541469914369321       0.0020084343610025698    6                        0.4313763865654015       0.0022093849040061455
0.5110263293701023        0.0017927547791727384    6                        0.5110263293701023       0.0017927547791727384    6                        0.4818867557893203       0.002122227110680413     6                        0.4562654968688072       0.002383134877404264     6                        0.4336134863223188       0.0026116044424020803
0.5130277614337224        0.002153697310914767     6                        0.5130277614337224       0.002153697310914767     6                        0.4840422908866332       0.0025273316209897235    6                        0.45855828920516833      0.002823525927716392     6                        0.43602869326762717      0.0030822892584081536
0.5152212739135833        0.002586231163303405     6                        0.5152212739135833       0.002586231163303405     6                        0.48639337553125933      0.003008489388833268     6                        0.46105158093087806      0.0033437124445838827    6                        0.43864896049683905      0.0036358685803543123
0.5176298518324723        0.0031059273798539106    6                        0.5176298518324723       0.0031059273798539106    6                        0.48896373079686206      0.003581687884760705     6                        0.46376964993829406      0.003960034789854263     6                        0.4414990643127569       0.00428895479116733
0.5202742051626181        0.0037308217675275333    6                        0.5202742051626181       0.0037308217675275333    6                        0.49177468437042726      0.00426531733946685      6                        0.4667341933490905       0.004691168153887193     6                        0.4446010039047088       0.005060423277794749
0.5231719000551166        0.004481456681318056     6                        0.5231719000551166       0.004481456681318056     6                        0.4948442817620995       0.0050801763530029884    6                        0.4699634544044867       0.005558098714794836     6                        0.4479731464032663       0.0059713614535201005
0.5263502856830766        0.005384910658648789     6                        0.5263502856830766       0.005384910658648789     6                        0.4982010704106406       0.00605380250316655      6                        0.47348678790840526      0.006588688449183738     6                        0.4516454869148153       0.007049825657550982
0.5298315584679185        0.006471991287033659     6                        0.5298315584679185       0.006471991287033659     6                        0.501868260788717        0.007217329296640596     6                        0.4773280071937844       0.007814254680026151     6                        0.45564227229286114      0.008327180072971866
0.533639442358117         0.007779902435854979     6                        0.533639442358117        0.007779902435854979     6                        0.505870895949649        0.00860831628523906      6                        0.48151300356862137      0.009272520197438638     6                        0.459990023387946        0.009841140316691695
0.5377989836883829        0.00935364891536282      6                        0.5377989836883829       0.00935364891536282      6                        0.5102355429521335       0.010272106961566255     6                        0.4860694244328244       0.011008943487501349     6                        0.46471721919988696      0.011637074751229212
0.5423324799821354        0.011246150589064498     6                        0.5423324799821354       0.011246150589064498     6                        0.5149862066304637       0.012261895884729774     6                        0.4910224786474028       0.013076705738409909     6                        0.4698499887458269       0.013767906162625534
0.5472605928150729        0.01352036483116583      6                        0.5472605928150729       0.01352036483116583      6                        0.5201454245358682       0.01464080528454982      6                        0.4963961243668982       0.015538766676284222     6                        0.47541340499402224      0.016296141637872824
0.5526011685044037        0.016251081986737533     6                        0.5526011685044037       0.016251081986737533     6                        0.5257332671024836       0.017483691617735626     6                        0.5022121635207251       0.01846963639350502      6                        0.4814306457666125       0.019295587362156898
0.5583646380090451        0.01952522766966599      6                        0.5583646380090451       0.01952522766966599      6                        0.5317623850746858       0.020877170509882314     6                        0.5084851506108168       0.02195523936698793      6                        0.4879178504506711       0.022851091381623514
0.5645527839842013        0.02344388359633837      6                        0.5645527839842013       0.02344388359633837      6                        0.5382372469016788       0.024921716622381917     6                        0.5152219214060848       0.026095018547553667     6                        0.49488390028736623      0.02706063296200732
0.5711314751398906        0.028105682743664324     6                        0.5711314751398906       0.028105682743664324     6                        0.5451257962375085       0.02971444483123028      6                        0.5223924179713895       0.030984342488689223     6                        0.5023006214332243       0.03201752227814509
0.5778055508703185        0.03341016217296167      6                        0.5778055508703185       0.03341016217296167      6                        0.5521232743650265       0.035148083043993604     6                        0.5296835750752799       0.03651053952271366      6                        0.5098481074605736       0.037604732618380335
0.5959362509160104        0.05139167880439295      6                        0.5959362509160104       0.05139167880439295      6                        0.5712206044089051       0.05345781655274203      6                        0.549660064789354        0.05504153481860643      6                        0.530596321621303        0.05626106717731809
0.5902226017432907        0.045079801499787756     6                        0.5902226017432907       0.045079801499787756     6                        0.5651833456448323       0.047046415017380765     6                        0.5433278915470485       0.048565280365343036     6                        0.5240041140651068       0.04975170689770067
0.5841753893377245        0.03907778406112947      6                        0.5841753893377245       0.03907778406112947      6                        0.5588146242123129       0.04093506526106064      6                        0.5366668431718725       0.042380406503249465     6                        0.5170865835320039       0.04352542374586692
0.49642286132514624       0                        7                        0.49642286132514624      0                        7                        0.465479094424708        0                        7                        0.4383419061032904       0                        7                        0.41431545882010984      0
0.49371486373061974       0                        7                        0.49371486373061974      0                        7                        0.4621290420627996       0                        7                        0.4345148035682372       0                        7                        0.4100996047803872       0
0.4985234865718881        0                        7                        0.4985234865718881       0                        7                        0.46799560544547736      0                        7                        0.44121327538303345      0                        7                        0.41752155346201497      0
0.5003191772314592        0                        7                        0.5003191772314592       0                        7                        0.4700654227729914       0                        7                        0.443506952954831        0                        7                        0.42001840728118495      0
0.5019068486661485        0                        7                        0.5019068486661485       0                        7                        0.471862519565127        0                        7                        0.4454749776104811       0                        7                        0.42213977935316066      0
0.5033275985480445        0                        7                        0.5033275985480445       0                        7                        0.4734519427701509       0                        7                        0.4472033930603759       0                        7                        0.4239923539478377       0
0.5046230971333769        0                        7                        0.5046230971333769       0                        7                        0.4748888172977433       0                        7                        0.4487582134438051       0                        7                        0.42565232635707534      0
0.5059894099944567        0                        7                        0.5059894099944567       0                        7                        0.4763933864991531       0                        7                        0.4503796825599379       0                        7                        0.42737794974552196      0
0.5074856618275383        0                        7                        0.5074856618275383       0                        7                        0.4780300705040978       0                        7                        0.4521368791862904       0                        7                        0.42924253155348324      0
0.5091260206035101        0                        7                        0.5091260206035101       0                        7                        0.4798131557250432       0                        7                        0.45404437176493306      0                        7                        0.43126097912111816      0
0.510925878995953         0                        7                        0.510925878995953        0                        7                        0.48175799735169483      0                        7                        0.4561176278313124       0                        7                        0.4334489123212202       0
0.5129026128732699        0                        7                        0.5129026128732699       0                        7                        0.4838821743017952       0                        7                        0.4583744191730588       0                        7                        0.43582434182835844      0
0.5150769398022662        0                        7                        0.5150769398022662       0                        7                        0.4862066237274527       0                        7                        0.4608358455934917       0                        7                        0.4384085439171879       0
0.517470866545678         0                        7                        0.517470866545678        0                        7                        0.4887537039090777       0                        7                        0.46352440572597836      0                        7                        0.44122414810645993      0
0.5201052920478955        0                        7                        0.5201052920478955       0                        7                        0.4915443772042389       0                        7                        0.4664609265016777       0                        7                        0.44429182680506263      0
0.5230060433443469        0                        7                        0.5230060433443469       0                        7                        0.49460506954839284      0                        7                        0.46967200731681785      0                        7                        0.4476382577617422       0
0.5262033689912354        0                        7                        0.5262033689912354       0                        7                        0.4979667926519745       0                        7                        0.4731889569220172       0                        7                        0.4512948926580002       0
0.5297301627131705        0                        7                        0.5297301627131705       0                        7                        0.5016638172800516       0                        7                        0.4770467085865817       0                        7                        0.4552970628475417       0
0.5336184048272693        0                        7                        0.5336184048272693       0                        7                        0.505728793219305        0                        7                        0.4812782269178198       0                        7                        0.45967785531949923      0
0.5379084232878255        0                        7                        0.5379084232878255       0                        7                        0.5102042738056168       0                        7                        0.4859275007943501       0                        7                        0.4644823269237403       0
0.5426451029550403        0                        7                        0.5426451029550403       0                        7                        0.5151373179802877       0                        7                        0.4910432817573441       0                        7                        0.46976063450399563      0
0.547872469874035         0                        7                        0.547872469874035        0                        7                        0.5205745391763154       0                        7                        0.49667440162119453      0                        7                        0.475563629218819        0
0.5536466463801886        0                        7                        0.5536466463801886       0                        7                        0.5265754708643828       0                        7                        0.5028836145726371       0                        7                        0.4819572237462975       0
0.5600235264138085        0                        7                        0.5600235264138085       0                        7                        0.5331997094576113       0                        7                        0.5097342590824682       0                        7                        0.48900867954654315      0
0.5670683252816598        0                        7                        0.5670683252816598       0                        7                        0.5405167141496074       0                        7                        0.517300226585964        0                        7                        0.4967966808847859       0
0.5748523812486108        0                        7                        0.5748523812486108       0                        7                        0.5486027617424035       0                        7                        0.5256628768129737       0                        7                        0.5054080091442799       0
0.5834537439847954        0                        7                        0.5834537439847954       0                        7                        0.5575406690189116       0                        7                        0.5349098188771458       0                        7                        0.5149352474024412       0
0.5929593259372576        0                        7                        0.5929593259372576       0                        7                        0.567422687122704        0                        7                        0.5451382682395168       0                        7                        0.525480281151854        0
0.603465454851053         0                        7                        0.603465454851053        0                        7                        0.5783503373033698       0                        7                        0.5564541440619548       0                        7                        0.5371526642073603       0
0.6150751711802865        0                        7                        0.6150751711802865       0                        7                        0.5904314796734553       0                        7                        0.5689689153359924       0                        7                        0.5500663240745627       0
0.6278712089831703        0                        7                        0.6278712089831703       0                        7                        0.603751924221099        0                        7                        0.5827700322561579       0                        7                        0.5643090496673568       0
0.6418879396730028        0                        7                        0.6418879396730028       0                        7                        0.618345860233391        0                        7                        0.597890144603683        0                        7                        0.5799107871119984       0
0.6568629654540615        0                        7                        0.6568629654540615       0                        7                        0.6339370872892832       0                        7                        0.6140392401898366       0                        7                        0.5965677577165602       0
0.6727421633723396        0                        7                        0.6727421633723396       0                        7                        0.6504652462137905       0                        7                        0.6311504618851742       0                        7                        0.6142064236121846       0
0.6895510868561174        0                        7                        0.6895510868561174       0                        7                        0.6679523114470197       0                        7                        0.6492420610773368       0                        7                        0.6328412280492544       0
0.707309817036386         0                        7                        0.707309817036386        0                        7                        0.6864141833454017       0                        7                        0.668326004185436        0                        7                        0.6524804276879824       0
0.726151824215997         0                        7                        0.726151824215997        0                        7                        0.7059843211673618       0                        7                        0.688535754132482        0                        7                        0.6732574946459137       0
0.7464771663733311        0                        7                        0.7464771663733311       0                        7                        0.7270720976274055       0                        7                        0.710288937709253        0                        7                        0.6955974234421531       0
0.7680677610120216        0                        7                        0.7680677610120216       0                        7                        0.7494448135645273       0                        7                        0.7333403321277969       0                        7                        0.7192441110271143       0
0.7907770709975448        0                        7                        0.7907770709975448       0                        7                        0.772945139628771        0                        7                        0.7575237331855053       0                        7                        0.7440239282835476       0
0.814990420742861         0                        7                        0.814990420742861        0                        7                        0.7979662609731594       0                        7                        0.7832396424903275       0                        7                        0.7703441514424945       0
0.8405700847943645        0                        7                        0.8405700847943645       0                        7                        0.8243602516134414       0                        7                        0.8103318969468034       0                        7                        0.7980418482339627       0
0.8672132794769514        0                        7                        0.8672132794769514       0                        7                        0.8518106480385195       0                        7                        0.8384729001536498       0                        7                        0.8267802292256531       0
0.8952491682740551        0                        7                        0.8952491682740551       0                        7                        0.8806530824220242       0                        7                        0.8680043763660492       0                        7                        0.8569067327724921       0
0.9246839256227686        0                        7                        0.9246839256227686       0                        7                        0.9108902059566115       0                        7                        0.8989264535491353       0                        7                        0.8884197098878539       0
0.9551042609599882        0                        7                        0.9551042609599882       0                        7                        0.9420952108530241       0                        7                        0.9308012182752118       0                        7                        0.9208720465263502       0
0.9866938932561844        0                        7                        0.9866938932561844       0                        7                        0.9744552732893906       0                        7                        0.9638191553423092       0                        7                        0.9544574146110071       0
1.0196400465141828        0                        7                        1.0196400465141828       0                        7                        1.0081605202670865       0                        7                        0.9981731588751143       0                        7                        0.989371379961493        0
1.0536128762461054        0                        7                        1.0536128762461054       0                        7                        1.0428725074513698       0                        7                        1.033517651670584        0                        7                        1.0252624418745675       0
1.0886668414854954        0                        7                        1.0886668414854954       0                        7                        1.078646709515097        0                        7                        1.0699091223085195       0                        7                        1.0621881402720754       0
1.1259009356351135        0                        7                        1.1259009356351135       0                        7                        1.1166027844383455       0                        7                        1.1084850807462463       0                        7                        1.101301609876477        0
1.1659641974682116        0                        7                        1.1659641974682116       0                        7                        1.1573979423922287       0                        7                        1.1499099321379251       0                        7                        1.1432737087093812       0
1.2101122629808148        0                        7                        1.2101122629808148       0                        7                        1.2023039030581544       0                        7                        1.195469466400292        0                        7                        1.1894027289741702       0
1.2588672000781926        0                        7                        1.2588672000781926       0                        7                        1.2518428982743923       0                        7                        1.2456863319591962       0                        7                        1.240212010604801        0
1.3126905669568854        0                        7                        1.3126905669568854       0                        7                        1.306474793127541        0                        7                        1.3010191923105796       0                        7                        1.2961594953402849       0
1.3721200089985643        0                        7                        1.3721200089985643       0                        7                        1.366736189165186        0                        7                        1.3620039781763915       0                        7                        1.3577808360481396       0
1.4377447775266567        0                        7                        1.4377447775266567       0                        7                        1.4332156213501492       0                        7                        1.4292288016974877       0                        7                        1.4256640557797018       0
1.510202144939049         0                        7                        1.510202144939049        0                        7                        1.5065500374305472       0                        7                        1.503330490925114        0                        7                        1.5004461274486673       0
1.5902109383620924        0                        7                        1.5902109383620924       0                        7                        1.5874586703204974       0                        7                        1.585028767732006        0                        7                        1.582847433066741        0
1.6785635423791574        0                        7                        1.6785635423791574       0                        7                        1.6767343877908003       0                        7                        1.6751170423365593       0                        7                        1.673662091848538        0
1.7749098484997146        0                        7                        1.7749098484997146       0                        7                        1.774014602568542        0                        7                        1.7732218243180697       0                        7                        1.772507083826644        0
1.875                     0                        7                        1.875                    0                        7                        1.875                    0                        7                        1.875                    0                        7                        1.875                    0
0.628415322272689         0.10878573818619569      8                        0.628415322272689        0.10878573818619569      8                        0.6064928915067648       0.11138953528352052      8                        0.5874930944654777       0.11330390134414094      8                        0.570735573434179        0.11464416711013929
0.6255609227250769        0.10102165197557766      8                        0.6255609227250769       0.10102165197557766      8                        0.6032523615860748       0.10357009114078983      8                        0.5838991862289246       0.10544893373001295      8                        0.5668204149530534       0.10677588493611655
0.6223613031692709        0.09338765119719805      8                        0.6223613031692709       0.09338765119719805      8                        0.599678954544988        0.09588024462719012      8                        0.5799830584232469       0.09772445900490828      8                        0.5625931307415031       0.09903997414173943
0.6188154991579723        0.08590204769230132      8                        0.6188154991579723       0.08590204769230132      8                        0.5957710695397299       0.08833674990385348      8                        0.5757427598788784       0.09014593635729175      8                        0.5580516409601156       0.09145074971906071
0.6149235415816925        0.0785838848513221       8                        0.6149235415816925       0.0785838848513221       8                        0.59152789307941         0.08095715179456893      8                        0.5711769562571811       0.08272961395971054      8                        0.5531943358385194       0.08402327142524962
0.6106866078326909        0.07145299889919637      8                        0.6106866078326909       0.07145299889919637      8                        0.5869495580180331       0.07375988220279886      8                        0.5662850813753889       0.07549264408895494      8                        0.5480202072730977       0.07677346369083769
0.6061070367453645        0.06452981679613155      8                        0.6061070367453645       0.06452981679613155      8                        0.5820371593639095       0.06676409145031002      8                        0.5610673343040048       0.06845293421411237      8                        0.542528811231061        0.06971797329286196
0.6011885361354664        0.05783547623314783      8                        0.6011885361354664       0.05783547623314783      8                        0.576792985164257        0.05998980567050401      8                        0.5555249075367121       0.06162932990693947      8                        0.5367204712575536       0.06287436552630524
0.5959362509160104        0.05139167880439295      8                        0.5959362509160104       0.05139167880439295      8                        0.5712206044089051       0.05345781655274203      8                        0.549660064789354        0.05504153481860643      8                        0.530596321621303        0.05626106717731809
1.875                     1.25                     9                        1.875                    1.25                     9                        1.875                    1.25                     9                        1.875                    1.25                     9                        1.875                    1.25
1.875                     1.1538461538461375       9                        1.875                    1.1538461538461375       9                        1.875                    1.1538461538461375       9                        1.875                    1.1538461538461375       9                        1.875                    1.1538461538461375
1.875                     1.0576923076922753       9                        1.875                    1.0576923076922753       9                        1.875                    1.0576923076922753       9                        1.875                    1.0576923076922753       9                        1.875                    1.0576923076922753
1.875                     0.9615384615384142       9                        1.875                    0.9615384615384142       9                        1.875                    0.9615384615384142       9                        1.875                    0.9615384615384142       9                        1.875                    0.9615384615384142
1.8749999999999998        0.8653846153845526       9                        1.8749999999999998       0.8653846153845526       9                        1.8749999999999998       0.8653846153845526       9                        1.8749999999999998       0.8653846153845526       9                        1.8749999999999998       0.8653846153845526
1.875                     0.7692307692306903       9                        1.875                    0.7692307692306903       9                        1.875                    0.7692307692306903       9                        1.875                    0.7692307692306903       9                        1.875                    0.7692307692306903
1.875                     0.6730769230768285       9                        1.875                    0.6730769230768285       9                        1.875                    0.6730769230768285       9                        1.875                    0.6730769230768285       9                        1.875                    0.6730769230768285
1.8749999999999998        0.5769230769229667       9                        1.8749999999999998       0.5769230769229667       9                        1.8749999999999998       0.5769230769229667       9                        1.8749999999999998       0.5769230769229667       9                        1.8749999999999998       0.5769230769229667
1.875                     0.4807692307691046       9                        1.875                    0.4807692307691046       9                        1.875                    0.4807692307691046       9                        1.875                    0.4807692307691046       9                        1.875                    0.4807692307691046
1.875                     0.3846153846152429       9                        1.875                    0.3846153846152429       9                        1.875                    0.3846153846152429       9                        1.875                    0.3846153846152429       9                        1.875                    0.3846153846152429
1.875                     0.28846153846138084      9                        1.875                    0.28846153846138084      9                        1.875                    0.28846153846138084      9                        1.875                    0.28846153846138084      9                        1.875                    0.28846153846138084
1.8749999999999998        0.19230769230751887      9                        1.8749999999999998       0.19230769230751887      9                        1.8749999999999998       0.19230769230751887      9                        1.8749999999999998       0.19230769230751887      9                        1.8749999999999998       0.19230769230751887
