% Model:              first_sketch_v06__sigmasweep_adaptivemesh_179.9CA.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jul 31 2021, 19:02
% Dimension:          2
% Nodes:              422
% Expressions:        111
% Description:        Entity index, r-coordinate, z-coordinate
% Length unit:        mm
% r                       z                        dom @ t=617              r (mm) @ t=617           z (mm) @ t=617           dom @ t=627              r (mm) @ t=627           z (mm) @ t=627           dom @ t=637              r (mm) @ t=637           z (mm) @ t=637           dom @ t=647              r (mm) @ t=647           z (mm) @ t=647           dom @ t=657              r (mm) @ t=657           z (mm) @ t=657           dom @ t=667              r (mm) @ t=667           z (mm) @ t=667           dom @ t=677              r (mm) @ t=677           z (mm) @ t=677           dom @ t=687              r (mm) @ t=687           z (mm) @ t=687           dom @ t=697              r (mm) @ t=697           z (mm) @ t=697           dom @ t=707              r (mm) @ t=707           z (mm) @ t=707           dom @ t=717              r (mm) @ t=717           z (mm) @ t=717           dom @ t=727              r (mm) @ t=727           z (mm) @ t=727           dom @ t=737              r (mm) @ t=737           z (mm) @ t=737           dom @ t=747              r (mm) @ t=747           z (mm) @ t=747           dom @ t=757              r (mm) @ t=757           z (mm) @ t=757           dom @ t=767              r (mm) @ t=767           z (mm) @ t=767           dom @ t=777              r (mm) @ t=777           z (mm) @ t=777           dom @ t=787              r (mm) @ t=787           z (mm) @ t=787           dom @ t=797              r (mm) @ t=797           z (mm) @ t=797           dom @ t=807              r (mm) @ t=807           z (mm) @ t=807           dom @ t=817              r (mm) @ t=817           z (mm) @ t=817           dom @ t=827              r (mm) @ t=827           z (mm) @ t=827           dom @ t=837              r (mm) @ t=837           z (mm) @ t=837           dom @ t=847              r (mm) @ t=847           z (mm) @ t=847           dom @ t=857              r (mm) @ t=857           z (mm) @ t=857           dom @ t=867              r (mm) @ t=867           z (mm) @ t=867           dom @ t=877              r (mm) @ t=877           z (mm) @ t=877           dom @ t=887              r (mm) @ t=887           z (mm) @ t=887           dom @ t=897              r (mm) @ t=897           z (mm) @ t=897           dom @ t=907              r (mm) @ t=907           z (mm) @ t=907           dom @ t=917              r (mm) @ t=917           z (mm) @ t=917           dom @ t=927              r (mm) @ t=927           z (mm) @ t=927           dom @ t=937              r (mm) @ t=937           z (mm) @ t=937           dom @ t=947              r (mm) @ t=947           z (mm) @ t=947           dom @ t=957              r (mm) @ t=957           z (mm) @ t=957           dom @ t=967              r (mm) @ t=967           z (mm) @ t=967           dom @ t=977              r (mm) @ t=977           z (mm) @ t=977
0.3297259631687031        0.8381267976137339       4                        0.3297259631687031       0.8381267976137339       4                        0.3299925967418489       0.8387615897280735       4                        0.33025226796920965      0.8393782552887973       4                        0.33050514334886794      0.8399775518626671       4                        0.33075140831690775      0.8405601816244137       4                        0.3309912490976449       0.8411268010691554       4                        0.3312248583261888       0.8416780389166554       4                        0.33145241986249957      0.8422144815434983       4                        0.33167411554603626      0.8427366860140304       4                        0.33189012455249584      0.8432451825018836       4                        0.33210062124503964      0.8437404738861771       4                        0.3323057753247768       0.8442230381349022       4                        0.3325057529359777       0.8446933316566928       4                        0.33270071397545364      0.8451517872185376       4                        0.33289081498949713      0.8455988192651741       4                        0.3330762060523968       0.8460348209100129       4                        0.3332570342322513       0.8464601696574118       4                        0.3334334407539299       0.8468752245655204       4                        0.3336055627666502       0.8472803294222687       4                        0.3337735325338649       0.8476758124800648       4                        0.33393748659499933      0.848062008367334        4                        0.3340975229471051       0.8484391564974968       4                        0.33425378721675686      0.8488076068319685       4                        0.33440638675210926      0.8491676156037364       4                        0.33455543445007785      0.8495194509914606       4                        0.33470103304923593      0.8498633550053334       4                        0.33484329495684895      0.8501995906455099       4                        0.3349823143506473       0.8505283770890946       4                        0.33511818478959743      0.8508499308131935       4                        0.33525100912400196      0.8511644895747523       4                        0.33538088230803514      0.851472271676812        4                        0.335507866224566        0.8517734165840525       4                        0.33563207075034807      0.8520681769443553       4                        0.3357535684501633       0.8523567171452078       4                        0.3358724383958442       0.8526392160245654       4                        0.33598875617309903      0.8529158447407633       4                        0.3361025952092167       0.8531867688771078
0.32329629441692187       0.8434055005825734       4                        0.32329629441692187      0.8434055005825734       4                        0.32356395199581556      0.8440508680227278       4                        0.3238246234155482       0.8446778243330456       4                        0.32407847434327713      0.8452871363992067       4                        0.3243256893137403       0.8458795160841325       4                        0.32456645384450616      0.8464556293152231       4                        0.3248009599631423       0.8470161140444797       4                        0.3250293911929291       0.8475615653982856       4                        0.32525192919015994      0.8480925488419583       4                        0.32546875308561235      0.8486096026081696       4                        0.3256800373386869       0.8491132372692543       4                        0.32588595186508074      0.849603938142021        4                        0.3260866631089894       0.8500821686784319       4                        0.3262823313705824       0.8505483683497674       4                        0.32647311365101833      0.8510029580369388       4                        0.3266591605595928       0.8514463369786772       4                        0.3268406197226119       0.8518788885719398       4                        0.3270176329755736       0.8523009774961536       4                        0.3271903380985766       0.8527129529327893       4                        0.32735886801172376      0.8531151482974505       4                        0.32752335995538984      0.8535079035203705       4                        0.32768391250612666      0.853891461722264        4                        0.3278406720614503       0.8542661784808839       4                        0.3279937466100808       0.8546323140727304       4                        0.32814324973187287      0.8549901409499818       4                        0.3282892848151151       0.8553399049703819       4                        0.328431964941071        0.8556818733574069       4                        0.32857138491444676      0.8560162687858663       4                        0.3287076389144394       0.8563433112007596       4                        0.3288408304342968       0.8566632422068162       4                        0.32897105503893603      0.8569762836380194       4                        0.3290983751283146       0.8572825771573487       4                        0.3292229012123788       0.8575823795569046       4                        0.32934470638852775      0.8578758578749509       4                        0.32946387025576657      0.8581631938544525       4                        0.32958046891964143      0.858444561441439        4                        0.32969457630444193      0.8587201289192121
0.316781342470386         0.8485787332929406       4                        0.316781342470386        0.8485787332929406       4                        0.31704965875908864      0.8492346699904514       4                        0.31731097491121274      0.8498719116606378       4                        0.317565455447341        0.8504912344068241       4                        0.3178132836853942       0.8510933596708545       4                        0.31805464413006956      0.8516789627114273       4                        0.31828972790138826      0.8522486906214419       4                        0.3185187178998048       0.852803147197126        4                        0.31874179532227453      0.8533429062347263       4                        0.3189591389882887       0.8538685139650672       4                        0.3191709231977213       0.8543804886013343       4                        0.3193773178351588       0.8548793227644378       4                        0.31957848940804734      0.8553654869116659       4                        0.3197745983933075       0.8558394271868687       4                        0.3199658020284363       0.8563015708806598       4                        0.32015225124856894      0.8567523233356233       4                        0.320334094036217        0.8571920738238624       4                        0.3205114726438051       0.8576211926324845       4                        0.32068452529570646      0.8580400343260824       4                        0.3208533853892503       0.8584489374759179       4                        0.3210181906810091       0.8588482473087067       4                        0.32117904019647403      0.8592382106501723       4                        0.3213360809076761       0.8596191886925206       4                        0.32148942130106445      0.8599914457563577       4                        0.3216391754883434       0.8603552585691073       4                        0.3217854473707821       0.8607108768391271       4                        0.32192835055397695      0.8610585720166621       4                        0.3220679803444975       0.8613985702790984       4                        0.3222044314175929       0.8617310950447546       4                        0.3223378077723276       0.8620563917715083       4                        0.3224682054580446       0.8623746858302098       4                        0.32259568731064664      0.8626861210900119       4                        0.3227203643262483       0.862990958492638        4                        0.32284231003848         0.8632893677345688       4                        0.3229616044686939       0.8635815334707684       4                        0.323078324141448        0.8638676324421192       4                        0.323192543380341        0.8641478356390278
0.3101828813836958        0.8536451803854194       4                        0.3101828813836958       0.8536451803854194       4                        0.31045148695359714      0.8543116698817776       4                        0.31071308831890354      0.8549591814239695       4                        0.3109678485452461       0.8555885002173734       4                        0.311215949424584        0.856200357160426        4                        0.31145757414780084      0.8567954367300729       4                        0.3116929126314314       0.8573743950574746       4                        0.3119221468700619       0.857937844518324        4                        0.3121454573273632       0.8584863671600366       4                        0.3123630222466219       0.8590205171416352       4                        0.3125750155131977       0.8595408202563443       4                        0.3127816067350621       0.8600477763765775       4                        0.3129829622459214       0.8605418629195625       4                        0.31317924247209933      0.8610235326631068       4                        0.3133706046677903       0.861493219274575        4                        0.3135571998833845       0.861951334172871        4                        0.3137391762539158       0.8623982724820595       4                        0.3139166762531438       0.8628344100779437       4                        0.3140898383610476       0.8632601068927258       4                        0.3142587962705586       0.8636757066409682       4                        0.3144236880672669       0.8640815598356286       4                        0.31458461309302516      0.8644779170018568       4                        0.31474171869514245      0.8648651449392476       4                        0.31489511371260526      0.8652435120095098       4                        0.31504491263536144      0.8656132992132194       4                        0.31519121973849357      0.8659747601090183       4                        0.3153341489996737       0.8663281703736031       4                        0.31547379609983334      0.8666737596887575       4                        0.3156102560836966       0.8670117549485228       4                        0.31574363331649913      0.8673424054658685       4                        0.3158740242032829       0.8676659401513257       4                        0.3160014919327389       0.8679825050863086       4                        0.316126147837566        0.8682923653638084       4                        0.3162480657891352       0.86859569334369         4                        0.31636732612417084      0.8688926765973646       4                        0.31648400568332913      0.8691834946652801       4                        0.3165981790897984       0.8694683212496885
0.30350270845180016       0.8586035518593417       4                        0.30350270845180016      0.8586035518593417       4                        0.3037712301164021       0.8592805670004879       4                        0.3040327534797434       0.8599383225284497       4                        0.30428743985240003      0.8605776126209707       4                        0.3045354691984305       0.8611991774978519       4                        0.3047770230999198       0.8618037107292995       4                        0.3050122899787319       0.8623918773708875       4                        0.30524145064425384      0.8629642982770304       4                        0.30546468455568415      0.8635215636568717       4                        0.305682169117105        0.8640642355186239       4                        0.3058940775455627       0.8645928471662826       4                        0.30610057892746173      0.8651079056632627       4                        0.30630183918577786      0.8656098953339245       4                        0.306498018468421        0.866099275544479        4                        0.30668927382576766      0.8665764862995469       4                        0.3068757562116681       0.8670419450606838       4                        0.3070576137084976       0.8674960527749237       4                        0.3072349888140287       0.8679391908823065       4                        0.3074080200732536       0.8683717246619435       4                        0.30757684129100665      0.8687940029544278       4                        0.30774159069240975      0.8692063815436891       4                        0.30790236780113955      0.8696091146453523       4                        0.30805932013786375      0.8700025746540193       4                        0.3082125567466261       0.870387033965805        4                        0.3083621923395705       0.8707627778484102       4                        0.3085083314240527       0.871130063706937        4                        0.3086510881950453       0.8714891714403256       4                        0.3087905585779997       0.8718403342334278       4                        0.30892683785819053      0.8721837824552772       4                        0.30906003062492926      0.87251976927234         4                        0.309190233507878        0.8728485271344116       4                        0.30931750996335144      0.8731702043393923       4                        0.30944197150858044      0.873485070129287        4                        0.30956369225211294      0.8737932995301434       4                        0.30968275273696805      0.8740950830316191       4                        0.30979923001494386      0.8743906029758943       4                        0.30991319890711466      0.8746800357793331
0.2546084732313059        0.890183774609848        4                        0.2546084732313059       0.890183774609848        4                        0.25486573429288106      0.8909327514466855       4                        0.2551163201240401       0.8916605584277517       4                        0.25536037224497354      0.8923680477970362       4                        0.25559805015463655      0.8930560202152292       4                        0.25582951657387754      0.8937252284522091       4                        0.25605494185082556      0.8943763959435699       4                        0.2562744911148822       0.8950101992333217       4                        0.25648832954406664      0.895627282367154        4                        0.2566966215639091       0.8962282593397448       4                        0.2568995287937355       0.8968137133901166       4                        0.25709720993338697      0.897384199564474        4                        0.2572898214625535       0.8979402484344403       4                        0.2574775152215464       0.8984823636219518       4                        0.2576604406388203       0.8990110278289272       4                        0.25783874200708523      0.8995266993464324       4                        0.2580125612106812       0.9000298185688203       4                        0.25818203528202593      0.9005208047253999       4                        0.2583472977562813       0.9010000594905939       4                        0.25850847793357895      0.9014679666715681       4                        0.2586657095469759       0.901924918076491        4                        0.2588190894764093       0.9023711932049743       4                        0.25896876060989066      0.9028072027946107       4                        0.2591148291233312       0.903233246963163        4                        0.25925740673054426      0.9036496403248585       4                        0.2593965954193376       0.9040566667861463       4                        0.2595325063817342       0.9044546353309496       4                        0.25966523343755255      0.9048438033402715       4                        0.25979486976396804      0.9052244252005966       4                        0.2599215173540981       0.9055967806841999       4                        0.26004527055967464      0.9059611267074665       4                        0.26016619216234005      0.9063176270265542       4                        0.2602843905312679       0.9066665795066505       4                        0.26039993845662024      0.9070081776945395       4                        0.26051291470924737      0.9073426323122732       4                        0.2606233947227452       0.9076701451379785       4                        0.26073145170315903      0.9079909114201837
0.2618087773631838        0.886015584004807        4                        0.2618087773631838       0.886015584004807        4                        0.2620688024982992       0.8867545480579963       4                        0.2623220760397413       0.8874726063667047       4                        0.26256874305143174      0.8881706034733765       4                        0.2628089667009575       0.8888493319991702       4                        0.2630429131527249       0.8895095368088962       4                        0.26327075609795536      0.8901519335080561       4                        0.26349266365253976      0.8907771911444128       4                        0.2637088037755637       0.8913859464894724       4                        0.2639193434796658       0.8919788064886274       4                        0.26412444676104696      0.8925563475874474       4                        0.2643242745096483       0.8931191182839564       4                        0.2645189852477415       0.8936676428199692       4                        0.2647087326779919       0.8942024187437426       4                        0.2648936679795593       0.8947239228825727       4                        0.2650739370393698       0.8952326078965323       4                        0.265249683255851        0.8957289087279396       4                        0.2654210450521295       0.8962132393725435       4                        0.2655881572728309       0.8966859964550171       4                        0.2657511504379767       0.8971475589226607       4                        0.26591015951956104      0.8975983135693751       4                        0.266065282206054        0.8980385363676214       4                        0.26621666268713096      0.8984686327070027       4                        0.26636440802253875      0.8988888988297874       4                        0.2665086308559922       0.8992996452451216       4                        0.2666494339931468       0.8997011521469639       4                        0.2667869295538493       0.9000937244458818       4                        0.2669212120815619       0.9004776161267719       4                        0.2670523754747375       0.9008530782035855       4                        0.2671805225574457       0.9012203867160905       4                        0.26730574843287874      0.9015797951449381       4                        0.2674281162650801       0.9019314650600747       4                        0.26754773536178356      0.9022756903143601       4                        0.26766467903316005      0.9026126618439693       4                        0.26777902666005615      0.9029425875236288       4                        0.2678908542508472       0.9032656663950915       4                        0.26800023557523067      0.9035820910551525
0.2689404313439823        0.881731127289857        4                        0.2689404313439823       0.881731127289857        4                        0.2692028339061866       0.8824599689591648       4                        0.2694584185516168       0.8831681724540958       4                        0.26970733367205624      0.8838565743986848       4                        0.26994974587554493      0.8845259591584889       4                        0.27018582453757667      0.885177063492401        4                        0.27041574645325217      0.8858105949896228       4                        0.2706396824881346       0.8864272150332173       4                        0.2708578031452039       0.8870275529669557       4                        0.2710702777876852       0.887612208547172        4                        0.271277272554719        0.8881817512992791       4                        0.2714789502954734       0.8887367230582344       4                        0.2716754713468627       0.8892776416315497       4                        0.2718669910508195       0.8898049983993418       4                        0.27205366211770937      0.8903192642281397       4                        0.2722356318147506       0.8908208860691218       4                        0.27241304484449225      0.8913102933412244       4                        0.27258604081644927      0.8917878947418516       4                        0.27275475568529545      0.8922540817866204       4                        0.2729193209969317       0.8927092285087594       4                        0.2730798727609941       0.8931537166344456       4                        0.27323650932844645      0.8935878185743177       4                        0.27338937597464436      0.894011934316583        4                        0.2735385804823496       0.8944263561925687       4                        0.2736842362550853       0.8948313905695173       4                        0.27382644676074636      0.8952273138974652       4                        0.2739653248777314       0.8956144269786566       4                        0.2741009657291829       0.8959929803753185       4                        0.2742334637917822       0.8963632217029627       4                        0.2743629225642468       0.8967254232388835       4                        0.27448943775631585      0.8970798350015504       4                        0.2746130728161435       0.8974266163632616       4                        0.27473393782436867      0.8977660571310838       4                        0.2748521064978625       0.8980983456138179       4                        0.2749676587058855       0.8984236868189739       4                        0.2750806709144972       0.8987422770331728       4                        0.27519121734360014      0.8990543061834038
0.27600153994198945       0.8773314720138996       4                        0.27600153994198945      0.8773314720138996       4                        0.2762659336384428       0.8780500941758841       4                        0.27652345316769505      0.878748348871226        4                        0.27677425001894373      0.8794270645994323       4                        0.2770184939996863       0.8800870172645113       4                        0.2772563574530488       0.8807289353282354       4                        0.2774880200295067       0.8813535181866655       4                        0.2777136550997377       0.8819614193985895       4                        0.27793343546708543      0.8825532607350252       4                        0.2781475326037105       0.8831296346316723       4                        0.2783561145537139       0.8836911035749336       4                        0.27855934589152465      0.8842382026293374       4                        0.27875738853849247      0.8847714430708369       4                        0.2789503992511778       0.8852913100238722       4                        0.2791385320507116       0.8857982683147394       4                        0.27932193537026406      0.8862927591142162       4                        0.2795007550065587       0.8867752062526918       4                        0.27967513155156964      0.887246013070384        4                        0.2798452018712988       0.8877055659202792       4                        0.2800110983444629       0.8881542338728626       4                        0.28017295781818186      0.8885923935388889       4                        0.2803308791612143       0.8890203137364161       4                        0.2804850085200104       0.8894383890051021       4                        0.2806354542410606       0.889846907734312        4                        0.28078233031918975      0.8902461721173152       4                        0.2809257407305698       0.8906364548330865       4                        0.2810657989445146       0.8910180525453562       4                        0.2812026005215674       0.8913912123710792       4                        0.2813362403752649       0.8917561785053785       4                        0.2814668225242822       0.892113219437554        4                        0.2815944431415888       0.8924625817015377       4                        0.2817191658628579       0.8928044224630906       4                        0.2818411013774191       0.893139027454894        4                        0.2819603236970804       0.8934665823447391       4                        0.2820769130593946       0.8937872892564757       4                        0.28219094627242497      0.8941013417061646       4                        0.2823024978941946       0.894408926936155
0.29674264218204877       0.8634525849998023       4                        0.29674264218204877      0.8634525849998023       4                        0.29701070339905783      0.8641400876406993       4                        0.29727178223942463      0.8648080505792467       4                        0.29752603796783506      0.8654572768220464       4                        0.29777364842658793      0.8660885157623605       4                        0.2980147933007187       0.8667024699269038       4                        0.2982496592316818       0.8672998131707392       4                        0.2984784255686524       0.8678811747159931       4                        0.29870127049846495      0.8684471528344813       4                        0.298918370325388        0.8689983172955783       4                        0.2991298973459583       0.8695352088363499       4                        0.29933601988097697      0.8700583416427979       4                        0.29953690320601545      0.8705682068861651       4                        0.2997327069625634       0.8710652704685338       4                        0.29992358777603306      0.8715499786856942       4                        0.3001096962909445       0.8720227550019881       4                        0.30029118033052343      0.8724840061525434       4                        0.30046818221766824      0.8729341191116257       4                        0.30064084037001615      0.873373464479279        4                        0.3008092885186606       0.8738023961998505       4                        0.3009736648365949       0.874221275307833        4                        0.3011340688928855       0.8746303596969355       4                        0.3012906481770979       0.8750300273389288       4                        0.30144351178863665      0.8754205546538435       4                        0.30159277450343847      0.8758022311664324       4                        0.3017385409172861       0.8761753181208298       4                        0.30188092528524463      0.876540099630001        4                        0.30202002364516134      0.8768968123772762       4                        0.3021559313916459       0.8772456902027077       4                        0.30228875319361864      0.8775869901209987       4                        0.302418585772001        0.8779209481174464       4                        0.3025454927635721       0.8782477147087127       4                        0.30266958571567587      0.8785675632795259       4                        0.3027909388714416       0.8788806715224448       4                        0.3029096328690591       0.8791872328444174       4                        0.30302574486452266      0.8794874323888683       4                        0.3031393497731597       0.8797814492859661
0.28299019652160307       0.8728177321672924       4                        0.28299019652160307      0.8728177321672924       4                        0.283256195976621        0.8735260499961636       4                        0.28351527510449626      0.8742142738837649       4                        0.28376758824756637      0.8748832240104036       4                        0.2840133081596531       0.8755336676233075       4                        0.28425260989769285      0.8761663247060753       4                        0.28448567571030886      0.8767818862945684       4                        0.28471268122150767      0.8773809979729531       4                        0.2849338012855734       0.8779642738032867       4                        0.2851492092372472       0.8785322987774833       4                        0.2853590747839514       0.8790856282321046       4                        0.2855635639886669       0.8796247903615432       4                        0.28576284012502257      0.8801502898202656       4                        0.2859570611383078       0.8806626053964807       4                        0.286146382139306        0.8811621958034902       4                        0.28633095251262947      0.8816494963665622       4                        0.2865109189394823       0.8821249252685367       4                        0.2866864227909766       0.8825888804395031       4                        0.2868576016466222       0.8830417430219248       4                        0.28702458852602813      0.8834838770803287       4                        0.2871875209149819       0.883915654068026        4                        0.28734649805679696      0.884337339183572        4                        0.2875016667560611       0.8847493214770618       4                        0.2876531357653861       0.8851518853692012       4                        0.2878010195041432       0.8855453288518637       4                        0.2879454223046111       0.885929920810003        4                        0.28808645806118793      0.8863059537433059       4                        0.28822422263135733      0.8866736713046953       4                        0.28835881122595214      0.8870333142508          4                        0.28849032823069354      0.887385147261725        4                        0.28861887014021437      0.887729413368488        4                        0.28874450068289226      0.8880662675238612       4                        0.2888673309941684       0.8883959913622995       4                        0.28898743527068477      0.8887187678999673       4                        0.28910489399975586      0.8890347963639462       4                        0.2892197842173127       0.8893442674875304       4                        0.2893321807089032       0.8896473658167282
0.2899045201172543        0.8681910461281407       4                        0.2899045201172543       0.8681910461281407       4                        0.29017174141952023      0.8688889868478159       4                        0.2904320063284179       0.8695671096522963       4                        0.2906854717821538       0.8702262262200596       4                        0.2909323132163522       0.8708670949575297       4                        0.2911727081382478       0.8714904271996406       4                        0.291406841129279        0.8720969054651132       4                        0.29163488980832053      0.8726871672226437       4                        0.29185703082578135      0.8732618186981483       4                        0.2920734391283716       0.8738214373251875       4                        0.2922842858419416       0.8743665711877943       4                        0.2924897382789346       0.87489774151825         4                        0.2926899608314847       0.8754154462669794       4                        0.2928851124067474       0.8759201578124023       4                        0.2930753489836455       0.8764123286887572       4                        0.2932608206838025       0.8768923883170555       4                        0.29344167486369         0.8773607491796964       4                        0.29361805347105596      0.8778178037495292       4                        0.2937900946021946       0.8782639279161962       4                        0.293957931727009        0.8786994807004189       4                        0.29412170277267374      0.879124828361602        4                        0.2942815072153838       0.8795402324556286       4                        0.2944374923067516       0.8799460765080095       4                        0.2945897670497171       0.8803426409483055       4                        0.29473844612334354      0.880730219544086        4                        0.29488363406576756      0.8811090773673778       4                        0.29502544503260425      0.8814795027328158       4                        0.29516397503975694      0.8818417358142491       4                        0.29529931945773424      0.8821960139154186       4                        0.295431582888319        0.8825425978902138       4                        0.2955608620081261       0.8828817272522026       4                        0.2956872205452694       0.8832135547370483       4                        0.2958107699205361       0.8835383578617351       4                        0.29593158440706         0.883856316983087        4                        0.29604974462509687      0.8841676284215202       4                        0.29616532772596793      0.8844724801184548       4                        0.2962784086137551       0.8847710539148717
0.37220132468217454       0.7983385707046117       4                        0.37220132468217454      0.7983385707046117       4                        0.37245097568645297      0.798899973020725        4                        0.3726940981045597       0.799445236515844        4                        0.3729308550099588       0.7999750519122655       4                        0.37316142896486526      0.8004900516193804       4                        0.3733860022939463       0.800990824300704        4                        0.3736047632849883       0.8014779324448463       4                        0.37381789000579446      0.801951899816311        4                        0.37402555776708973      0.8024132235235527       4                        0.3742279385743153       0.8028623763766942       4                        0.3744251989733009       0.8032998066361191       4                        0.37461750033957847      0.8037259402265543       4                        0.3748050001804604       0.8041411837958723       4                        0.37498784934100554      0.8045459228567066       4                        0.375166195205555        0.804940526587383        4                        0.3753401784065157       0.8053253451150483       4                        0.3755099366251264       0.8057007146700129       4                        0.3756756015775221       0.8060669550141398       4                        0.37583730097163537      0.8064243722969505       4                        0.37599515765824487      0.8067732588016567       4                        0.3761492983235075       0.8071139122847856       4                        0.37629981343199975      0.8074465464070896       4                        0.3764468379724145       0.8077714721695617       4                        0.3765904710186072       0.808088917799716        4                        0.37673081668024044      0.8083991219086334       4                        0.37686796953296564      0.8087022999235552       4                        0.3770020333053306       0.8089986856703707       4                        0.37713309449082905      0.8092884742143824       4                        0.37726123903842745      0.8095718581425986       4                        0.377386561680022        0.8098490486907874       4                        0.37750914976872496      0.8101202398502584       4                        0.37762905946418673      0.8103855560531287       4                        0.3777463923233283       0.8106452213774913       4                        0.3778612146644334       0.8108993820361783       4                        0.3779735991207728       0.8111481969209381       4                        0.37808361499751936      0.8113918180619359       4                        0.37819132968403013      0.8116303925210453
0.3778873283925507        0.7922667068100789       4                        0.3778873283925507       0.7922667068100789       4                        0.3781332183907955       0.7928178222041335       4                        0.37837267844947986      0.7933530789731964       4                        0.3786058698039221       0.793873158235047        4                        0.37883297326887716      0.7943786823127155       4                        0.3790541693307068       0.7948702300667048       4                        0.3792696444183887       0.7953483544293839       4                        0.37947957460558324      0.7958135701493847       4                        0.3796841331582302       0.7962663657200935       4                        0.37988348999745664      0.7967072057268727       4                        0.38007780954569326      0.7971365306157844       4                        0.3802672510321966       0.7975547588814735       4                        0.38045196981783863      0.7979622900819928       4                        0.3806321145888954       0.798359503011055        4                        0.38080783059339557      0.7987467604227082       4                        0.3809792563294088       0.7991244063552677       4                        0.38114652738440236      0.7994927712024477       4                        0.3813097733994734       0.7998521691790285       4                        0.3814691200479714       0.8002029011297431       4                        0.3816246881806654       0.800545254276158        4                        0.381776602404649        0.8008795211943186       4                        0.38192495163887846      0.8012059119299605       4                        0.3820698686433158       0.8015247320231516       4                        0.3822114507995168       0.8018362057811736       4                        0.3823498004228887       0.8021405676805109       4                        0.38248501043811545      0.8024380294359131       4                        0.38261718280231116      0.8027288207997418       4                        0.38274640247086467      0.80301313347702         4                        0.3828727538692093       0.8032911567275638       4                        0.3829963300854241       0.8035630980919464       4                        0.38311721694264345      0.8038291481774532       4                        0.38323546950616816      0.8040894293370076       4                        0.38335118762329984      0.8043441616677434       4                        0.38346443638628075      0.8045934888628304       4                        0.38357528714320194      0.8048375670451108       4                        0.3836838079510818       0.8050765455911825       4                        0.38379006499687957      0.8053105689942062
0.3834729603292087        0.7861024885629188       4                        0.3834729603292087       0.7861024885629188       4                        0.3837147740461675       0.7866433906520298       4                        0.38395026521008707      0.7871687126306233       4                        0.3841795928805823       0.7876791260412269       4                        0.3844029357904011       0.7881752431294436       4                        0.3846204722681547       0.788657632960131        4                        0.3848323865768609       0.7891268389186533       4                        0.3850388525077342       0.7895833667500455       4                        0.3852400410083485       0.790027696347903        4                        0.38543611965590147      0.7904602840909803       4                        0.38562725050391033      0.7908815626317633       4                        0.38581359040292057      0.7912919430578399       4                        0.3859952923465649       0.7916918178624189       4                        0.38617250265367503      0.7920815591469457       4                        0.38634536423723265      0.7924615232692023       4                        0.3865140132729664       0.792832048207833        4                        0.3866785830749763       0.7931934585499647       4                        0.3868392010388818       0.7935460629939997       4                        0.38699599064080975      0.7938901571110468       4                        0.38714907057653736      0.7942260230925129       4                        0.38729856321567396      0.7945539483680228       4                        0.387444555821234        0.7948741393926997       4                        0.38758717875771664      0.795186896284519        4                        0.3877265275949107       0.7954924394594984       4                        0.3878627027279041       0.7957909992910941       4                        0.38799579531731226      0.7960827838109662       4                        0.3881259054247307       0.7963680187304167       4                        0.3882531163650902       0.796646892422421        4                        0.38837751093894807      0.7969195908480606       4                        0.3884991804779484       0.7971863178839897       4                        0.38861820917211876      0.79744726078287         4                        0.3887346509290667       0.7977025398394942       4                        0.3888486037650587       0.7979523712036958       4                        0.38896013146939934      0.7981968960732106       4                        0.38906930402053397      0.7984362678277599       4                        0.3891761881462693       0.7986706332155253       4                        0.3892808487527026       0.7989001341854591
0.3889566474389388        0.7798475171148785       4                        0.3889566474389388       0.7798475171148785       4                        0.3891940761974607       0.7803782868423499       4                        0.3894252983676417       0.7808937530626502       4                        0.3896504704978662       0.7813945777862601       4                        0.38986976890606223      0.781881363202842        4                        0.39008336944554445      0.7823546686004276       4                        0.39029145390839914      0.7828150278371815       4                        0.390494193517456        0.7832629376764666       4                        0.3906917566309094       0.783698869436251        4                        0.39088430822515463      0.7841232713150207       4                        0.3910720077421555       0.7845365681999698       4                        0.39125500942429053      0.784939163801606        4                        0.391433463680226        0.7853314435796998       4                        0.39160751425580803      0.7857137729760114       4                        0.39177730153340967      0.7860865019855731       4                        0.39194295918160066      0.786449962561608        4                        0.39210461806472324      0.7868044735194067       4                        0.39226240316567523      0.7871503380761029       4                        0.3924164356039043       0.7874878465644521       4                        0.39256683176837126      0.7878172761810227       4                        0.3927137116361166       0.7881389092469064       4                        0.39285716070634435      0.7884529486536589       4                        0.39299730678503514      0.7887596891398775       4                        0.39313424351352694      0.7890593472620182       4                        0.3932680692434979       0.7893521493249198       4                        0.39339887326115347      0.7896382997090521       4                        0.39352675361149403      0.7899180201198513       4                        0.3936517918692485       0.7901914956286662       4                        0.39377406911136675      0.7904589089284448       4                        0.3938936748032818       0.7907204602655906       4                        0.3940106914014479       0.7909763335696984       4                        0.39412517159434673      0.7912266470997018       4                        0.39423721144880775      0.7914716130943641       4                        0.3943468733764663       0.791711370281732        4                        0.39445422590395685      0.7919460693258841       4                        0.394559334351046        0.7921758543733491       4                        0.39466226226667245      0.7924008648549263
