% Model:              first_sketch_v06__sigmasweep_adaptivemesh.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jul 23 2021, 18:52
% Dimension:          2
% Nodes:              340
% Expressions:        15
% Description:        Entity index, r-coordinate, z-coordinate
% Length unit:        mm
% r                       z                        dom @ t=107              r (mm) @ t=107           z (mm) @ t=107           dom @ t=117              r (mm) @ t=117           z (mm) @ t=117           dom @ t=127              r (mm) @ t=127           z (mm) @ t=127           dom @ t=137              r (mm) @ t=137           z (mm) @ t=137           dom @ t=147              r (mm) @ t=147           z (mm) @ t=147
0.3361405320023553        0                        2                        0.3361405320023553       0                        2                        0.3223481108522933       0                        2                        0.3090740169565011       0                        2                        0.29660773243669025      0                        2                        0.2849591976723518       0
0.32841607988788063       0                        2                        0.32841607988788063      0                        2                        0.3151538783126223       0                        2                        0.30235385378897955      0                        2                        0.29030847087370654      0                        2                        0.2790347983905779       0
0.31985082563743          0                        2                        0.31985082563743         0                        2                        0.30713981736011703      0                        2                        0.29484028030505965      0                        2                        0.283243192866979        0                        2                        0.27237157966846776      0
0.3103520057697197        0                        2                        0.3103520057697197       0                        2                        0.2982149343190784       0                        2                        0.28644391478024567      0                        2                        0.27532420602048235      0                        2                        0.26488358829092556      0
0.29982491041895787       0                        2                        0.29982491041895787      0                        2                        0.2882860139690719       0                        2                        0.27707282721472615      0                        2                        0.26646097291237286      0                        2                        0.25648176297596015      0
0.28816031810457504       0                        2                        0.28816031810457504      0                        2                        0.27724582462195885      0                        2                        0.2666214451379949       0                        2                        0.2565496375311056       0                        2                        0.2470640167114785       0
0.2752366224463602        0                        2                        0.2752366224463602       0                        2                        0.26497506073004845      0                        2                        0.25497233309206513      0                        2                        0.2454746524361663       0                        2                        0.23651672670144935      0
0.26092362325140506       0                        2                        0.26092362325140506      0                        2                        0.2513459499607126       0                        2                        0.24199962635254807      0                        2                        0.2331120437206144       0                        2                        0.2247178414227969       0
0.24507476737044395       0                        2                        0.24507476737044395      0                        2                        0.23621488955038514      0                        2                        0.22756204865953525      0                        2                        0.2193227718160755       0                        2                        0.21153055141082616      0
0.2275259781257681        0                        2                        0.2275259781257681       0                        2                        0.21942133142504758      0                        2                        0.21150186679686545      0                        2                        0.2039517516301808       0                        2                        0.196802371658845        0
0.2080981853642395        0                        2                        0.2080981853642395       0                        2                        0.20079021874295883      0                        2                        0.19364724918783233      0                        2                        0.18683013258328726      0                        2                        0.18036734111852823      0
0.18659517428086064       0                        2                        0.18659517428086064      0                        2                        0.18013003691322013      0                        2                        0.17381053440351923      0                        2                        0.1677737747978059       0                        2                        0.16204469109668257      0
0.03943613166190916       0                        2                        0.03943613166190916      0                        2                        0.03813211971874524      0                        2                        0.036859249496268856     0                        2                        0.03564038877136577      0                        2                        0.034479746882155944     0
0                         0                        2                        0                        0                        2                        0                        0                        2                        0                        0                        2                        0                        0                        2                        0                        0
0.16279875820840967       0                        2                        0.16279875820840967      0                        2                        0.1572283067116644       0                        2                        0.15178406541270853      0                        2                        0.14657941149904763      0                        2                        0.14163531134291069      0
0.07509323520693974       0                        2                        0.07509323520693974      0                        2                        0.07259698314592729      0                        2                        0.07015966859516602      0                        2                        0.06782625651368412      0                        2                        0.06560507375658864      0
0.13646532466961744       0                        2                        0.13646532466961744      0                        2                        0.13184845317273566      0                        2                        0.12733741328408682      0                        2                        0.12302221964064554      0                        2                        0.11891964250863847      0
0.1073282154965079        0                        2                        0.1073282154965079       0                        2                        0.10373243139870446      0                        2                        0.10022030063644076      0                        2                        0.09685904267451007      0                        2                        0.09366117573044017      0
0                         1.1885417867176897       3                        0                        1.1885417867176897       3                        0                        1.1905286986749768       3                        0                        1.1924652593002902       3                        0                        1.1943269860468995       3                        0                        1.1960788429345155
0                         1.25                     3                        0                        1.25                     3                        0                        1.25                     3                        0                        1.25                     3                        0                        1.25                     3                        0                        1.25
0                         1.1329651157510052       3                        0                        1.1329651157510052       3                        0                        1.1368155774866675       3                        0                        1.1405328912106418       3                        0                        1.1440783896979485       3                        0                        1.147399497738746
0                         1.0826774143442655       3                        0                        1.0826774143442655       3                        0                        1.088270214093002        3                        0                        1.09362600714706         3                        0                        1.0987006363054577       3                        0                        1.1034359118558184
0                         1.0371739455818645       3                        0                        1.0371739455818645       3                        0                        1.044393088981585        3                        0                        1.051257424859294        3                        0                        1.0577244463622406       3                        0                        1.0637388172391737
0                         0.9959991878786272       3                        0                        0.9959991878786272       3                        0                        1.004734882082708        3                        0                        1.0129888284449997       3                        0                        1.0207260296825869       3                        0                        1.0279001576510962
0                         0.958741308101402        3                        0                        0.958741308101402        3                        0                        0.9688899858093474       3                        0                        0.9784242846564339       3                        0                        0.9873215184735464       3                        0                        0.9955488853896741
0                         0.9250276735950343       3                        0                        0.9250276735950343       3                        0                        0.9364917100849852       3                        0                        0.947205659738509        3                        0                        0.9571630529418211       3                        0                        0.9663479164614956
0                         0.8945209980562484       3                        0                        0.8945209980562484       3                        0                        0.9072083463443256       3                        0                        0.9190088833521293       3                        0                        0.9299354810377066       3                        0                        0.9399913592038759
0                         0.8669159571582908       3                        0                        0.8669159571582908       3                        0                        0.8807398016342961       3                        0                        0.8935407575072314       3                        0                        0.9053534706172516       3                        0                        0.9162019753475635
0                         0.8419361699370084       3                        0                        0.8419361699370084       3                        0                        0.8568146288981252       3                        0                        0.8705361248278499       3                        0                        0.8831588904949533       3                        0                        0.8947287988830496
0                         0.8193314851517735       3                        0                        0.8193314851517735       3                        0                        0.835187367785627        3                        0                        0.8497553169746206       3                        0                        0.8631184135560825       3                        0                        0.8753449095161322
0                         0.7988755245127451       3                        0                        0.7988755245127451       3                        0                        0.8156361298752677       3                        0                        0.8309818174253578       3                        0                        0.8450212900389992       3                        0                        0.8578453279915663
0                         0.7803634539435567       3                        0                        0.7803634539435567       3                        0                        0.797960399659437        3                        0                        0.8140201186936256       3                        0                        0.8286772860414335       3                        0                        0.8420450454225046
0                         0.7636099588095666       3                        0                        0.7636099588095666       3                        0                        0.7819790271333891       3                        0                        0.7986937547732328       3                        0                        0.8139147764217309       3                        0                        0.8277771851452265
0                         0.7484474037134354       3                        0                        0.7484474037134354       3                        0                        0.7675283965432284       3                        0                        0.7848434990969123       3                        0                        0.8005789896057871       3                        0                        0.8148913021732348
0                         0.734724160368176        3                        0                        0.734724160368176        3                        0                        0.7544607563210446       3                        0                        0.7723257157537377       3                        0                        0.7885303956455586       3                        0                        0.8032518152750604
0                         0.7223030881832121       3                        0                        0.7223030881832121       3                        0                        0.7426426968106924       3                        0                        0.761010852820572        3                        0                        0.7776432290169564       3                        0                        0.7927365658409193
0                         0.7110601579494381       3                        0                        0.7110601579494381       3                        0                        0.7319537729302068       3                        0                        0.750782080722754        3                        0                        0.7678041546759099       3                        0                        0.7832355174781467
0                         0.7008831969589615       3                        0                        0.7008831969589615       3                        0                        0.7222852389567955       3                        0                        0.741534033299409        3                        0                        0.7589110264259503       3                        0                        0.7746495369732184
0                         0.691670759972426        3                        0                        0.691670759972426        3                        0                        0.7135389203676522       3                        0                        0.733171695175905        3                        0                        0.7508717990872295       3                        0                        0.7668893356906459
0                         0.6832923287966511       3                        0                        0.6832923287966511       3                        0                        0.7055893995784103       3                        0                        0.7255742262770674       3                        0                        0.7435697350304996       3                        0                        0.7598418718222648
0.581949238664281         0.28093967525936203      4                        0.581949238664281        0.28093967525936203      4                        0.5747026496629439       0.28443184726597925      4                        0.5682519804776024       0.28745687172803136      4                        0.562461902345626        0.29005865546380233      4                        0.5572256370209824       0.2922768384451497
0.5829295459127071        0.2726537336290116       4                        0.5829295459127071       0.2726537336290116       4                        0.5753815231432207       0.27602727691776235      4                        0.5686592357962981       0.27894373733322436      4                        0.5626218624127521       0.28144518389606876      4                        0.5571584335382777       0.28357046060605756
0.5807565620278421        0.28919686503673436      4                        0.5807565620278421       0.28919686503673436      4                        0.5738126015563806       0.29281470731387876      4                        0.5676343220128962       0.29595462178353305      4                        0.5620919630160978       0.29866262413882816      4                        0.5570830366282519       0.3009792808356518
0.5793551771132546        0.29742062109057815      4                        0.5793551771132546       0.29742062109057815      4                        0.5727146418634176       0.301171291582274        4                        0.5668091801434721       0.3044325219599725       4                        0.5615146553777681       0.3072527038851217       4                        0.5567329584705214       0.3096734609291512
0.577748825227891         0.30560625728540286      4                        0.577748825227891        0.30560625728540286      4                        0.571412102466816        0.30949699799702096      4                        0.5657795329480668       0.3128860429697191       4                        0.560732639724432        0.3158244211855034       4                        0.5561777706386538       0.31835494301099837
0.5759413420808722        0.31374910661767325      4                        0.5759413420808722       0.31374910661767325      4                        0.5699084011109288       0.31778721149713657      4                        0.5645484362443667       0.3213106153738642       4                        0.55974864716393         0.32437323850683325      4                        0.555419906518009        0.3270192058015708
0.573936573432287         0.32184490645754893      4                        0.573936573432287        0.32184490645754893      4                        0.5682069734589984       0.3260376966795521       4                        0.5631189702336625       0.32970202872664717      4                        0.5585654393940711       0.3328949593041549       4                        0.5544618365133724       0.33566205284949285
0.5717383018056175        0.32988993652228105      4                        0.5717383018056175       0.32988993652228105      4                        0.5663112071446865       0.3342447405515985       4                        0.5614941799858143       0.3380565784075785       4                        0.5571857548966783       0.3413858784719899       4                        0.5533060193667189       0.3442797663044415
0.5693503547098523        0.33788050547537996      4                        0.5693503547098523       0.33788050547537996      4                        0.5642245326140826       0.34240463081607786      4                        0.5596771506129601       0.3463705360644004       4                        0.5556123698553161       0.3498422453824669       4                        0.5519549499767001       0.3528685630253055
0.566776628085989         0.34581292124821433      4                        0.566776628085989        0.34581292124821433      4                        0.5619504470233555       0.35051362579537515      4                        0.5576710315568786       0.35464011893306796      4                        0.5538481227917084       0.3582602325069996       4                        0.5504111843359258       0.3614245625100398
0.5640210784282961        0.3536835588931513       4                        0.5640210784282961       0.3536835588931513       4                        0.5594925104571397       0.3585680240501442       4                        0.555479036484677        0.36286156082181037      4                        0.5518959177961356       0.3666360075271444       4                        0.548677345791713        0.3699438600172587
0.561087553412524         0.36148931607235624      4                        0.561087553412524        0.36148931607235624      4                        0.5568541952732492       0.3665646318415296       4                        0.5531043093715537       0.3710315902291709       4                        0.5497586057032465       0.3749662211825489       4                        0.5467560199384145       0.3784230234440196
0.5579798451564665        0.369227360437478        4                        0.5579798451564665       0.369227360437478        4                        0.554038931167392        0.3745005070724259       4                        0.5505499622521273       0.3791471709302681       4                        0.5474390152303361       0.3832477446393815       4                        0.5446497796811974       0.38685882767838664
0.5547017900092334        0.3768948583849315       4                        0.5547017900092334       0.3768948583849315       4                        0.551050195883907        0.38237268253635387      4                        0.5478191578898489       0.38720522002910185      4                        0.544940028437339        0.39147738265270615      4                        0.5423612541250401       0.3952479632051027
0.5512572796847611        0.384488983193219        4                        0.5512572796847611       0.384488983193219        4                        0.5478915277858167       0.3901781746831767       4                        0.5449151237265336       0.3952026171220503       4                        0.5422645959806134       0.39965188302263155      4                        0.5398931450229161       0.40358704582880034
0.5476501968803271        0.39200707335174667      4                        0.5476501968803271       0.39200707335174667      4                        0.5445664685112563       0.39791414706025335      4                        0.5418411009087055       0.4031363722294556       4                        0.5394156919154118       0.40776810861683677      4                        0.5372481868183907       0.4118727925059405
0.5438842482854835        0.39944693977993634      4                        0.5438842482854835       0.39944693977993634      4                        0.5410784083521446       0.40557822838337004      4                        0.5386002007640525       0.41100395357887076      4                        0.5363961801535181       0.4158233740636801       4                        0.5344290221209556       0.42010236631556686
0.5399631272475902        0.40680647838151335      4                        0.5399631272475902       0.40680647838151335      4                        0.537430735060025        0.4131681159574293       4                        0.5351955413566402       0.4188028826221851       4                        0.5332089400541306       0.4238150329827323       4                        0.5314383173328967       0.4282729564593346
0.5358905631139165        0.4140835867692676       4                        0.5358905631139165       0.4140835867692676       4                        0.5336268808339312       0.42068149064223265      4                        0.5316302925015762       0.426530647314702        4                        0.5298569097313293       0.4317403896935692       4                        0.5282788044149727       0.436381688522902
0.5316703237100809        0.4212761810514164       4                        0.5316703237100809       0.4212761810514164       4                        0.5296703261666068       0.4281160347428608       4                        0.5279076809525665       0.43418472094027905      4                        0.5263430925050162       0.439596718905496        4                        0.524953288487741        0.4444256449845456
0.527306067966522         0.4283824468321652       4                        0.527306067966522        0.4283824468321652       4                        0.5255644622578314       0.435469692538568        4                        0.524030861611452        0.44176283123752225      4                        0.5226704360060447       0.44738154277630304      4                        0.5214645340533048       0.45240214964680997
0.522801300225878         0.4354008711963662       4                        0.522801300225878        0.4354008711963662       4                        0.5213125467031072       0.44274070555274586      4                        0.5200028745235938       0.4492629986172384       4                        0.5188417903414971       0.4550926718534532       4                        0.5178152241806221       0.46030881110365024
0.5181595359723256        0.44232995591525426      4                        0.5181595359723256       0.44232995591525426      4                        0.5169178590765128       0.4499273172255112       4                        0.5158267915586885       0.4566832330773366       4                        0.5148600468601051       0.4627278948652419       4                        0.5140080921247281       0.46814320592897307
0.513384318157503         0.4491682071554209       4                        0.513384318157503        0.4491682071554209       4                        0.5123837173384408       0.4570277628490146       4                        0.5115057329974626       0.46402152434764354      4                        0.5107281549389833       0.47028496909710243      4                        0.5100459383009551       0.4759028692804195
0.5084791939857995        0.45591418089105823      4                        0.5084791939857995       0.45591418089105823      4                        0.5077134566321398       0.4640403173655032       4                        0.507042848204735        0.47127589186862656      4                        0.5064491043567175       0.47776167241913603      4                        0.5059316141913354       0.48358534883436843
0.48762601226808455       0.4819538794202708       4                        0.48762601226808455      0.4819538794202708       4                        0.48773401601800753      0.49118452838687104      4                        0.48783272156899715      0.4994218458687689       4                        0.48791835593283867      0.5068276024361735       4                        0.48800740657168573      0.5135016047920868
0.49301763361787054       0.47558759014610535      4                        0.49301763361787054      0.47558759014610535      4                        0.4929173846893096       0.48453696593591655      4                        0.4928330711475075       0.49251920826339085      4                        0.49275748902300237      0.4996908798466273       4                        0.49270295674316084      0.5061486949618551
0.5034475213812161        0.4625667389262634       4                        0.5034475213812161       0.4625667389262634       4                        0.5029102447973225       0.4709635627757933       4                        0.5024411392032981       0.47844466255475354      4                        0.5020257560184576       0.4851560906086788       4                        0.5016678594675236       0.49118850095571304
0.498292572288675         0.46912487684305393      4                        0.498292572288675        0.46912487684305393      4                        0.4979771795019604       0.47779621109402515      4                        0.4977035524042201       0.48552628925666397      4                        0.49746092887773075      0.4924664317142404       4                        0.4972573845777936       0.4987103012582217
0.3879141046751169        0.5702490309675803       4                        0.3879141046751169       0.5702490309675803       4                        0.3903482077913189       0.5841747472686821       4                        0.3924647422405734       0.5966633823217841       4                        0.39429867933060575      0.607950664825601        4                        0.3959191183002128       0.6181900306302607
0.3947784559340355        0.5654904078648121       4                        0.3947784559340355       0.5654904078648121       4                        0.3971239347235719       0.5791237439803744       4                        0.39916526451029005      0.5913481860278443       4                        0.40093583650396214      0.602395498024479        4                        0.40250242352183685      0.6124156195348424
0.40157023894296473       0.560629996270095        4                        0.40157023894296473      0.560629996270095        4                        0.4038195710834015       0.5739694819482976       4                        0.4057790099857057       0.5859283035666948       4                        0.407480259090946        0.5967341635462271       4                        0.40898761774315856      0.6065335123474347
0.4082871761861284        0.5556677174832684       4                        0.4082871761861284       0.5556677174832684       4                        0.41043279597742643      0.5687121521646906       4                        0.4123036045414756       0.5804041739721933       4                        0.41392950912809795      0.5909673276997112       4                        0.4153721918828318       0.6005445848821924
0.414926829969041         0.5506036042894256       4                        0.414926829969041        0.5506036042894256       4                        0.41696113900808884      0.5633520662913832       4                        0.41873653433179         0.5747763656724438       4                        0.4202810177920188       0.5850957947721579       4                        0.4216535142213736       0.5944498593063358
0.42148669613568596       0.5454377410135524       4                        0.42148669613568596      0.5454377410135524       4                        0.42340207330190494      0.5578895925044906       4                        0.42507523831309263      0.5690455084873893       4                        0.4265321775724314       0.5791204355149638       4                        0.4278289223405007       0.5882504293914385
0.42796427425613076       0.5401702097714829       4                        0.42796427425613076      0.5401702097714829       4                        0.4297530847600739       0.5523250982149697       4                        0.4313171767529282       0.5632122331063467       4                        0.43268041020415454      0.5730421236460983       4                        0.43389579059745803      0.5819473942636736
0.434357065291855         0.5348010874692684       4                        0.434357065291855        0.5348010874692684       4                        0.4360116697437961       0.5466589466435147       4                        0.4374598289813827       0.5572771672236677       4                        0.43872316451859344      0.5668617315570992       4                        0.43985152808772365      0.5755418536880189
0.44066249903233395       0.5293305043268887       4                        0.44066249903233395      0.5293305043268887       4                        0.4421752641419207       0.5408915582343384       4                        0.4435006239112263       0.5512409995161148       4                        0.44465784825711563      0.5605801966045865       4                        0.4456935116073373       0.5690349764582819
0.44687782878573745       0.5237587441537092       4                        0.44687782878573745      0.5237587441537092       4                        0.4482411411295356       0.5350235156418656       4                        0.4494368405160872       0.5451045888372695       4                        0.4504817309614027       0.5541986341248542       4                        0.4514189906854768       0.5624281169055073
0.4530002887408067        0.5180861168773411       4                        0.4530002887408067       0.5180861168773411       4                        0.4542065657049831       0.529055428528499        4                        0.45526575997235985      0.5388688219583638       4                        0.45619209409971095      0.547718188715481        4                        0.4570252359781676       0.5557226602380803
0.4590271199219413        0.5123129312814625       4                        0.4590271199219413       0.5123129312814625       4                        0.46006882000166466      0.5229879044515411       4                        0.46098469044246754      0.5325345827130107       4                        0.4617862554245831       0.5411400017568148       4                        0.4625095632582109       0.5489199885542358
0.46495556060283255       0.5064394978105011       4                        0.46495556060283255      0.5064394978105011       4                        0.4658251938212418       0.5168215514586056       4                        0.4665909577312915       0.5261027543347413       4                        0.46726155976152417      0.5344652134792203       4                        0.4678693243177302       0.5420214826453243
0.4821209564974997        0.48822284815959344      4                        0.4821209564974997       0.48822284815959344      4                        0.4824301855273474       0.4977376998715387       4                        0.4827055002098857       0.5062327258741762       4                        0.48294643267967957      0.5138748620365017       4                        0.483173560579836        0.5207670467604595
0.47650551392544216       0.4943938488662059       4                        0.47650551392544216      0.4943938488662059       4                        0.4770088240823559       0.5041955361676204       4                        0.47745424037382345      0.5129506308415012       4                        0.47784447569576516      0.5208311842522922       4                        0.47820411397625795      0.527943304240522
0.47078270495000374       0.5004662695547843       4                        0.47078270495000374      0.5004662695547843       4                        0.47147284760589975      0.5105571254987807       4                        0.47208177205628626      0.5195743726246447       4                        0.4726152491252964       0.527695121368565        4                        0.47310178004087994      0.5350286852170177
0.38097943924022326       0.5749059516052358       4                        0.38097943924022326      0.5749059516052358       4                        0.3834946958423878       0.5891223115741623       4                        0.3856798094880846       0.6018734677189341       4                        0.3875712245988158       0.6133990158331627       4                        0.3892402166894874       0.6238558921128853
0.3739767137369871        0.5794612495771267       4                        0.3739767137369871       0.5794612495771267       4                        0.37656571218016005      0.5939662532208867       4                        0.3788128474239212       0.6069780170789122       4                        0.380755930655855        0.6187399059606419       4                        0.3824682606697071       0.6294123572209148
0.3669081781007877        0.5839150046133649       4                        0.3669081781007877       0.5839150046133649       4                        0.36956357361956654      0.5987063918298117       4                        0.37186624775393584      0.6119766121355523       4                        0.37385527270736024      0.6239727009543184       4                        0.37560581495308026      0.6348585942590343
0.35977596857653266       0.5882673648379464       4                        0.35977596857653266      0.5882673648379464       4                        0.36249049170922415      0.603342623471118        4                        0.36484230448096844      0.6168689189089508       4                        0.3668716349463456       0.62909685867893         4                        0.36865535933643817      0.6401938714425512
0.3525821181760275        0.5925185326125875       4                        0.3525821181760275       0.5925185326125875       4                        0.3553485824093918       0.6078749060592255       4                        0.3577432228284328       0.6216546727179236       4                        0.35980731874940114      0.6341119137884886       4                        0.36161929618649885      0.6454175412757763
0.3453286539599813        0.5966687031870642       4                        0.3453286539599813       0.5966687031870642       4                        0.3481399621861891       0.6123031942792999       4                        0.3505712142556429       0.6263336097699502       4                        0.35266463671460224      0.6390174063041218       4                        0.3545000435756968       0.6505289664086741
0.3006655144127388        0.6194609000619951       4                        0.3006655144127388       0.6194609000619951       4                        0.3036026373626309       0.6366883527929965       4                        0.3061290183535358       0.6521518402191563       4                        0.3082904141666604       0.6661270355695667       4                        0.31017149890879614      0.6788086780428954
0.3082360684771851        0.6159119910925148       4                        0.3082360684771851       0.6159119910925148       4                        0.31116870781931805      0.6328840548775049       4                        0.31369348225254934      0.648118103389463        4                        0.3158558135827443       0.6618870127441053       4                        0.31773998291785277      0.6743822024177463
0.3157583752791429        0.612263509698752        4                        0.3157583752791429       0.612263509698752        4                        0.3186800971652725       0.6289758618327098       4                        0.32119772717723405      0.643976458145917        4                        0.32335625159525355      0.6575352831148205       4                        0.32523939099627025      0.6698404026121293
0.32323061480215715       0.6085152034935426       4                        0.32323061480215715      0.6085152034935426       4                        0.32613486130140584      0.6249637283285937       4                        0.32863968487111916      0.6397270434749477       4                        0.3307895350944004       0.6530721463831278       4                        0.3326674048581426       0.6651837189311713
