% Model:              first_sketch_v06__sigmasweep_adaptivemesh_179.9CA.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jul 31 2021, 19:02
% Dimension:          2
% Nodes:              366
% Expressions:        24
% Description:        Entity index, r-coordinate, z-coordinate
% Length unit:        mm
% r                       z                        dom @ t=157              r (mm) @ t=157           z (mm) @ t=157           dom @ t=167              r (mm) @ t=167           z (mm) @ t=167           dom @ t=177              r (mm) @ t=177           z (mm) @ t=177           dom @ t=187              r (mm) @ t=187           z (mm) @ t=187           dom @ t=197              r (mm) @ t=197           z (mm) @ t=197           dom @ t=207              r (mm) @ t=207           z (mm) @ t=207           dom @ t=217              r (mm) @ t=217           z (mm) @ t=217           dom @ t=227              r (mm) @ t=227           z (mm) @ t=227
0.15653676963689872       0.754909884475099        4                        0.15653676963689872      0.754909884475099        4                        0.15834337650765942      0.7674397969378783       4                        0.1599815899122419       0.7788846176460509       4                        0.16142661942847158      0.789383317769378        4                        0.16268826905764083      0.7990465634144327       4                        0.16378875870265924      0.8079652859730616       4                        0.16475191013999504      0.8162164160143929       4                        0.16559935924481162      0.8238662505211417
0.16458408447683479       0.7527716553427307       4                        0.16458408447683479      0.7527716553427307       4                        0.16646450093570722      0.7652050146822001       4                        0.1681699528132353       0.7765611166916565       4                        0.16967494253761733      0.7869793601001948       4                        0.17098963261735436      0.7965700429596787       4                        0.17213702584201454      0.8054233840134084       4                        0.17314180220977296      0.8136155201265098       4                        0.17402638957369798      0.8212119869516661
0.17260169802045464       0.7505242998651515       4                        0.17260169802045464      0.7505242998651515       4                        0.17455278372914412      0.762856873204522        4                        0.17632265821376145      0.7741203580007228       4                        0.1778851953184294       0.784454564533221        4                        0.17925089645968664      0.7939694014293892       4                        0.18044349593715475      0.8027543493100329       4                        0.18148847829364248      0.81088472462837         4                        0.18240901581589367      0.8184252761005969
0.18058801220836568       0.7481679195326694       4                        0.18058801220836568      0.7481679195326694       4                        0.182606501282155        0.7603955770108048       4                        0.18443786695444042      0.7715626402803807       4                        0.18605543386970685      0.7818093104865917       4                        0.18747002267335047      0.7912450849316339       4                        0.18870604697966223      0.7999586818655948       4                        0.18978974110336005      0.8080245723049299       4                        0.19074497313995747      0.8155066940839638
0.18854138978149          0.7457026343813946       4                        0.18854138978149         0.7457026343813946       4                        0.19062389489133535      0.7578213534305973       4                        0.1925137082049851       0.7688882891398773       4                        0.19418368499119698      0.7790440081572264       4                        0.19564494542251756      0.7883975739850339       4                        0.19692252958788384      0.7970369194586032       4                        0.1980433658754464       0.8050356468166696       4                        0.19903196862669467      0.8124568607382372
0.5520252501818148        0.2822961674138605       4                        0.5520252501818148       0.2822961674138605       4                        0.5474481811997576       0.28452700880344023      4                        0.543263827188508        0.2865172484904065       4                        0.5394234276066704       0.28830628714912976      4                        0.5358858189498339       0.28991718217478857      4                        0.5326158401995885       0.29136635694428425      4                        0.5295834565001126       0.2926675641539712       4                        0.5267629698192922       0.29383342598160667
0.5514950331754749        0.2739868048342234       4                        0.5514950331754749       0.2739868048342234       4                        0.5467530308876991       0.2761722657150545       4                        0.5424165760713957       0.2781199153708793       4                        0.5384355780083543       0.27986885719833393      4                        0.5347675160660872       0.2814418455959137       4                        0.5313760136166931       0.28285508532357273      4                        0.5282299986309845       0.28412217782669885      4                        0.525302905064719        0.2852556393472882
0.552365342353045         0.2906154678946601       4                        0.552365342353045        0.2906154678946601       4                        0.5479546792549593       0.29289440016433804      4                        0.5439236254227786       0.2949296580115686       4                        0.5402248024587993       0.296761037714633        4                        0.5368184419969496       0.2984119579366349       4                        0.5336706302389935       0.29989909592291186      4                        0.5307523963385816       0.3012363768716617       4                        0.5280389330638441       0.3024365413261796
0.1964601947272338        0.7431285720128846       4                        0.1964601947272338       0.7431285720128846       4                        0.19860321168889056      0.755134440969909        4                        0.2005483208608527       0.7660976448409669       4                        0.20226798801669255      0.7761590857605868       4                        0.20377361318337067      0.7854273703394796       4                        0.2050908096125196       0.7939896241264321       4                        0.20624714331244257      0.8019185589146526       4                        0.20726772451430292      0.8092764256265736
0.2043427925873668        0.7404458669201117       4                        0.2043427925873668       0.7404458669201117       4                        0.20654270504419445      0.7523350884383344       4                        0.20853985405367848      0.7631910612502034       4                        0.21030639545128474      0.7731549883568692       4                        0.2118539895166261       0.7823349957274822       4                        0.21320876904474886      0.79081738088754         4                        0.21439888062151433      0.798673945172582        4                        0.21544997935853752      0.8059660668134916
0.21218755070265516       0.7376546597624792       4                        0.21218755070265516      0.7376546597624792       4                        0.21444063489123458      0.749423554022281        4                        0.2164864675834103       0.7601689047310455       4                        0.21829697353251465      0.7700321766075067       4                        0.21988405376957043      0.7791209905348915       4                        0.2212743068609223       0.787520796371978        4                        0.22249640249736993      0.7953024666166219       4                        0.2235764891454587       0.802526489527701
0.21999283838901096       0.7347550965919205       4                        0.21999283838901096      0.7347550965919205       4                        0.22229526800091787      0.7464001042974568       4                        0.2243863322987382       0.7570315529654511       4                        0.22623780273826247      0.7667911254521351       4                        0.22786180172407092      0.7757859123825344       4                        0.22928533981661306      0.7841004973520281       4                        0.23053755206325696      0.7918048072431505       4                        0.23164502837626771      0.7989584246994813
0.22775702704005085       0.7317473280325537       4                        0.22775702704005085      0.7317473280325537       4                        0.23010487810303204      0.7432650132178191       4                        0.23223763027220384      0.7537793937669038       4                        0.2341269780560824       0.7634323227829939       4                        0.23578524598863762      0.7723303347046189       4                        0.2372398029780737       0.7805571292644462       4                        0.23852019155004825      0.7881816725200491       4                        0.23965339089601703      0.7952626274717876
0.23547849015070096       0.7286315084165951       4                        0.23547849015070096      0.7286315084165951       4                        0.23786774596016846      0.7400185610460678       4                        0.24003855494679444      0.7504128238219443       4                        0.24196260923461352      0.7599562680357745       4                        0.24365241637790347      0.7687548452321467       4                        0.24513565024369813      0.7768913546267403       4                        0.24644220296675456      0.7844337877714641       4                        0.24759939071497966      0.7914398755847164
0.24315560325625757       0.7254077948794972       4                        0.24315560325625757      0.7254077948794972       4                        0.24558215936077007      0.7366610332366518       4                        0.2477873112016016       0.7469322473775067       4                        0.24974282095354272      0.7563634707179876       4                        0.2514613602119386       0.7650600444036604       4                        0.25297085478917536      0.7731038513688993       4                        0.254301488701222        0.7805618964647935       4                        0.2554808627691234       0.7874909676480886
0.25078667377301955       0.7220763775702086       4                        0.25078667377301955      0.7220763775702086       4                        0.25324634266078694      0.7331927517322111       4                        0.255482044654857        0.7433381085288413       4                        0.2574656819584141       0.7526544836133473       4                        0.25921007133964385      0.7612465794242737       4                        0.26074333802192845      0.7691953476933152       4                        0.2620959004369739       0.7765667958241017       4                        0.2632955918219279       0.7834167594668273
0.2583699224392625        0.7186374931114112       4                        0.2583699224392625       0.7186374931114112       4                        0.2608584383672113       0.7296140887374144       4                        0.26312082340148096      0.7396309052762863       4                        0.26512918697490767      0.7488299171120818       4                        0.2668964722460652       0.7573151588692212       4                        0.2684509518905858       0.7651666369532123       4                        0.26982322166894546      0.7724493519849911       4                        0.2710412951866476       0.7792181794737989
0.265903598522874         0.7150913760758673       4                        0.265903598522874        0.7150913760758673       4                        0.2684166229350571       0.7259254160000859       4                        0.27070175438262056      0.7358111367787254       4                        0.2727313736509211       0.7448903846228149       4                        0.2745185315611089       0.7532664964384141       4                        0.27609159694769697      0.7610185199202862       4                        0.27748128630407637      0.7682104409284629       4                        0.2787157418468846       0.7748961684664124
0.27338595449733505       0.7114382684262783       4                        0.27338595449733505      0.7114382684262783       4                        0.2759190813134818       0.7221271144745463       4                        0.27822295784178025      0.7318793132114011       4                        0.280270296979685        0.7408365126114812       4                        0.2820742384983302       0.7491013211724444       4                        0.28366319684149166      0.7567518151770581       4                        0.28506795323433676      0.763850959049876        4                        0.2863167271320291       0.7704516903532539
0.2808152461132356        0.7076784184057311       4                        0.2808152461132356       0.7076784184057311       4                        0.2833640070019304       0.7182195730026745       4                        0.2856825673942555       0.7278359542424032       4                        0.28774402942997535      0.7366689388922155       4                        0.2895616030870806       0.7448203755840426       4                        0.29116369868131337      0.7523673571155505       4                        0.2925811068591453       0.7593718210494667       4                        0.293842073414352        0.7658857299590569
0.28818971673962757       0.7038120877138924       4                        0.28818971673962757      0.7038120877138924       4                        0.29074958634729875      0.7142031956055978       4                        0.2930787143086728       0.7236815964172847       4                        0.29515064525956186      0.7323883200956346       4                        0.29697864055977036      0.740424423209746        4                        0.29859105753117476      0.7478660035751135       4                        0.3000186417103108       0.7547739676596348       4                        0.3012896148846779       0.7611993008450901
0.2955075410150326        0.6998395828057018       4                        0.2955075410150326       0.6998395828057018       4                        0.29807394217139627      0.7100784338006769       4                        0.3004094711346501       0.7194168263972601       4                        0.3024881641826593       0.7279953657466557       4                        0.3043233150932867       0.7359142834602755       4                        0.3059431802511029       0.7432486714078556       4                        0.307378406413317        0.7500584018747103       4                        0.30865714164926383      0.7563934821586656
0.30276687738489727       0.6957612304118417       4                        0.30276687738489727      0.6957612304118417       4                        0.3053351864926949       0.7058457609504153       4                        0.30767290461916785      0.7150422542140237       4                        0.3097546045131399       0.7234908105130515       4                        0.3115935932073346       0.7312908029542262       4                        0.3132179791707493       0.7385163069842913       4                        0.3146582576506718       0.7452261587071473       4                        0.3159424539936397       0.7514693877101463
0.3099658888503861        0.6915773659936453       4                        0.3099658888503861       0.6915773659936453       4                        0.31253144126449245      0.7015056601091115       4                        0.31486709646057026      0.7105585005384705       4                        0.31694800398518275      0.7188754009331457       4                        0.31878746469802327      0.7265548417476978       4                        0.32041339317182954      0.7336698719681576       4                        0.32185608142108296      0.740278290547538        4                        0.32314338384074986      0.7464281509544083
0.3171027429792414        0.6872883323876122       4                        0.3171027429792414       0.6872883323876122       4                        0.31966083834749814      0.6970586224506391       4                        0.3219901432629336       0.7059661948920923       4                        0.3240664197310031       0.7141498934187204       4                        0.32590294267875597      0.7217072711439048       4                        0.3275273878247427       0.7287103409498518       4                        0.32896979329863674      0.7352158646376221       4                        0.33025779515544157      0.7412709223172997
0.5525167958833425        0.29894043348898247      4                        0.5525167958833425       0.29894043348898247      4                        0.548273873000269        0.3012702861130719       4                        0.5443972002541255       0.303353095679468        4                        0.5408408259709746       0.3052291533038159       4                        0.5375664107869507       0.30692229839270946      4                        0.5345413172667713       0.30844949849552267      4                        0.5317376638910974       0.30982487365818573      4                        0.5291315560700988       0.31106129622873824
0.5524811680826582        0.307266789366557        4                        0.5524811680826582       0.307266789366557        4                        0.5484071733236178       0.309650501295418        4                        0.544685836694371        0.3117834933817041       4                        0.5412726705077663       0.3137066513425636       4                        0.5381307940832295       0.3154442957383311       4                        0.5352288729581605       0.31701372185024324      4                        0.5325401386682865       0.3184292678742889       4                        0.5300416300913384       0.3197039523106329
0.32417559386761335       0.6828944897117079       4                        0.32417559386761335      0.6828944897117079       4                        0.3267215014368863       0.6925051573854967       4                        0.32904013844792857      0.7012659859390211       4                        0.33110791021831104      0.7093150646932411       4                        0.3329380455818102       0.7167489842589185       4                        0.3345579374849771       0.7236387121268182       4                        0.33599732064872256      0.7300399738545746       4                        0.3372835663006775       0.7359988800741731
0.3311825191648689        0.678396256712162        4                        0.3311825191648689       0.678396256712162        4                        0.3337114832549008       0.6878458352017843       4                        0.3360151096123269       0.6964585852965237       4                        0.33807047278519875      0.7043717566605849       4                        0.33989073488206456      0.7116809418550069       4                        0.34150296321270673      0.718456054021208        4                        0.34293654074822766      0.7247517842416783       4                        0.34421852836263683      0.7306132786293841
0.36516044472991843       0.6543552327810178       4                        0.36516044472991843      0.6543552327810178       4                        0.367532861638944        0.6629826997350549       4                        0.3696957715641654       0.6708400131376425       4                        0.3716298057444406       0.6780589388703401       4                        0.37334746173931366      0.6847295390142022       4                        0.37487357237412955      0.6909163302299861       4                        0.3762350810570236       0.6966688837145156       4                        0.3774568512428917       0.7020276314215693
0.3717309043284994        0.6492406096146904       4                        0.3717309043284994       0.6492406096146904       4                        0.3740576224035436       0.657701393345852        4                        0.3761792236125648       0.6654056089823159       4                        0.37807705645012973      0.6724836718066094       4                        0.37976341414536985      0.679024429853154        4                        0.38126256851220663      0.6850912972287305       4                        0.38260084818821344      0.6907328360518          4                        0.38380255610578495      0.6959885631792525
0.35851225750136856       0.6593684619087157       4                        0.35851225750136856      0.6593684619087157       4                        0.3609255814501821       0.6681620637934084       4                        0.3631254140408708       0.6761719958737146       4                        0.36509166431228024      0.683531291181071        4                        0.366837009241522        0.6903311900779276       4                        0.3683868059552855       0.6966373043373247       4                        0.36976857216226444      0.7025002199525604       4                        0.3710076931069611       0.7079612942828147
0.3381215798224526        0.6737940774885117       4                        0.3381215798224526       0.6737940774885117       4                        0.3406288252763513       0.6830812523629836       4                        0.34291307825246375      0.6915447314989416       4                        0.34495210341506544      0.6993208391261376       4                        0.34675897497268154      0.706504133911029        4                        0.3483603927894947       0.713163465988193        4                        0.3497853409750557       0.7193524945353267       4                        0.35106052553924016      0.7251154071338014
0.3449908430998903        0.6690884063717639       4                        0.3449908430998903       0.6690884063717639       4                        0.3474715806571978       0.6782120156622661       4                        0.349732082632289        0.6865251734671476       4                        0.3517508195853225       0.6941631926202061       4                        0.3535407560365939       0.7012195618427447       4                        0.35512818364760496      0.7077620598765123       4                        0.3565416418239617       0.7138433173054646       4                        0.357807438267099        0.7195065701397857
0.35178838249328187       0.6642797062880387       4                        0.35178838249328187      0.6642797062880387       4                        0.3542378140631253       0.6732387403911365       4                        0.35647017753036975      0.681400668477548        4                        0.35846465997506094      0.6888997061613199       4                        0.36023409375773613      0.6958282360613327       4                        0.36180432262004336      0.7022529573880142       4                        0.3632033967237723       0.7082254761226611       4                        0.3644571831299451       0.7137880845809953
0.3782216050295331        0.644025194960849        4                        0.3782216050295331       0.644025194960849        4                        0.38049784541421444      0.6523189007969961       4                        0.38257376263500553      0.6598696823014623       4                        0.38443141235528366      0.6668065221382452       4                        0.3860828576321289       0.6732170189123936       4                        0.38755177350580694      0.6791634769643966       4                        0.388863834764316        0.684693455522322        4                        0.3900427463591181       0.6898455673492502
0.38463052396494163       0.6387096012505835       4                        0.38463052396494163      0.6387096012505835       4                        0.38685152586052474      0.6468359871992124       4                        0.38887739948068617      0.654233139908179        4                        0.3906908924889357       0.6610285291378492       4                        0.39230381094562516      0.667308469197218        4                        0.39373919826282944      0.6731341476851131       4                        0.395022037694285        0.6785521275458645       4                        0.39617540005450114      0.6836001290844402
0.3909556244515173        0.6332944677635546       4                        0.3909556244515173       0.6332944677635546       4                        0.39311665035505045      0.6412534439405169       4                        0.3950881413980631       0.6484969141982615       4                        0.3968535170746649       0.6551507571441301       4                        0.3984242985964842       0.6612999685806442       4                        0.399822863760762        0.6670046126429982       4                        0.4010734679972184       0.6723102629717568       4                        0.40219851315588695      0.6772537596225976
0.39719478212661125       0.6277805274150731       4                        0.39719478212661125      0.6277805274150731       4                        0.39929112382436605      0.6355721573102915       4                        0.40120391960542645      0.6426620334427381       4                        0.4029172357177873       0.6491743673664622       4                        0.4044422796111899       0.655192802984402        4                        0.405800730314801        0.6607762745367884       4                        0.4070160805436963       0.6659693736839318       4                        0.4081100297147998       0.6708080729651311
0.5456714804070082        0.37344711563122845      4                        0.5456714804070082       0.37344711563122845      4                        0.5429725373626721       0.37637753262616597      4                        0.5405117214098486       0.37901572244223486      4                        0.5382567613142104       0.38141086314558886      4                        0.5361830189921476       0.3835933244535178       4                        0.534270232033675        0.3855844271417909       4                        0.5325011893241146       0.3874011626782801       4                        0.5308610124831856       0.3890583111633275
0.5471394119275456        0.3652512539215902       4                        0.5471394119275456       0.3652512539215902       4                        0.5442678434772843       0.3681014873052039       4                        0.5416490776157384       0.3706659064644462       4                        0.5392493286998087       0.37299232078623834      4                        0.5370424099469704       0.3751101333398024       4                        0.535006635722469        0.3770400247549873       4                        0.5331235525832659       0.3787985639787005       4                        0.5313772229036369       0.380400249423137
0.5522600951490728        0.31559026686962616      4                        0.5522600951490728       0.31559026686962616      4                        0.5483560625293175       0.31803087660842466      4                        0.5447908843647375       0.3202167708057415       4                        0.541521566985944        0.32218952969637843      4                        0.5385127138741815       0.32397401606645493      4                        0.535734317564966        0.32558789115370124      4                        0.5331607447278356       0.32704573542139287      4                        0.5307699874561368       0.32836072867401295
0.5518552934911775        0.3239066968457732       4                        0.5518552934911775       0.3239066968457732       4                        0.5481220981326952       0.3264073329010718       4                        0.5447137635144048       0.328648929482675        4                        0.5415888129011122       0.33067386104056334      4                        0.5387133552247716       0.3325075940517307       4                        0.5360587314369745       0.33416819453792834      4                        0.5336004637337517       0.33567051002095455      4                        0.5313175160522375       0.3370278974639439
0.5512685358104911        0.3322122596689184       4                        0.5512685358104911       0.3322122596689184       4                        0.5477068947293012       0.33477613283726537      4                        0.5444559521466409       0.33707630634360225      4                        0.5414757642444651       0.33915604799552657      4                        0.538733962580662        0.3410414895735072       4                        0.5362032553656421       0.3427511411345103       4                        0.5338603390385055       0.3443001425929411       4                        0.5316851668847535       0.3457020445313895
0.5505016479757916        0.34050321823113294      4                        0.5505016479757916       0.34050321823113294      4                        0.5471121160395995       0.3431336121385775       4                        0.5440189735745273       0.3454953033118019       4                        0.5411838188786945       0.34763255115596         4                        0.5385758192423533       0.3495722142587837       4                        0.5361690664059038       0.35133328620055293      4                        0.5339414480767264       0.3529312250296681       4                        0.5318739232442375       0.3543797919178102
0.5495565176987335        0.3487758375053918       4                        0.5495565176987335       0.3487758375053918       4                        0.5463394824649422       0.35147609841078536      4                        0.5434044029097991       0.3539023054280757       4                        0.5407144220121387       0.3560998065463812       4                        0.5382402518769646       0.3580962482955574       4                        0.5359573814766074       0.3599111473149393       4                        0.5338449051031624       0.3615603057992306       4                        0.5318848026283872       0.36305771289065014
0.5484351006320566        0.3570263921808136       4                        0.5484351006320566       0.3570263921808136       4                        0.5453907778653364       0.3597999186732892       4                        0.5426138744284555       0.36229368826213854      4                        0.5400690740768957       0.36455423290648825      4                        0.5377286388490489       0.36661004758678467      4                        0.5355694660967177       0.36848121139773454      4                        0.533571870296398        0.370183896829761        4                        0.5317188661823484       0.3717323386949518
0.5250640984856065        0.4453910564100383       4                        0.5250640984856065       0.4453910564100383       4                        0.5238843382826653       0.44920086933479697      4                        0.5228114304950103       0.45264509122419955      4                        0.5218251302594847       0.45578882051725705      4                        0.5209140752069347       0.4586734799158468       4                        0.5200707263500272       0.4613277382133671       4                        0.5192892591105824       0.4637734975512501       4                        0.5185646612153206       0.46602888228021705
0.5279844563710038        0.43759366786860115      4                        0.5279844563710038       0.43759366786860115      4                        0.526641026638853        0.4412919123201123       4                        0.5254187252465303       0.44463405147979473      4                        0.5242961691323661       0.4476831388275671       4                        0.5232606151583279       0.45047918580858604      4                        0.5223031421044408       0.45304991844940207      4                        0.5214166591606709       0.45541660184438837      4                        0.5205950415238907       0.45759691854741924
0.5307524971993597        0.4297408102317937       4                        0.5307524971993597       0.4297408102317937       4                        0.5292437192397048       0.43333088000812237      4                        0.5278704672647457       0.4365740120363202       4                        0.5266101610321999       0.439531274196132        4                        0.5254486469592704       0.44224130664042877      4                        0.5243756095366354       0.4447309208502516       4                        0.5233826888703857       0.447020766065546        4                        0.522462649191419        0.4491281001211526
0.5333658797412136        0.4218351250518654       4                        0.5333658797412136       0.4218351250518654       4                        0.5316902429275719       0.42532045664688567      4                        0.5301646332648673       0.42846769195584766      4                        0.5287652179604516       0.4313359770697845       4                        0.5274764056616078       0.43396262353278375      4                        0.5262864761579095       0.43637355808003453      4                        0.5251857988839829       0.4385888360750848       4                        0.524166029725229        0.44062530794687477
0.5440333726703748        0.38161074774385034      4                        0.5440333726703748       0.38161074774385034      4                        0.5415067539454564       0.3846248512666408       4                        0.5392035495206566       0.3873399589192208       4                        0.5370929805817237       0.38980670619391045      4                        0.5351519516519533       0.39205648671347826      4                        0.5333616273944672       0.3941112993809544       4                        0.5317060476497386       0.39598858404249354      4                        0.5301714037216442       0.3977034206590726
0.5358222891127413        0.4138793388803893       4                        0.5358222891127413       0.4138793388803893       4                        0.533978453052955        0.41726340370242976      4                        0.5322992300623268       0.4203178805243092       4                        0.5307594833503805       0.42310006172017145      4                        0.5293421590063495       0.42564597549515243      4                        0.528034123458774        0.4279806951381658       4                        0.5268244751995623       0.43012370486261314      4                        0.5257037654606861       0.4320914652276392
0.5381194581064095        0.40587619540475356      4                        0.5381194581064095       0.40587619540475356      4                        0.5361062530025134       0.40916249092560686      4                        0.5342723124532129       0.4121273673780447       4                        0.5325911484348574       0.4148263355290721       4                        0.5310442223955159       0.41729418794430706      4                        0.5296169805871626       0.4195551771682296       4                        0.5282972516455248       0.4216282396863784       4                        0.527074486920042        0.42352946392412194
0.5422272082048402        0.3897389282265381       4                        0.5422272082048402       0.3897389282265381       4                        0.5398724381236947       0.3928402375135702       4                        0.5377263536070055       0.3956354276417275       4                        0.535759640697397        0.3981766774710752       4                        0.5339507369336883       0.400496460261447        4                        0.5322822355936715       0.40261749023586174      4                        0.5307394345009518       0.4045576811610735       4                        0.5293096039154533       0.40633243104620603
0.5402551638927378        0.39782844942313733      4                        0.5402551638927378       0.39782844942313733      4                        0.5380715903855183       0.40102049019147284      4                        0.5360819789308661       0.40389893625762663      4                        0.5342584475267573       0.4065175926941192       4                        0.5325809537617182       0.4089100663877074       4                        0.5310335188282703       0.4110998231339373       4                        0.5296027039904968       0.4131052757470302       4                        0.5282768665727647       0.4149421584241649
0.5219937186941466        0.45313059031629604      4                        0.5219937186941466       0.45313059031629604      4                        0.520975787327926        0.4570553178884068       4                        0.5200505714630601       0.46060465886819774      4                        0.5191989021812202       0.4638458114312183       4                        0.5184107660760077       0.4668216466954943       4                        0.517679992829385        0.46956180282039806      4                        0.5170020200572492       0.4720888393896051       4                        0.516372948560991        0.4744213393982764
0.5187756257286291        0.460809950415758        4                        0.5187756257286291       0.460809950415758        4                        0.5179175228947631       0.4648528840246038       4                        0.5171381543685821       0.4685103347125114       4                        0.5164193619682043       0.4718516504286353       4                        0.5157524475028755       0.47492118495824714      4                        0.5151325943584822       0.47774957075130153      4                        0.5145564971675565       0.48036004441523683      4                        0.514021369340207        0.4827716642088487
0.5154121649235326        0.46842683069250807      4                        0.5154121649235326       0.46842683069250807      4                        0.51471173228306         0.4725911991634522       4                        0.5140762246866695       0.47635969732756406      4                        0.5134884268424481       0.4798038680449895       4                        0.5129409202700214       0.4829695790110377       4                        0.5124302257859898       0.48588848016933345      4                        0.511954288756664        0.48858450390737224      4                        0.5115114337212888       0.49107720014251294
0.49649747054024373       0.5054980077608477       4                        0.49649747054024373      0.5054980077608477       4                        0.49654770632791506      0.5103153344001602       4                        0.4965969240001462       0.5146808635708784       4                        0.4966315360231729       0.5186776101419285       4                        0.4966499419169912       0.5223593702502953       4                        0.4966550666964885       0.5257631678337157       4                        0.4966509789446758       0.5289166672325183       4                        0.49664150103893323      0.531842115775167
0.5005522132941196        0.49822553026413297      4                        0.5005522132941196       0.49822553026413297      4                        0.5004578225601283       0.5029064393972614       4                        0.5003751422159748       0.5071472309680265       4                        0.5002900089252027       0.5110285766047866       4                        0.5001997395822366       0.5146026495146823       4                        0.5001060192821221       0.5179053664602717       4                        0.5000117126231879       0.5209636142228647       4                        0.4999195535147959       0.5237990692995986
0.5044734093151831        0.4908802496768714       4                        0.5044734093151831       0.4908802496768714       4                        0.5042314975123923       0.49542756502948987      4                        0.5040142679438313       0.4995462071128083       4                        0.5038069054784343       0.5033145234167359       4                        0.5036056030185786       0.5067830796318472       4                        0.503410784411164        0.5099866997986481       4                        0.5032240989855151       0.5129515079801306       4                        0.5030471856056853       0.515698625379357
0.5119057206018485        0.47597894352231507      4                        0.5119057206018485       0.47597894352231507      4                        0.5113606437753132       0.4802679055382052       4                        0.510866870345991        0.4841503291404625       4                        0.5104080577519986       0.487699992194022        4                        0.5099780301458773       0.49096430445291556      4                        0.5095746282870636       0.4939759548012277       4                        0.509197040918531        0.4967595893348338       4                        0.5088447012094265       0.4993352658090775
0.5082586910339789        0.48346407857330137      4                        0.5082586910339789       0.48346407857330137      4                        0.5078665030971623       0.4878807162448808       4                        0.5075121995741881       0.4918798775027742       4                        0.5071802384972354       0.4955376101558554       4                        0.5068656481987329       0.4989028910118576       4                        0.506567570778959        0.5020094675710456       4                        0.5062864299625686       0.5048827167488718       4                        0.5060227640283942       0.507543220118869
0.40334585737074147       0.6221685508033887       4                        0.40334585737074147      0.6221685508033887       4                        0.40537284138109636      0.6297930505309883       4                        0.4072226606567105       0.6367295619518589       4                        0.40887999833758226      0.6431005563044736       4                        0.4103557181088316       0.6489882931675623       4                        0.4116707678685696       0.6544505707781312       4                        0.4128478441173787       0.6595310064469152       4                        0.4139079117488559       0.6642647183954581
0.40940672204520806       0.6164593220304145       4                        0.40940672204520806      0.6164593220304145       4                        0.4113597147050254       0.6239170586724033       4                        0.41314231248791383      0.63070057414275         4                        0.41473978092301744      0.6369305290107434       4                        0.41616260881720163      0.6426877672224088       4                        0.4174309813170624       0.6480289452608495       4                        0.41856676658251685      0.6529967139892998       4                        0.4195901642836596       0.6576253509148973
0.4153752591566889        0.6106536363628381       4                        0.4153752591566889       0.6106536363628381       4                        0.4172496715608063       0.6179451261136986       4                        0.4189608437882991       0.6245761518056877       4                        0.42049458477615637      0.6306654961514736       4                        0.42186097621571284      0.6362925574204819       4                        0.4230794095750059       0.6415128449900888       4                        0.4241708938979031       0.6463680514191185       4                        0.4251548343269301       0.6508916274492562
0.4212493389601211        0.6047523216396922       4                        0.4212493389601211       0.6047523216396922       4                        0.4230406320963216       0.61187822841492         4                        0.42467622046164666      0.6183574063891044       4                        0.4261424131189004       0.6243066966487012       4                        0.4274488512812427       0.6298040231616099       4                        0.42861410245844517      0.6349037432988665       4                        0.42965828712922827      0.6396465996782192       4                        0.43059998800450516      0.6440652305170051
0.4270267414562964        0.5987563206464038       4                        0.4270267414562964       0.5987563206464038       4                        0.4287304325059317       0.6057174567448665       4                        0.43028633033405805      0.6120455652996057       4                        0.43168119673557837      0.6178554856850331       4                        0.4329241979729562       0.6232236405359706       4                        0.43403304793236475      0.6282032308420551       4                        0.43502695038865796      0.6328340578615632       4                        0.4359236391278671       0.6371479617809143
0.43270523378154463       0.5926666210252026       4                        0.43270523378154463      0.5926666210252026       4                        0.4343169014847558       0.59946394549928         4                        0.4357890587412603       0.6056418974075451       4                        0.43710886878601024      0.6113132582399586       4                        0.4382849873705172       0.616552924015564        4                        0.4393342456663365       0.6214129355590837       4                        0.4402749038865295       0.6259321615614507       4                        0.44112382180628057      0.6301416588768961
