% Model:              first_sketch_v06__sigmasweep_adaptivemesh_179.9CA.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jul 31 2021, 19:02
% Dimension:          2
% Nodes:              399
% Expressions:        27
% Description:        Entity index, r-coordinate, z-coordinate
% Length unit:        mm
% r                       z                        dom @ t=287              r (mm) @ t=287           z (mm) @ t=287           dom @ t=297              r (mm) @ t=297           z (mm) @ t=297           dom @ t=307              r (mm) @ t=307           z (mm) @ t=307           dom @ t=317              r (mm) @ t=317           z (mm) @ t=317           dom @ t=327              r (mm) @ t=327           z (mm) @ t=327           dom @ t=337              r (mm) @ t=337           z (mm) @ t=337           dom @ t=347              r (mm) @ t=347           z (mm) @ t=347           dom @ t=357              r (mm) @ t=357           z (mm) @ t=357           dom @ t=367              r (mm) @ t=367           z (mm) @ t=367
0.18776808731213998       0.8534431375282507       4                        0.18776808731213998      0.8534431375282507       4                        0.18876696637219606      0.8579034893757432       4                        0.18970653550461541      0.8620860603960396       4                        0.19058516917503232      0.8660162809974169       4                        0.1914036748165128       0.8697159927174349       4                        0.19216451066420176      0.8732043132618345       4                        0.19287105778015104      0.8764980557232985       4                        0.19352709982587         0.8796120790293254       4                        0.19413655391497786      0.8825597696162035
0.17992533697372604       0.8562625516819399       4                        0.17992533697372604      0.8562625516819399       4                        0.18089380275083286      0.8607654640346883       4                        0.1818047540232985       0.8649881893273633       4                        0.1826565181403142       0.868956183677162        4                        0.18344983063158957      0.8726913617284773       4                        0.18418706182603523      0.8762129461482014       4                        0.1848714969437755       0.8795378730528871       4                        0.1855068214752881       0.8826811321225703       4                        0.18609685335445075      0.8856562423905018
0.2778498118565856        0.8103579553367417       4                        0.2778498118565856       0.8103579553367417       4                        0.27907560921041585      0.8142186911971749       4                        0.28022867193129203      0.817835881978156        4                        0.2813085863137019       0.8212338650956797       4                        0.2823171555564648       0.8244330222184939       4                        0.2832576657978336       0.8274507903425541       4                        0.284134202408191        0.8303021984572381       4                        0.28495116875219734      0.8330003024722528       4                        0.2857130699905874       0.8355567066975192
0.28496310470045927       0.8060181971090254       4                        0.28496310470045927      0.8060181971090254       4                        0.2861956222552374       0.8098234444094826       4                        0.2873550005460775       0.8133883517108548       4                        0.2884409574284239       0.8167370922948006       4                        0.289455377998276        0.8198898741908013       4                        0.29040159410255156      0.8228639591658443       4                        0.2912837127658839       0.8256742043382049       4                        0.2921061446664463       0.8283335000923788       4                        0.29287339662638745      0.8308532916820122
0.3582230478229494        0.7511421267201999       4                        0.3582230478229494       0.7511421267201999       4                        0.3594030985489597       0.7543132290108306       4                        0.36051300141662257      0.7572811416617955       4                        0.3615537926474643       0.7600675251346993       4                        0.36252800959707554      0.7626901876125723       4                        0.36343915917491987      0.7651641488850837       4                        0.3642912109533312       0.7675021899248445       4                        0.36508825621133173      0.7697152839545286       4                        0.3658344112481531       0.7718130868348261
0.3643821581462115        0.7455320351874829       4                        0.3643821581462115       0.7455320351874829       4                        0.3655462166206324       0.7486448124076871       4                        0.36664106585302886      0.7515578670877744       4                        0.3676678310516507       0.7542925756165857       4                        0.368629075503079        0.7568664897665034       4                        0.36952828773785656      0.7592944014012291       4                        0.37036939039690703      0.7615888891994969       4                        0.37115641164488145      0.7637607460342538       4                        0.3718933987318661       0.765819463954372
0.3519744026019827        0.7566524843981832       4                        0.3519744026019827       0.7566524843981832       4                        0.3531686282902678       0.7598819812738281       4                        0.35429187637924364      0.7629048258883538       4                        0.35534508679187843      0.7657429549104456       4                        0.3563307641567024       0.7684144275692079       4                        0.357252427514768        0.7709344882638774       4                        0.35811408758521535      0.7733161184926722       4                        0.3589198933448064       0.7755704711801507       4                        0.3596740249871412       0.7777073661071222
0.33921568610135644       0.7673691836436966       4                        0.33921568610135644      0.7673691836436966       4                        0.34043273084177833      0.770715468011663        4                        0.3415774686233234       0.7738482007778561       4                        0.34265062715276073      0.7767898455223282       4                        0.3436546265475418       0.7795589461066527       4                        0.34459299195252746      0.7821711852547709       4                        0.34546979908105974      0.7846399395646034       4                        0.34628929576416123      0.7869767189655243       4                        0.3470557740248953       0.7891916710542409
0.34563801234177244       0.7620618992660895       4                        0.34563801234177244      0.7620618992660895       4                        0.3468445755175605       0.7653498079818869       4                        0.34797944112680457      0.7684276094045444       4                        0.34904344605149107      0.7713175080622178       4                        0.3500390557244784       0.7740378085199725       4                        0.35096979521453436      0.7766039762310596       4                        0.3518397106163401       0.779029191287612        4                        0.35265300311563064      0.7813247855536177       4                        0.35341391152285284      0.7835007427510597
0.29200701970502274       0.8015669930162673       4                        0.29200701970502274      0.8015669930162673       4                        0.29324432840706455      0.805316193402793        4                        0.2944082062438895       0.8088282982092724       4                        0.29549850338046124      0.8121273050922165       4                        0.296517184537554        0.8152332404398581       4                        0.29746762290871326      0.818163185585425        4                        0.2983539415017495       0.8209318226002401       4                        0.2991805519320871       0.8235518745434576       4                        0.29995195600597         0.8260346266615735
0.29897967469587244       0.7970052751236887       4                        0.29897967469587244      0.7970052751236887       4                        0.3002198443586117       0.8006979314528527       4                        0.30138640476338086      0.8041567727542162       4                        0.3024793382772059       0.8074056097062098       4                        0.303500686506051        0.8104642791673098       4                        0.3044538594454442       0.8133496769305257       4                        0.3053429904145656       0.8160763069405742       4                        0.30617248569064204      0.8186567232346322       4                        0.30694683553378466      0.8211020502165854
0.3058792017460998        0.7923339992476398       4                        0.3058792017460998       0.7923339992476398       4                        0.3071203035816468       0.7959696749129627       4                        0.3082877310330582       0.7993748490342746       4                        0.3093815977204237       0.8025731341427084       4                        0.3104040189328173       0.8055841698207825       4                        0.3113584367393699       0.8084246613284215       4                        0.312248989095358        0.8111089315054199       4                        0.31308007076347893      0.8136493637720751       4                        0.31385615407495987      0.8160569209636642
0.31270374870109385       0.7875541433850916       4                        0.31270374870109385      0.7875541433850916       4                        0.31394385775614936      0.7911324615534133       4                        0.315110340508583        0.7944836213981308       4                        0.3162034400596972       0.7976310263610074       4                        0.3172253417243201       0.8005941111724488       4                        0.3181795147330975       0.803389385695165        4                        0.319070095996046        0.8060309887926146       4                        0.3199014626818542       0.8085311317739123       4                        0.3206780629570345       0.8109006152838453
0.33270925218991837       0.7725731719370181       4                        0.33270925218991837      0.7725731719370181       4                        0.3339349059569926       0.7759777411806859       4                        0.3350877546492445       0.7791653283916176       4                        0.3361684113096798       0.7821586469589624       4                        0.3371792449897555       0.784976473689877        4                        0.33812377511890174      0.787634704580078        4                        0.33900610128706277      0.7901469104958021       4                        0.33983051232892386      0.7925247784488997       4                        0.3406013479453548       0.7947786197560689
0.32612058076128725       0.7776727042505792       4                        0.32612058076128725      0.7776727042505792       4                        0.32735295631313943      0.7811354117045815       4                        0.3285121405509226       0.7843777237564388       4                        0.3295986270473295       0.7874225939531292       4                        0.3306147284255087       0.7902890254037852       4                        0.3315639527749137       0.7929931231735915       4                        0.33245041783463675      0.7955486500167946       4                        0.3332784477201611       0.7979674689377048       4                        0.33405242414094366      0.8002600547281004
0.31945148056822803       0.7826667060108937       4                        0.31945148056822803      0.7826667060108937       4                        0.32068867806050216      0.7861873487750015       4                        0.321852410367257        0.7894842029871885       4                        0.32294304749879965      0.7925804523257893       4                        0.3239628406926448       0.7954953192895022       4                        0.3249152812463179       0.7982451136233565       4                        0.32580449933469807      0.8008437874559111       4                        0.32663484854709235      0.8033033785908781       4                        0.32741074679498716      0.8056345249600806
0.1720398888180222        0.8589604436387234       4                        0.1720398888180222       0.8589604436387234       4                        0.17297633195514434      0.8635044933499447       4                        0.17385715148400369      0.8677660326468979       4                        0.17468063878256024      0.871770535372953        4                        0.17544746066408273      0.8755399828124839       4                        0.17615989719257394      0.8790936973697405       4                        0.17682113208901584      0.8824487338350124       4                        0.17743474537924814      0.8856202088667754       4                        0.17800444793683756      0.8886217706594878
0.1641136611362937        0.8615362959480598       4                        0.1641136611362937       0.8615362959480598       4                        0.16501651859890193      0.8661200024070342       4                        0.16586573630367296      0.8704189608562417       4                        0.16665958118292643      0.8744586554944883       4                        0.16739865472546717      0.8782611280771268       4                        0.168085144465715        0.8818457955826825       4                        0.16872212701466893      0.8852298270271378       4                        0.16931306967782475      0.8884284620806225       4                        0.1698615684353441       0.8914554744208046
0.15614855385632243       0.8639896220342953       4                        0.15614855385632243      0.8639896220342953       4                        0.15701631202283725      0.868611448576632        4                        0.15783250453042824      0.8729463780909646       4                        0.15859538569157497      0.8770198984060165       4                        0.15930549523156562      0.8808541058919561       4                        0.15996492597989323      0.8844685070017998       4                        0.16057664188747764      0.8878803804275501       4                        0.16114399034566784      0.8911050846856982       4                        0.1616704446831553       0.8941565150112288
0.14814647837132255       0.8663199558633653       4                        0.14814647837132255      0.8663199558633653       4                        0.14897767621091085      0.8709783111794446       4                        0.14975946983776217      0.875347711785608        4                        0.15049011298596043      0.8794536430883015       4                        0.15117008731019477      0.883318250541124        4                        0.15180138884557         0.8869611250362642       4                        0.15238686341002053      0.8903996502864197       4                        0.1529297313750151       0.8936492992851972       4                        0.15343333576421633      0.8967240846462055
0.11580707784225168       0.8744028127184844       4                        0.11580707784225168      0.8744028127184844       4                        0.1164785844472423       0.8791903357699677       4                        0.11711014112711633      0.8836816393946777       4                        0.11770012086336094      0.8879021529223273       4                        0.11824881126470442      0.8918741695734924       4                        0.11875780195239129      0.8956175689211325       4                        0.11922941369779907      0.8991501059750471       4                        0.11966629050482606      0.9024876637385638       4                        0.12007118083812794      0.9056446774070412
0.12393771395498794       0.8725686684864227       4                        0.12393771395498794      0.8725686684864227       4                        0.12465103727365327      0.8773265404382066       4                        0.1253219328132982       0.8817898591830668       4                        0.12594872562907958      0.885984073585348        4                        0.1265317460709004       0.8899314465255126       4                        0.1270726880839696       0.8936517926433705       4                        0.127574011304692        0.897162781672299        4                        0.12803851371918137      0.9004802017236815       4                        0.12846910303101153      0.9036183899033374
0.13203912242783739       0.8706098899900208       4                        0.13203912242783739      0.8706098899900208       4                        0.1327930425266921       0.8753363183821247       4                        0.13350213075070075      0.8797699614009904       4                        0.13416467621747036      0.8839362842527957       4                        0.13478105585741598      0.8878575153050599       4                        0.13535306618128357      0.8915533994802199       4                        0.1358833007238265       0.8950415161256007       4                        0.13637470499305704      0.8983375532446832       4                        0.13683033901591854      0.9014557446449225
0.14010935720827564       0.8685268526743042       4                        0.14010935720827564      0.8685268526743042       4                        0.14090258942197714      0.8732200923825717       4                        0.1416486631170137       0.8776224137271678       4                        0.14234584361749972      0.8817592943360861       4                        0.1429945582945733       0.8856529235487742       4                        0.14359670438301161      0.8893229717259205       4                        0.14415500419027982      0.8927869228362052       4                        0.14467254407825042      0.8960603597727449       4                        0.14515252924746894      0.8991574080927368
0.10764916448210408       0.8761119716983363       4                        0.10764916448210408      0.8761119716983363       4                        0.10827770196959827      0.8809273082944394       4                        0.10886883725702472      0.8854448631928773       4                        0.10942100298915244      0.8896900437201944       4                        0.1099344478142949       0.8936851696029894       4                        0.11041065535635373      0.8974501806204459       4                        0.11085180273733813      0.9010029118312526       4                        0.11126037375851867      0.9043593357027091       4                        0.11163895099812646      0.9075339800574954
0.09946592678009662       0.877695819322815        4                        0.09946592678009662      0.877695819322815        4                        0.10005041296849514      0.8825370892047261       4                        0.10060011047584412      0.8870791212904849       4                        0.10111352299882323      0.8913472991493018       4                        0.10159086391064841      0.895363965511704        4                        0.10203350925258638      0.8991491156901241       4                        0.10244348791950407      0.9027206594468725       4                        0.10282311756220308      0.9060946530764711       4                        0.10317480852699121      0.9092857113188284
0.09125931828975647       0.8791540546503586       4                        0.09125931828975647      0.8791540546503586       4                        0.09179874376708864      0.884019337396385        4                        0.0923060556160527       0.8885840345226272       4                        0.09277983953040621      0.8928735047841609       4                        0.09322027716240965      0.896910110735454        4                        0.0936286354772495       0.9007138985994338       4                        0.09400679079587253      0.9043028473804038       4                        0.09435688897574228      0.9076930913597245       4                        0.09468116212113753      0.9108993262441735
0.08303129049649297       0.880486402151929        4                        0.08303129049649297      0.880486402151929        4                        0.08352472101557812      0.8853737398590413       4                        0.08398877005660113      0.8899592543700733       4                        0.08442211571935751      0.8942682792424446       4                        0.08482491132394507      0.8983231939837066       4                        0.0851983133623817       0.9021440911507306       4                        0.08554404149037982      0.9057490134144462       4                        0.0858640644660913       0.9091541670060943       4                        0.08616043050964864      0.9123743224183821
0.04994368823304979       0.8845522967514103       4                        0.04994368823304979      0.8845522967514103       4                        0.050245372997632175     0.8895076266632815       4                        0.050529081592808896     0.8941573199670022       4                        0.05079395208535341      0.8985266178326488       4                        0.05104005396502444      0.9026379444383908       4                        0.05126808997336941      0.9065115326859884       4                        0.051479118127271226     0.910165622050248        4                        0.05167435351851701      0.913616642615885        4                        0.05185506082963624      0.9168795980518185
0.058238034367596975      0.8837257513296836       4                        0.058238034367596975     0.8837257513296836       4                        0.05858865790060729      0.8886671747345853       4                        0.05891839223290011      0.8933037412864109       4                        0.059226248464551864     0.897660712874785        4                        0.05951231312803125      0.9017605054768038       4                        0.059777403955582384     0.9056233235901466       4                        0.06002274897017754      0.9092673663633348       4                        0.06024975762009505      0.9127090178365732       4                        0.06045989675896342      0.91596323365773
0.07478377841224697       0.8816926133461448       4                        0.07478377841224697      0.8816926133461448       4                        0.07523035704339404      0.886600013470197        4                        0.07565033884639495      0.8912044649014762       4                        0.07604250411081163      0.8955312762583866       4                        0.07640698101575998      0.8996028414239005       4                        0.07674481428431702      0.9034392947543132       4                        0.07705756309497543      0.9070587369020872       4                        0.07734701416817233      0.9104774398239021       4                        0.07761502659679827      0.913710242398732
0.06651871319703824       0.8827724637911089       4                        0.06651871319703824      0.8827724637911089       4                        0.06691766238380542      0.8876979020593884       4                        0.06729284713691971      0.8923193799043789       4                        0.06764315900951472      0.8966621818684627       4                        0.06796870400341158      0.9007487139067658       4                        0.06827041388411405      0.9045991476781138       4                        0.06854968384392653      0.9082316360268556       4                        0.06880811402462428      0.9116625102340108       4                        0.0690473695777211       0.9149066709601167
0.3993574404764844        0.7098487162326877       4                        0.3993574404764844       0.7098487162326877       4                        0.4003887150353676       0.7126157857900042       4                        0.4013586360642567       0.7152038578384438       4                        0.40226868231356966      0.7176324683261093       4                        0.40312141451239714      0.7199175389458355       4                        0.40392007301795374      0.7220724390299456       4                        0.40466817697062407      0.7241085063790089       4                        0.4053692659007572       0.726035445050636        4                        0.4060268709286353       0.7278617714954564
0.40484041967872575       0.7035769956815955       4                        0.40484041967872575      0.7035769956815955       4                        0.4058436781061663       0.7062875934388777       4                        0.40678725059216897      0.7088226068591643       4                        0.40767264113433127      0.7112012476102734       4                        0.4085023816191676       0.7134391541583234       4                        0.40927964719420884      0.7155494522045698       4                        0.41000786943975015      0.7175432700175138       4                        0.4106904887370464       0.7194301302950078       4                        0.41133093421564326      0.721218388965522
0.41021987752330175       0.697216356927808        4                        0.41021987752330175      0.697216356927808        4                        0.41119351847746766      0.6998709283319942       4                        0.41210923936848826      0.7023533090245625       4                        0.41296855903189456      0.7046823828949575       4                        0.4137739719550938       0.706873502989852        4                        0.4145285810952456       0.7089395502970376       4                        0.4152357247031298       0.7108914433217943       4                        0.4158987391273728       0.7127385238066029       4                        0.4165209472159747       0.7144889880099556
0.39377266274245637       0.7160300398233572       4                        0.39377266274245637      0.7160300398233572       4                        0.39483032038201304      0.7188539838232798       4                        0.3958250568406381       0.7214955004985038       4                        0.3967583154570074       0.7239744460040431       4                        0.39763267737858093      0.7263070226444429       4                        0.39845144123669396      0.7285068419984666       4                        0.3992182079422775       0.7305854509566535       4                        0.3999366112238231       0.732552735196019        4                        0.40061027980189556      0.7344173724416041
0.3880877941210453        0.7221195509337026       4                        0.3880877941210453       0.7221195509337026       4                        0.38917017141611854      0.725000728221003        4                        0.39018816136693973      0.7276960346459364       4                        0.3911431620206578       0.7302256419273624       4                        0.39203776667681917      0.7326060299498621       4                        0.39287532536505343      0.7348510508574575       4                        0.39365951496399015      0.7369724599828414       4                        0.3943940583836354       0.7389803247415847       4                        0.39508267745356596      0.7408834847883599
0.3704499634225247        0.7398234386424211       4                        0.3704499634225247       0.7398234386424211       4                        0.3715962341847443       0.7428780113416501       4                        0.3726743422034975       0.7457363299923376       4                        0.3736854938322017       0.7484194795460951       4                        0.3746322711872582       0.7509447503601446       4                        0.37551813803914885      0.753326703305534        4                        0.37634696430110887      0.7555777131690495       4                        0.37712270967644296      0.7577083919439349       4                        0.3778493473300958       0.7597280680629928
0.3764246902839334        0.7340176074139017       4                        0.3764246902839334       0.7340176074139017       4                        0.3775514013306292       0.7370141461452906       4                        0.37861110292446964      0.7398178976399259       4                        0.37960507423286677      0.7424496485667599       4                        0.3805359088189054       0.7449264232372782       4                        0.3814070391886529       0.7472625487234794       4                        0.3822222767222459       0.7494701944996396       4                        0.38298550738250015      0.7515597912712993       4                        0.38370062532843147      0.7535405041396341
0.38230455548416453       0.7281158627152846       4                        0.38230455548416453      0.7281158627152846       4                        0.38340995987135745      0.7310545870574083       4                        0.3844496136994451       0.733803986234769        4                        0.3854248601696653       0.736384542323076        4                        0.38633829665062475      0.7388130093441041       4                        0.38719331776794313      0.7411034780347235       4                        0.387993670557512        0.7432679113209282       4                        0.38874316202915726      0.7453165583390013       4                        0.38944560252718663      0.7472584212334515
0.041637626147866855      0.8852519443326208       4                        0.041637626147866855     0.8852519443326208       4                        0.041889843700055746     0.8902190797113451       4                        0.04212703074949852      0.8948799166079513       4                        0.04234845881969464      0.8992596778602546       4                        0.04255418248048559      0.9033807942299067       4                        0.04274478864910882      0.9072635226125958       4                        0.042921162865304154     0.9109261367504566       4                        0.04308432267701171      0.9143851059246704       4                        0.043235327229279495     0.9176554747060378
0.03332180270671496       0.8858245622306353       4                        0.03332180270671496      0.8858245622306353       4                        0.033524110538877716     0.8908013829336026       4                        0.03371436090300355      0.8954713621936925       4                        0.03389196428265438      0.8998597072968654       4                        0.03405696212888291      0.9039888541459115       4                        0.03420982483150492      0.9078790792406533       4                        0.03435126336578336      0.9115486844607176       4                        0.034482095045287646     0.9150141713200115       4                        0.034603170638423386     0.9182906180398778
0.02499817398509111       0.8862700427236875       4                        0.02499817398509111      0.8862700427236875       4                        0.02515021684130968      0.8912544128698733       4                        0.02529319725422738      0.8959315183786709       4                        0.025426669127746312     0.9003265540929352       4                        0.02555066225538509      0.9044619597601781       4                        0.025665529933219598     0.9083580271109799       4                        0.02577180688649825      0.9120330799730028       4                        0.02587010802243046      0.9155036450323654       4                        0.02596107344202999      0.9187848267993565
0.41549410511655993       0.6907683120898211       4                        0.41549410511655993      0.6907683120898211       4                        0.41643656011932234      0.6933673440969531       4                        0.41732295748918896      0.6957975566083935       4                        0.41815482028546763      0.6980775028145789       4                        0.41893459693313073      0.7002222485751438       4                        0.4196653111878781       0.7022444293877463       4                        0.42035020222865044      0.7041547539778209       4                        0.42099249755719154      0.705962383684651        4                        0.4215954095476156       0.7076753560509286
0.42066141752504005       0.6842343947025327       4                        0.42066141752504005      0.6842343947025327       4                        0.42157115199743245      0.6867784143647485       4                        0.42242678599608197      0.6891569605235468       4                        0.42322983602408026      0.6913882533269878       4                        0.4239826956991201       0.6934870701062106       4                        0.4246883025487828       0.6954658003998799       4                        0.4253497909722168       0.6973349433540622       4                        0.42597027488148026      0.6991034806072026       4                        0.42655285208200044      0.7007792920440674
0.01666869566128427       0.8865883023081422       4                        0.01666869566128427      0.8865883023081422       4                        0.016770206359741916     0.8915780737254934       4                        0.01686566620339738      0.8962602777439558       4                        0.016954775897464112     0.9006601001309256       4                        0.0170375546817485       0.904799983297254        4                        0.017114238325805865     0.9087002298438107       4                        0.017185184026499028     0.9123791793098498       4                        0.017250802640713717     0.9158533764170008       4                        0.01731152187053199      0.9191379445161771
0.008335321152437571      0.8867792816387859       4                        0.008335321152437571     0.8867792816387859       4                        0.008386120980420601     0.8917722973542689       4                        0.008433892626526777     0.8964575638214677       4                        0.008478485878434557     0.9008602612868034       4                        0.00851991017178736      0.9050028337255965       4                        0.008558283463739333     0.908905590257244        4                        0.008593784566052575     0.9125868798617824       4                        0.008626619181236986     0.9160632581044467       4                        0.008657001448780448     0.9193498596658367
0                         0.8868429452930602       4                        0                        0.8868429452930602       4                        0                        0.891837043042261        4                        0                        0.8965233308938413       4                        0                        0.9009269872409398       4                        0                        0.9050704565746472       4                        0                        0.9089740501866076       4                        0                        0.9126561202061763       4                        0                        0.9161332258169557       4                        0                        0.9194205054804504
0.4257201548168588        0.677616157211151        4                        0.4257201548168588       0.677616157211151        4                        0.42659566903620194      0.6801057302360993       4                        0.42741913276384536      0.6824331477646182       4                        0.4281920450390053       0.6846162951343754       4                        0.4289167358706889       0.6866696602323547       4                        0.42959604953106995      0.688605386478253        4                        0.4302330099735507       0.6904337638582103       4                        0.4308306128517653       0.6921635951643524       4                        0.43139183740466147      0.6938026037866193
0.43066868059403574       0.6709151715130103       4                        0.43066868059403574      0.6709151715130103       4                        0.43150851058819784      0.6733509008256987       4                        0.4322984309081159       0.6756277619568061       4                        0.4330399121310018       0.677763304237571        4                        0.43373521182378755      0.6797717256194726       4                        0.43438707399034576      0.6816649235523319       4                        0.4349984065223654       0.6834529795020062       4                        0.4355720822234634       0.685144518422573        4                        0.43611095786524806      0.6867471084788443
0.43550535325713546       0.664133068669581        4                        0.43550535325713546      0.664133068669581        4                        0.43630807185648735      0.6665155932805918       4                        0.4370631103539538       0.6687425036643009       4                        0.43777189981257064      0.670831012518662        4                        0.438436616516458        0.6727950277917019       4                        0.4390598972183724       0.6746462014222582       4                        0.43964452819131605      0.6763944072175437       4                        0.44019325487869715      0.6780480934578111       4                        0.44070880778195826      0.6796146744610944
0.4402285344874405        0.657271532343181        4                        0.4402285344874405       0.657271532343181        4                        0.44099275230894597      0.6596015261260026       4                        0.4417116061843285       0.661779123653057        4                        0.44238647659184027      0.66382120092684         4                        0.44301944970897583      0.6657413762450518       4                        0.4436130481003254       0.6675510568038004       4                        0.44416993093147317      0.6692599098361384       4                        0.44469271186143394      0.6708762082701643       4                        0.44518399141815007      0.6724072140657009
0.4448366122083247        0.6503322682416569       4                        0.4448366122083247       0.6503322682416569       4                        0.44556097842439835      0.6526104384524093       4                        0.4462423811821522       0.6547393918384756       4                        0.44688213932043047      0.6567356682021545       4                        0.44748224012664806      0.6586125969603658       4                        0.4480450851011035       0.6603813416416945       4                        0.44857320089040753      0.6620513642115928       4                        0.4490690650354146       0.6636307637253136       4                        0.4495351444880341       0.6651266513838029
0.4493280020188505        0.6433170007022334       4                        0.4493280020188505       0.6433170007022334       4                        0.4500112050495833       0.6455440864705645       4                        0.45065392711357993      0.647625093815936        4                        0.4512574144048861       0.6495762273846245       4                        0.45182354660053725      0.651410528893001        4                        0.45235459733628386      0.6531389195809629       4                        0.45285295541439585      0.6547706576734771       4                        0.45332095801887307      0.6563136699895121       4                        0.45376093502547254      0.6577749186813877
0.4537011477804718        0.6362274700103946       4                        0.4537011477804718       0.6362274700103946       4                        0.45434191591361495      0.6384042408103923       4                        0.45494476517309845      0.6404380281435496       4                        0.4555108581840427       0.642344703083573        4                        0.4560419583780642       0.644137021230507        4                        0.4565402048166579       0.6458256632138649       4                        0.45700784322761934      0.6474196852635679       4                        0.4574470662993367       0.6489268437551756       4                        0.4578600634356118       0.6503539536132972
0.4579545059542498        0.629065457130132        4                        0.4579545059542498       0.629065457130132        4                        0.4585516080622264       0.631192711420907        4                        0.4591134305075875       0.633180031403923        4                        0.45964104153483265      0.6350429566936635       4                        0.4601360798022422       0.6367939587555609       4                        0.46060054319280774      0.6384434795824759       4                        0.4610365292345476       0.6400003753709027       4                        0.4614460820870201       0.6414722340013265       4                        0.46183124739329323      0.6428657251021147
0.4620865282897144        0.6218328174675779       4                        0.4620865282897144       0.6218328174675779       4                        0.4626387747174713       0.6239113815365359       4                        0.4631584552352748       0.6258530123632882       4                        0.4636465330383891       0.6276729207375572       4                        0.46410451361288857      0.6293832963633619       4                        0.4645342471798738       0.6309943448623757       4                        0.4649376780574868       0.6325147245735697       4                        0.4653166979553165       0.6339518569855077       4                        0.4656732055776463       0.6353122684724454
0.46609569213799523       0.6145314343259973       4                        0.46609569213799523      0.6145314343259973       4                        0.4666019352713179       0.6165621607793798       4                        0.46707839813800756      0.6184589047453654       4                        0.4675259283876325       0.6202365513326586       4                        0.4679458900847986       0.6219070112398786       4                        0.46833997944044836      0.6234802562687246       4                        0.468709982677388        0.6249647492869689       4                        0.4690576352519348       0.6263677476469085       4                        0.4693846858653082       0.6276956366201786
0.4699805054653517        0.6071632091983031       4                        0.4699805054653517       0.6071632091983031       4                        0.47043964018853857      0.6091469753809815       4                        0.47087184945931826      0.6109996573893942       4                        0.4712778550850322       0.61273581829125         4                        0.47165887162882447      0.6143670929088951       4                        0.47201643509203933      0.6159032220540924       4                        0.4723521688504644       0.6173524757154619       4                        0.47266764842732784      0.6187219495141602       4                        0.47296446957332194      0.6200178898781529
0.47373950738443354       0.5997300586696468       4                        0.47373950738443354      0.5997300586696468       4                        0.4741504714668536       0.6016677650637027       4                        0.4745374312969835       0.6034772311143007       4                        0.4749009727698856       0.6051727019706993       4                        0.4752421530553755       0.6067655400708075       4                        0.4755623419078263       0.6082652583377264       4                        0.47586299524703907      0.6096799366733778       4                        0.47614552511245095      0.6110165115187883       4                        0.4764113714767239       0.612281092822304
0.477371263751984         0.5922339210609696       4                        0.477371263751984        0.5922339210609696       4                        0.4777330382275241       0.594126489724093        4                        0.4780737931862897       0.5958936054421347       4                        0.47839396879300816      0.59754920003696         4                        0.4786944571386749       0.5991043674058953       4                        0.47897645586835796      0.6005683959479801       4                        0.47924124898853804      0.6019491784656442       4                        0.47949008163906653      0.6032534949127659       4                        0.4797242353104464       0.6044873212245659
0.48087434039433113       0.5846768144432664       4                        0.48087434039433113      0.5846768144432664       4                        0.48118595028053535      0.5865251877765086       4                        0.4814795859837817       0.5882508372533878       4                        0.48175553239806246      0.5898673864157268       4                        0.4820145090753101       0.5913856648069402       4                        0.4822575358779192       0.5928147399231849       4                        0.48248572060344364      0.5941623206445966       4                        0.4827001382183408       0.5954350332696492       4                        0.4829019091549438       0.5966387222873126
0.5016780355856914        0.5302460391297535       4                        0.5016780355856914       0.5302460391297535       4                        0.5016149538650092       0.5318128103649329       4                        0.5015566522325465       0.533274191983453        4                        0.5015020896368353       0.5346418259708184       4                        0.501450591331154        0.535924834870725        4                        0.5014017922213071       0.5371308608380653       4                        0.5013554617363803       0.5382664287261831       4                        0.5013114051173689       0.5393371790785877       4                        0.5012695548197349       0.5403481157456214
