% Model:              first_sketch_v06__sigmasweep_adaptivemesh_179.9CA.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jul 31 2021, 19:02
% Dimension:          2
% Nodes:              334
% Expressions:        9
% Description:        Entity index, r-coordinate, z-coordinate
% Length unit:        mm
% r                       z                        dom @ t=47               r (mm) @ t=47            z (mm) @ t=47            dom @ t=57               r (mm) @ t=57            z (mm) @ t=57            dom @ t=67               r (mm) @ t=67            z (mm) @ t=67
0.14475919947168453       0                        2                        0.14475919947168453      0                        2                        0.1380039091161353       0                        2                        0.13234026437866755      0
0.18685877844224938       0                        2                        0.18685877844224938      0                        2                        0.17800532000395358      0                        2                        0.1705386270113754       0
0.22499663765387104       0                        2                        0.22499663765387104      0                        2                        0.21415010669389306      0                        2                        0.20494419721146273      0
0.2595423340686148        0                        2                        0.2595423340686148       0                        2                        0.24679400042755023      0                        2                        0.23590406514485376      0
0.2908275476114538        0                        2                        0.2908275476114538       0                        2                        0.27625963044198965      0                        2                        0.26373738633223853      0
0.3191505678896587        0                        2                        0.3191505678896587       0                        2                        0.30283936863529015      0                        2                        0.2887362163829108       0
0.34479903573407705       0                        2                        0.34479903573407705      0                        2                        0.32681568991282056      0                        2                        0.31118332752623923      0
0.36802352812078887       0                        2                        0.36802352812078887      0                        2                        0.34843578996815167      0                        2                        0.33132752982782576      0
0.38905129756402784       0                        2                        0.38905129756402784      0                        2                        0.36792421960632526      0                        2                        0.3493951670644125       0
0.40807532976857297       0                        2                        0.40807532976857297      0                        2                        0.3854727388994479       0                        2                        0.36558064942252666      0
0.4252936849652939        0                        2                        0.4252936849652939       0                        2                        0.4012765779327          0                        2                        0.38007980673424296      0
0.440878108178463         0                        2                        0.440878108178463        0                        2                        0.4155054019526281       0                        2                        0.3930630593291343       0
0.4549747072312951        0                        2                        0.4549747072312951       0                        2                        0.4283041638908624       0                        2                        0.4046764153983804       0
0.46772096396790014       0                        2                        0.46772096396790014      0                        2                        0.4398088122473396       0                        2                        0.4150560178005239       0
0.47925251936436736       0                        2                        0.47925251936436736      0                        2                        0.4501523652962778       0                        2                        0.4243336510729045       0
0.4896722393304847        0                        2                        0.4896722393304847       0                        2                        0.4594371847946427       0                        2                        0.4326119252217531       0
0.49908900570566456       0                        2                        0.49908900570566456      0                        2                        0.4677699659140442       0                        2                        0.4399959108391415       0
0.5075990973094553        0                        2                        0.5075990973094553       0                        2                        0.47524505381623305      0                        2                        0.44657826933293104      0
0.515277145797902         0                        2                        0.515277145797902        0                        2                        0.48193677443856914      0                        2                        0.4524327724499573       0
0.522213889024458         0                        2                        0.522213889024458        0                        2                        0.4879325131388895       0                        2                        0.4576434557487855       0
0.528462136288746         0                        2                        0.528462136288746        0                        2                        0.4932858349409612       0                        2                        0.4622638156560206       0
0.5341014156892303        0                        2                        0.5341014156892303       0                        2                        0.4980724050786488       0                        2                        0.4663655282639744       0
0.5391735013320378        0                        2                        0.5391735013320378       0                        2                        0.5023347763094532       0                        2                        0.46999082967131306      0
0.5437411803640597        0                        2                        0.5437411803640597       0                        2                        0.5061324668471723       0                        2                        0.4731956513669008       0
0.5478451604300766        0                        2                        0.5478451604300766       0                        2                        0.5095056409650711       0                        2                        0.4760187200544697       0
0.5515253306552681        0                        2                        0.5515253306552681       0                        2                        0.5124931263173141       0                        2                        0.4784970036969021       0
0.5548273184228745        0                        2                        0.5548273184228745       0                        2                        0.5151375113444914       0                        2                        0.4806698447349938       0
0.5577728299399467        0                        2                        0.5577728299399467       0                        2                        0.5174614354281479       0                        2                        0.4825595944875921       0
0.5603977686469284        0                        2                        0.5603977686469284       0                        2                        0.5194982245350778       0                        2                        0.4841968933145358       0
0.5627308144029025        0                        2                        0.5627308144029025       0                        2                        0.5212745050130554       0                        2                        0.48560620482990724      0
0.5647872782299254        0                        2                        0.5647872782299254       0                        2                        0.522805970229684        0                        2                        0.4868026301774921       0
0.5665804766829868        0                        2                        0.5665804766829868       0                        2                        0.5241058721645337       0                        2                        0.487798065601206        0
0.5681253150716121        0                        2                        0.5681253150716121       0                        2                        0.5251847864750491       0                        2                        0.48860000557960737      0
0.5694057540330095        0                        2                        0.5694057540330095       0                        2                        0.526023403608313        0                        2                        0.48919561074615675      0
0.5702979893884449        0                        2                        0.5702979893884449       0                        2                        0.5265470994274221       0                        2                        0.48953723425839973      0
0                         1.0948029094242904       3                        0                        1.0948029094242904       3                        0                        1.1030137794355455       3                        0                        1.1106850105932593
0                         1.168493299151287        3                        0                        1.168493299151287        3                        0                        1.1727509267890739       3                        0                        1.1767770335395495
0                         1.25                     3                        0                        1.25                     3                        0                        1.25                     3                        0                        1.25
0                         1.0281305162921672       3                        0                        1.0281305162921672       3                        0                        1.0400107641878418       3                        0                        1.051001752036171
0                         0.9678048962418986       3                        0                        0.9678048962418986       3                        0                        0.983091559295648        3                        0                        0.9971175850334957
0                         0.9132206526447161       3                        0                        0.9132206526447161       3                        0                        0.9316702959522143       3                        0                        0.9484785348314634
0                         0.8638304243027001       3                        0                        0.8638304243027001       3                        0                        0.8852170105454434       3                        0                        0.904580326602196
0                         0.8191388768636994       3                        0                        0.8191388768636994       3                        0                        0.8432518131704779       3                        0                        0.8649643845940647
0                         0.7786976248069661       3                        0                        0.7786976248069661       3                        0                        0.8053401061049084       3                        0                        0.8292141881413504
0                         0.7421008249386307       3                        0                        0.7421008249386307       3                        0                        0.7710885234837656       3                        0                        0.796952006351413
0                         0.7089812403239522       3                        0                        0.7089812403239522       3                        0                        0.7401412950354953       3                        0                        0.767835826057176
0                         0.6790066699545716       3                        0                        0.6790066699545716       3                        0                        0.7121769001811229       3                        0                        0.7415564035087494
0                         0.6518766937134144       3                        0                        0.6518766937134144       3                        0                        0.6869049775270475       3                        0                        0.71783446645467
0                         0.6273196938575133       3                        0                        0.6273196938575133       3                        0                        0.6640634529580666       3                        0                        0.6964180511886847
0                         0.6050901337784479       3                        0                        0.6050901337784479       3                        0                        0.6434158905530122       3                        0                        0.6770800129177004
0                         0.5849660735827313       3                        0                        0.5849660735827313       3                        0                        0.6247490481109657       3                        0                        0.6596156963003184
0                         0.5667469073257707       3                        0                        0.5667469073257707       3                        0                        0.6078706375130505       3                        0                        0.6438407840671245
0                         0.5502513077254763       3                        0                        0.5502513077254763       3                        0                        0.5926072795399159       3                        0                        0.6295893177881492
0                         0.5353153608973682       3                        0                        0.5353153608973682       3                        0                        0.5788026430363129       3                        0                        0.6167118892694977
0                         0.5217908802809524       3                        0                        0.5217908802809524       3                        0                        0.5663157586764186       3                        0                        0.6050739939669342
0                         0.5095438793406437       3                        0                        0.5095438793406437       3                        0                        0.5550194909620562       3                        0                        0.5945545349626515
0                         0.49845319432886565      3                        0                        0.49845319432886565      3                        0                        0.5447991607800702       3                        0                        0.5850444716797808
0                         0.4884092427434127       3                        0                        0.4884092427434127       3                        0                        0.5355513059792711       3                        0                        0.5764456039942042
0                         0.4793129014887171       3                        0                        0.4793129014887171       3                        0                        0.5271825633375864       3                        0                        0.5686694747574215
0                         0.471028409449617        3                        0                        0.471028409449617        3                        0                        0.5195663044536228       3                        0                        0.5615970531176534
0                         0.471028409449617        4                        0                        0.471028409449617        4                        0                        0.5195663044536228       4                        0                        0.5615970531176534
0.00831616955911289       0.4710105558054664       4                        0.00831616955911289      0.4710105558054664       4                        0.008379744619088364     0.5195417832098842       4                        0.008511096979720708     0.5615658720805106
0.12466320408814863       0.46693979666115065      4                        0.12466320408814863      0.46693979666115065      4                        0.12554376650231333      0.5139742689439686       4                        0.12742161214143086      0.5545065701828844
0.1329616742115897        0.46636513827150783      4                        0.1329616742115897       0.46636513827150783      4                        0.13388985561495345      0.5131920050163495       4                        0.1358789116170971       0.5535179003052433
0.14125755755987554       0.4657503613176684       4                        0.14125755755987554      0.4657503613176684       4                        0.1422311270731658       0.5123561154034753       4                        0.14432859343222235      0.5524623141238565
0.14955064754487807       0.4650948837237818       4                        0.14955064754487807      0.4650948837237818       4                        0.15056720804815066      0.5114660007712416       4                        0.15277008045891655      0.5513392220286721
0.11636234911299712       0.46747488013293564      4                        0.11636234911299712      0.46747488013293564      4                        0.11719322325906786      0.5147034679742698       4                        0.11895725784892663      0.5554288765705255
0.10805930561624613       0.4679708946360428       4                        0.10805930561624613      0.4679708946360428       4                        0.10883857948526182      0.5153801249437794       4                        0.11048639698193785      0.5562853358973812
0.09975426528491316       0.4684283089678454       4                        0.09975426528491316      0.4684283089678454       4                        0.10048018011973621      0.5160047251092864       4                        0.1020095647651218       0.5570764283648142
0.09144741605651005       0.4688475552898423       4                        0.09144741605651005      0.4688475552898423       4                        0.09211836263914337      0.5165777165092523       4                        0.09352728492571216      0.55780259811492
0.08313894296858099       0.46922902961335805      4                        0.08313894296858099      0.46922902961335805      4                        0.08375345821311578      0.5170995103125012       4                        0.08504007117422287      0.558464253406963
0.016632207849063486      0.47095697714274404      4                        0.016632207849063486     0.47095697714274404      4                        0.016759230846373357     0.5194682008654118       4                        0.017021774345323447     0.5614723102488242
0.15784072476491326       0.464398084945531        4                        0.15784072476491326      0.464398084945531        4                        0.1588977079035298       0.5105210236166586       4                        0.16120277237203184      0.550147998453714
0.16612751060965922       0.46365930962159385      4                        0.16612751060965922      0.46365930962159385      4                        0.1672221712783589       0.509520513666408        4                        0.16962599788469213      0.5488879890607308
0.02494797495620509       0.4708676229313323       4                        0.02494797495620509      0.4708676229313323       4                        0.025138190788533278     0.5193455044821109       4                        0.025531601768683763     0.5613163145429072
0.0748290289697598        0.4695730922549019       4                        0.0748290289697598       0.4695730922549019       4                        0.07538579282384422      0.5175704811532984       4                        0.07654842864721248      0.5590617668005827
0.0665178461093915        0.4698800685940765       4                        0.0665178461093915       0.4698800685940765       4                        0.06701567868251813      0.5179909679092533       4                        0.0680528454879348       0.5595954759251645
0.033263331674058025      0.4707424086341089       4                        0.033263331674058025     0.4707424086341089       4                        0.033516357168921845     0.5191736055176231       4                        0.034040149602216505     0.5610977962010434
0.058205539021741956      0.47015024978001907      4                        0.058205539021741956     0.47015024978001907      4                        0.05864339785197708      0.518361274437931        4                        0.0595537765189622       0.5600656842195424
0.04989225496399197       0.4703838917511715       4                        0.04989225496399197      0.4703838917511715       4                        0.050269232818961264     0.5186816680238354       4                        0.0510516745890401       0.5604726587850246
0.0415781384910773        0.4705812157636582       4                        0.0415781384910773       0.4705812157636582       4                        0.0418934613790222       0.5189523799193765       4                        0.04254698564926643      0.56081663091917
0.17441071392807367       0.4628778635965819       4                        0.17441071392807367      0.4628778635965819       4                        0.17554012471172312      0.5084637629466086       4                        0.1780390617050155       0.5475585049162992
0.18269003840359394       0.4620530124729983       4                        0.18269003840359394      0.4620530124729983       4                        0.18385108373492348      0.5073500243344122       4                        0.18644125142457105      0.5461588211023514
0.19096518146239333       0.46118398077000927      4                        0.19096518146239333      0.46118398077000927      4                        0.19215455144861135      0.5061785109699743       4                        0.19483183579065827      0.5446881764418973
0.19923583310331905       0.46026995104624896      4                        0.19923583310331905      0.46026995104624896      4                        0.20045001701045076      0.5049483956579647       4                        0.20321006288651727      0.5431457732433996
0.20750167461976388       0.45931006298950755      4                        0.20750167461976388      0.45931006298950755      4                        0.20873695400791786      0.5036588102636516       4                        0.21157515819641481      0.5415307770712102
0.21576237720023497       0.45830341247533524      4                        0.21576237720023497      0.45830341247533524      4                        0.21701481871073816      0.5023088451067251       4                        0.21992632255680256      0.5398423165461971
0.2240176057368851        0.45724904989892684      4                        0.2240176057368851       0.45724904989892684      4                        0.22528305353427167      0.5008975474249039       4                        0.22826273536747835      0.5380794820194237
0.2322669742699894        0.4561459848814141       4                        0.2322669742699894       0.4561459848814141       4                        0.23354104208036286      0.4994239283991912       4                        0.2365835090231634       0.5362413349613007
0.3061632749562152        0.44384208376230855      4                        0.3061632749562152       0.44384208376230855      4                        0.30727523742622276      0.4831753954159213       4                        0.3105911514646043       0.5161399990284437
0.31432467050503776       0.44218776243805047      4                        0.31432467050503776      0.44218776243805047      4                        0.31538677010016763      0.4810157554339752       4                        0.3186947486483972       0.5134906161882823
0.2405099979666819        0.4549931930128364       4                        0.2405099979666819       0.4549931930128364       4                        0.24178806084361973      0.49788697284619154      4                        0.24488764016028827      0.5343269206277922
0.24874617835458848       0.4537896045008324       4                        0.24874617835458848      0.4537896045008324       4                        0.250023364310876        0.49628562476965893      4                        0.25317409531313445      0.5323352506398061
0.2569750076835649        0.45253410217475365      4                        0.2569750076835649       0.45253410217475365      4                        0.25824618898286195      0.4946187855298292       4                        0.26144181475697953      0.5302653013992695
0.26519596728100164       0.45122552017493         4                        0.26519596728100164      0.45122552017493         4                        0.26645575137020944      0.49288531298402083      4                        0.26968971027433636      0.5281160137624806
0.2979902059941849        0.44543530476706056      4                        0.2979902059941849       0.44543530476706056      4                        0.2991448419601832       0.48526068606147993      4                        0.30246011335052136      0.5187030496912645
0.27340852573702373       0.4498626425986938       4                        0.27340852573702373      0.4498626425986938       4                        0.2746512458166806       0.49108402062443024      4                        0.277916662762536        0.5258862927518789
0.2816121368950023        0.4484442021070732       4                        0.2816121368950023       0.4484442021070732       4                        0.28283184213226054      0.4892136767196153       4                        0.28612151968114535      0.5235750073117793
0.2898062376370198        0.44696887849461003      4                        0.2898062376370198       0.44696887849461003      4                        0.29099668300846343      0.4872730034698185       4                        0.2943030922779686       0.5211809901316451
0.3224736034354311        0.4404708310676128       4                        0.3224736034354311       0.4404708310676128       4                        0.32347831444239444      0.47878034317580587      4                        0.32676941184792885      0.5107536454344673
0.3306092647950381        0.43868972177804266      4                        0.3306092647950381       0.43868972177804266      4                        0.3315487137888796       0.47646768825107555      4                        0.33481360799695686      0.5079277975411233
0.3387307683676401        0.436842819334095        4                        0.3387307683676401       0.436842819334095        4                        0.3395967230732936       0.47407628810215446      4                        0.34282570705582793      0.505011769474987
0.3468371134374717        0.4349284698296461       4                        0.3468371134374717       0.4349284698296461       4                        0.3476209719608858       0.4716046203953174       4                        0.3508039457674766       0.5020042603660544
0.35492727134469515       0.43294496043470615      4                        0.35492727134469515      0.43294496043470615      4                        0.35562005060018814      0.4690511180365248       4                        0.35874651345902653      0.4989039419659182
0.36300019093849567       0.43089051533544986      4                        0.36300019093849567      0.43089051533544986      4                        0.36359251477495985      0.4664141654288866       4                        0.36665155736575883      0.4957094552234456
0.37105476976662305       0.4287633002508759       4                        0.37105476976662305      0.4287633002508759       4                        0.3715368572383309       0.4636921058264838       4                        0.3745171544566666       0.4924194203569176
0.3790897362152782        0.426561453155683        4                        0.3790897362152782       0.426561453155683        4                        0.37945139162312114      0.46088328200040735      4                        0.3823411972018691       0.48903248694775886
0.38710374954704374       0.42428305899134405      4                        0.38710374954704374      0.42428305899134405      4                        0.38733435152947593      0.4579860050852448       4                        0.3901214927092319       0.4855472970572243
0.39509544335116126       0.4219261351781304       4                        0.39509544335116126      0.4219261351781304       4                        0.39518393332958474      0.45499853773057297      4                        0.39785580562927575      0.48196246602302145
0.40306341566545256       0.4194886305662915       4                        0.40306341566545256      0.4194886305662915       4                        0.4029982863684244       0.45191909459730306      4                        0.4055418489950984       0.47827658430061215
0.4110060920060788        0.416968465573068        4                        0.4110060920060788       0.416968465573068        4                        0.4107753788989057       0.44874589470482734      4                        0.4131771532660081       0.4744882811562281
0.4189217319428514        0.4143635334872754       4                        0.4189217319428514       0.4143635334872754       4                        0.41851300561526955      0.445477164129878        4                        0.42075907560158654      0.4705962283225308
0.4734121159534671        0.39356627762619323      4                        0.4734121159534671       0.39356627762619323      4                        0.47136855214055806      0.41976609912362417      4                        0.4720986651363455       0.440335538307665
0.48103812418169944       0.39020083771631675      4                        0.48103812418169944      0.39020083771631675      4                        0.47869952842561164      0.4156665035437129       4                        0.47914722572998586      0.4355666993862959
0.48861658782240697       0.3867295076343391       4                        0.48861658782240697      0.3867295076343391       4                        0.4859661027624887       0.411454792332121        4                        0.4861137716844938       0.4306830490988531
0.49614449989678544       0.3831497703815601       4                        0.49614449989678544      0.3831497703815601       4                        0.4931647824013182       0.40712916523793063      4                        0.49299447264410967      0.42568359207901435
0.5036188044775654        0.3794590253363114       4                        0.5036188044775654       0.3794590253363114       4                        0.5002920300379397       0.4026877749688997       4                        0.4997854738535833       0.420567314617801
0.4268085612867665        0.41167165784989984      4                        0.4268085612867665       0.41167165784989984      4                        0.42620891774778197      0.4421110838424159       4                        0.4282849289926262       0.4665990784878846
0.4346647721307033        0.4088905874156277       4                        0.4346647721307033       0.4088905874156277       4                        0.43386082323388486      0.43864578544459887      4                        0.43575198324324954      0.46249546144596726
0.44248843196009846       0.4060180243179825       4                        0.44248843196009846      0.4060180243179825       4                        0.44146629860033537      0.43507938823096504      4                        0.44315738012741945      0.4582840290395692
0.4657415312656234        0.3968282660949771       4                        0.4657415312656234       0.3968282660949771       4                        0.46397663060287964      0.42375533664504716      4                        0.46497190235079483      0.4449905475747729
0.4580291289599784        0.3999892408351037       4                        0.4580291289599784       0.3999892408351037       4                        0.4565270185286079       0.42763602390763816      4                        0.4577705696642197       0.44953280368742576
0.4502773172633393        0.40305168819486337      4                        0.4502773172633393       0.40305168819486337      4                        0.44902262880522004      0.43141007989866986      4                        0.45049797988081236      0.45396355064507404
0.5110361549893888        0.3756547030388325       4                        0.5110361549893888       0.3756547030388325       4                        0.5073440355253642       0.39812886663763664      4                        0.5064826812858552       0.4153333448027324
0.5183927687116523        0.3717343550164481       4                        0.5183927687116523       0.3717343550164481       4                        0.5143165829187564       0.3934508839011655       4                        0.5130816412568603       0.40998107115307053
0.5256847933382744        0.36769547394625246      4                        0.5256847933382744       0.36769547394625246      4                        0.5212054036656912       0.3886522523826949       4                        0.5195778807622989       0.4045098910554018
0.5329083313558933        0.36353546831182615      4                        0.5329083313558933       0.36353546831182615      4                        0.528006201658619        0.38373135079042947      4                        0.5259669330252131       0.39891917695459495
0.5400593221823202        0.3592517177421615       4                        0.5400593221823202       0.3592517177421615       4                        0.5347145444515958       0.3786865775018165       4                        0.532244237207009        0.3932083509317101
0.5471330764316509        0.3548418634521243       4                        0.5471330764316509       0.3548418634521243       4                        0.5413254323735315       0.37351669015908073      4                        0.5384047408215608       0.3873772647285072
0.554124692612435         0.3503035855842348       4                        0.554124692612435        0.3503035855842348       4                        0.5478336979852687       0.3682205381786937       4                        0.544443281354597        0.3814258899554571
0.5610292326951593        0.3456344848832389       4                        0.5610292326951593       0.3456344848832389       4                        0.5542341737049961       0.36279692292617144      4                        0.5503547447909318       0.37535415726680865
0.5678416312519877        0.340832123917023        4                        0.5678416312519877       0.340832123917023        4                        0.5605216097259758       0.3572446454479554       4                        0.5561339904229039       0.36916200756425327
0.5876680667964925        0.32560453834101516      4                        0.5876680667964925       0.32560453834101516      4                        0.5786471601070514       0.3398083676298928       4                        0.5726223155211239       0.3498675227780561
0.5940526773544744        0.32024868001693885      4                        0.5940526773544744       0.32024868001693885      4                        0.5844229882962246       0.33373466159045273      4                        0.5778160454016609       0.3431988933141501
0.5745562035020468        0.33589438043932196      4                        0.5745562035020468       0.33589438043932196      4                        0.5666902261925292       0.351562910770459        4                        0.5617754436214283       0.36284983699545326
0.5811670672861705        0.33081917692318497      4                        0.5811670672861705       0.33081917692318497      4                        0.5727341119308541       0.3457510072781296       4                        0.5672734692661733       0.3564181304078268
0.6003141348736847        0.3147499151730924       4                        0.6003141348736847       0.3147499151730924       4                        0.590055063413605        0.3275296816977221       4                        0.5828486529160444       0.33641323078371577
0.6064452163810474        0.30910685947744543      4                        0.6064452163810474       0.30910685947744543      4                        0.5955365101108239       0.3211935652949626       4                        0.5877138936134956       0.32951186823109296
0.6124385008874697        0.303318218085677        4                        0.6124385008874697       0.303318218085677        4                        0.6008603530270086       0.31472654201721995      4                        0.5924055041943618       0.3224961955987796
0.6182860511970076        0.2973831024533296       4                        0.6182860511970076       0.2973831024533296       4                        0.6060192390686407       0.3081292765513716       4                        0.5969169572125246       0.3153680233160029
0.6239797316071534        0.29130074763681557      4                        0.6239797316071534       0.29130074763681557      4                        0.6110057255527641       0.30140253905011355      4                        0.6012417162771156       0.3081292133526481
0.6295108927358414        0.28507085908769497      4                        0.6295108927358414       0.28507085908769497      4                        0.6158120082500836       0.2945475744355659       4                        0.6053729983432448       0.3007820667806698
0.6348706348385978        0.27869336634150194      4                        0.6348706348385978       0.27869336634150194      4                        0.620430157536526        0.28756581240716006      4                        0.6093039784833707       0.2933289992203706
0.6450381112446038        0.26549761520556225      4                        0.6450381112446038       0.26549761520556225      4                        0.6290689475567847       0.27322976151107703      4                        0.616536852961744        0.2781165797964097
0.649826110924149         0.25868142132100225      4                        0.649826110924149        0.25868142132100225      4                        0.6330725353505988       0.26588028168080247      4                        0.6198243767284923       0.27036362718355295
0.6400496053338423        0.2721686817243851       4                        0.6400496053338423       0.2721686817243851       4                        0.6248519455639764       0.2804591348355694       4                        0.6130276387265544       0.28577281659413967
0.6544031197658096        0.2517219901840912       4                        0.6544031197658096       0.2517219901840912       4                        0.6368537995190123       0.25841383817325064      4                        0.6228827791729932       0.26251775681595135
0.6587584241614632        0.24462159012104642      4                        0.6587584241614632       0.24462159012104642      4                        0.6404037261290333       0.250833828155821        4                        0.6257045814706514       0.25458289977998555
0.6628807993689261        0.23738337703986356      4                        0.6628807993689261       0.23738337703986356      4                        0.6437129620949463       0.24314442587282226      4                        0.6282820616434253       0.24656365808296762
0                         1.25                     5                        0                        1.25                     5                        0                        1.25                     5                        0                        1.25
0.08624024679982877       1.2500000000000002       5                        0.08624024679982877      1.2500000000000002       5                        0.08624024679982877      1.2500000000000002       5                        0.08624024679982877      1.2500000000000002
0.17549939307968337       1.2500000000000002       5                        0.17549939307968337      1.2500000000000002       5                        0.17549939307968337      1.2500000000000002       5                        0.17549939307968337      1.2500000000000002
0.2685282723407355        1.2499999999999996       5                        0.2685282723407355       1.2499999999999996       5                        0.2685282723407355       1.2499999999999996       5                        0.2685282723407355       1.2499999999999996
0.3618187123361661        1.2499999999999996       5                        0.3618187123361661       1.2499999999999996       5                        0.3618187123361661       1.2499999999999996       5                        0.3618187123361661       1.2499999999999996
0.4503756024506218        1.25                     5                        0.4503756024506218       1.25                     5                        0.4503756024506218       1.25                     5                        0.4503756024506218       1.25
0.5394536837836256        1.2500000000000002       5                        0.5394536837836256       1.2500000000000002       5                        0.5394536837836256       1.2500000000000002       5                        0.5394536837836256       1.2500000000000002
1.7786591157260885        1.2500000000000002       5                        1.7786591157260885       1.2500000000000002       5                        1.7786591157260885       1.2500000000000002       5                        1.7786591157260885       1.2500000000000002
1.875                     1.25                     5                        1.875                    1.25                     5                        1.875                    1.25                     5                        1.875                    1.25
0.6298568861869817        1.2499999999999996       5                        0.6298568861869817       1.2499999999999996       5                        0.6298568861869817       1.2499999999999996       5                        0.6298568861869817       1.2499999999999996
1.682318231452174         1.2500000000000002       5                        1.682318231452174        1.2500000000000002       5                        1.682318231452174        1.2500000000000002       5                        1.682318231452174        1.2500000000000002
0.7218380317839329        1.2499999999999996       5                        0.7218380317839329       1.2499999999999996       5                        0.7218380317839329       1.2499999999999996       5                        0.7218380317839329       1.2499999999999996
1.585977347178257         1.25                     5                        1.585977347178257        1.25                     5                        1.585977347178257        1.25                     5                        1.585977347178257        1.25
1.489636462904341         1.25                     5                        1.489636462904341        1.25                     5                        1.489636462904341        1.25                     5                        1.489636462904341        1.25
1.3932955786304255        1.2499999999999996       5                        1.3932955786304255       1.2499999999999996       5                        1.3932955786304255       1.2499999999999996       5                        1.3932955786304255       1.2499999999999996
1.2969546943565091        1.25                     5                        1.2969546943565091       1.25                     5                        1.2969546943565091       1.25                     5                        1.2969546943565091       1.25
0.8157683070948077        1.2500000000000002       5                        0.8157683070948077       1.2500000000000002       5                        0.8157683070948077       1.2500000000000002       5                        0.8157683070948077       1.2500000000000002
1.2006138100825927        1.2499999999999996       5                        1.2006138100825927       1.2499999999999996       5                        1.2006138100825927       1.2499999999999996       5                        1.2006138100825927       1.2499999999999996
1.104272925808676         1.2500000000000002       5                        1.104272925808676        1.2500000000000002       5                        1.104272925808676        1.2500000000000002       5                        1.104272925808676        1.2500000000000002
0.9115911572608445        1.2499999999999996       5                        0.9115911572608445       1.2499999999999996       5                        0.9115911572608445       1.2499999999999996       5                        0.9115911572608445       1.2499999999999996
1.0079320415347601        1.25                     5                        1.0079320415347601       1.25                     5                        1.0079320415347601       1.25                     5                        1.0079320415347601       1.25
0.6612071820482569        0.04776769841163251      6                        0.6612071820482569       0.04776769841163251      6                        0.6256923661071973       0.049899884316130697     6                        0.5957782064311046       0.051302000931108004
0.6559181943707773        0.041164716991151346     6                        0.6559181943707773       0.041164716991151346     6                        0.6199637782836507       0.043208190423809086     6                        0.5896634854203853       0.04458939180442395
0.6501949452729647        0.034914437476478564     6                        0.6501949452729647       0.034914437476478564     6                        0.6138061109566078       0.036849157896686004     6                        0.5831282487282698       0.03819280004290246
