% Model:              first_sketch_v06__sigmasweep_adaptivemesh_179.9CA.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jul 31 2021, 19:02
% Dimension:          2
% Nodes:              334
% Expressions:        9
% Description:        Entity index, r-coordinate, z-coordinate
% Length unit:        mm
% r                       z                        dom @ t=47               r (mm) @ t=47            z (mm) @ t=47            dom @ t=57               r (mm) @ t=57            z (mm) @ t=57            dom @ t=67               r (mm) @ t=67            z (mm) @ t=67
0.6443308456831789        0.02930456555399016      6                        0.6443308456831789       0.02930456555399016      6                        0.6075269080914318       0.031115953866243603     6                        0.5764915625449007       0.03240591508319851
0.6386945091263754        0.024554878805779765     6                        0.6386945091263754       0.024554878805779765     6                        0.6015103449628086       0.026238195740865288     6                        0.5701493194198368       0.02746306136629118
0.6333435480698014        0.020554206762562033     6                        0.6333435480698014       0.020554206762562033     6                        0.5958089602817924       0.0221088515245535       6                        0.5641480363574884       0.023260722945778727
0.6283064111143505        0.01719362637225265      6                        0.6283064111143505       0.01719362637225265      6                        0.590447054791293        0.01862208235305462      6                        0.5585073252898929       0.019696320455565863
0.623597339359424         0.014377194321168053     6                        0.623597339359424        0.014377194321168053     6                        0.5854357580775104       0.015684142543824477     6                        0.5532350628765924       0.016678914973590503
0.6192200973543898        0.01202139179065053      6                        0.6192200973543898       0.01202139179065053      6                        0.580776379730294        0.013212960901177762     6                        0.5483302904146609       0.01412868267321146
0.6151672730075712        0.010052487424654453     6                        0.6151672730075712       0.010052487424654453     6                        0.57645924570933         0.011135575338416455     6                        0.5437814894272764       0.01197427663721141
0.6114313481017162        0.008409862769750514     6                        0.6114313481017162       0.008409862769750514     6                        0.5724751883873552       0.009391840305038349     6                        0.5395783015244051       0.010156751787059395
0.6079939366631947        0.007038911234076647     6                        0.6079939366631947       0.007038911234076647     6                        0.5688038113821561       0.007927091599828167     6                        0.5356989112529187       0.008622083342447467
0.6048409453664022        0.005896017155768852     6                        0.6048409453664022       0.005896017155768852     6                        0.5654296982524417       0.0066976700599457395    6                        0.5321270447438552       0.007327082448935399
0.6019526019588916        0.004942837664459919     6                        0.6019526019588916       0.004942837664459919     6                        0.5623314937453464       0.005664902298786781     6                        0.5288403441101763       0.0062332326119384045
0.5993088902253902        0.004147350697152513     6                        0.5993088902253902       0.004147350697152513     6                        0.5594879598168601       0.004796436798363382     6                        0.5258167416935325       0.005308203525446348
0.5968946353796306        0.003484071380882604     6                        0.5968946353796306       0.003484071380882604     6                        0.5568830955357761       0.00406650586955498      6                        0.5230398463110029       0.0045262396380336125
0.5946898108969599        0.0029302800794491846    6                        0.5946898108969599       0.0029302800794491846    6                        0.5544958868141815       0.00345196599638746      6                        0.5204880248376171       0.003864027365583712
0.5926758657293208        0.002467285612341955     6                        0.5926758657293208       0.002467285612341955     6                        0.5523069925460953       0.0029337175701378304    6                        0.518141452901892        0.0033022622126817917
0.5908366628762044        0.0020798813251274553    6                        0.5908366628762044       0.0020798813251274553    6                        0.550299736814068        0.002496186929907553     6                        0.5159831501980113       0.0028251617048826493
0.5891592269026329        0.0017558159371867622    6                        0.5891592269026329       0.0017558159371867622    6                        0.5484609376032186       0.002126819275623946     6                        0.513999861284376        0.0024199815267675795
0.587627233916641         0.0014840968520209163    6                        0.587627233916641        0.0014840968520209163    6                        0.5467737785945375       0.0018142124003975944    6                        0.512174389620802        0.0020750270700315753
0.586225217849291         0.0012556209268473817    6                        0.586225217849291        0.0012556209268473817    6                        0.5452221831920595       0.0015488394516320109    6                        0.5104901460565593       0.0017804530987287194
0.5849417856379016        0.001063321997465089     6                        0.5849417856379016       0.001063321997465089     6                        0.5437946569245605       0.001323334607823654     6                        0.508935469277236        0.0015286565439934362
0.5837664181981098        9.013026547441162E-4     6                        0.5837664181981098       9.013026547441162E-4     6                        0.5424805195221091       0.0011314947214556774    6                        0.5074995076811768       0.0013131984314739826
0.5826894368985083        7.646421036173303E-4     6                        0.5826894368985083       7.646421036173303E-4     6                        0.5412700190874387       9.681155746574529E-4     6                        0.5061722834505352       0.0011286389377253513
0.5817016639450077        6.492012801886991E-4     6                        0.5817016639450077       6.492012801886991E-4     6                        0.5401535047893976       8.287355086912165E-4     6                        0.5049436622420166       9.702584412060446E-4
0.580790396136944         5.510895647633109E-4     6                        0.580790396136944        5.510895647633109E-4     6                        0.5391173626307382       7.090883148374019E-4     6                        0.503799166374356        8.334937238767617E-4
0.5798290071560384        4.5629794616834613E-4    6                        0.5798290071560384       4.5629794616834613E-4    6                        0.5380173244795843       5.922709720464599E-4     6                        0.5025790324426661       6.991227742892811E-4
0.5787521250994035        3.6073601673254646E-4    6                        0.5787521250994035       3.6073601673254646E-4    6                        0.5367758346925049       4.730501641603835E-4     6                        0.5011946757409373       5.609444568959905E-4
0.5775383958462944        2.664683967470519E-4     6                        0.5775383958462944       2.664683967470519E-4     6                        0.5353619676233944       3.53561835797099E-4      6                        0.4996058593680747       4.2105837519144083E-4
0.5761503061813403        1.7610734488052786E-4    6                        0.5761503061813403       1.7610734488052786E-4    6                        0.5337133555738648       2.3613023390251861E-4    6                        0.4977270199122163       2.8143007513318775E-4
0.574529952252799         9.417761074247263E-5     6                        0.574529952252799        9.417761074247263E-5     6                        0.5317031793765037       1.248475262691346E-4     6                        0.4953585137393935       1.452634836373019E-4
0.5725754521302322        2.9130839846172198E-5    6                        0.5725754521302322       2.9130839846172198E-5    6                        0.5291371533800433       3.378973680436733E-5     6                        0.49226962226122195      3.458697310314979E-5
0.5702979893884449        0                        6                        0.5702979893884449       0                        6                        0.5265470994274221       0                        6                        0.48953723425839973      0
1.875                     0                        7                        1.875                    0                        7                        1.875                    0                        7                        1.875                    0
1.7760480480269467        0                        7                        1.7760480480269467       0                        7                        1.7746896601677373       0                        7                        1.7735311877846889       0
1.6838215483303136        0                        7                        1.6838215483303136       0                        7                        1.6810957044110557       0                        7                        1.6787759668133027       0
1.6003314048104034        0                        7                        1.6003314048104034       0                        7                        1.5962775016750066       0                        7                        1.5928344921236117       0
1.5247485710770146        0                        7                        1.5247485710770146       0                        7                        1.5194069410211575       0                        7                        1.5148788590327191       0
1.4563228096679584        0                        7                        1.4563228096679584       0                        7                        1.4497326561113482       0                        7                        1.4441562899458713       0
1.3943722614110874        0                        7                        1.3943722614110874       0                        7                        1.3865715829051366       0                        7                        1.3799823310947117       0
1.3382768588069374        0                        7                        1.3382768588069374       0                        7                        1.329303056061537        0                        7                        1.3217354656629152       0
1.2874877542687673        0                        7                        1.2874877542687673       0                        7                        1.2773785992339113       0                        7                        1.268867169475093        0
1.2414980834210878        0                        7                        1.2414980834210878       0                        7                        1.230292028043748        0                        7                        1.2208714475367073       0
1.1998522729129062        0                        7                        1.1998522729129062       0                        7                        1.1875888493320095       0                        7                        1.1772943071194737       0
1.1621447840644636        0                        7                        1.1621447840644636       0                        7                        1.1488649258695847       0                        7                        1.1377323633122396       0
1.1274611963971592        0                        7                        1.1274611963971592       0                        7                        1.1131911704211674       0                        7                        1.101244073572549        0
1.0949222839600061        0                        7                        1.0949222839600061       0                        7                        1.0796700268465547       0                        7                        1.0669165272990109       0
1.0637208800637792        0                        7                        1.0637208800637792       0                        7                        1.047473359293074        0                        7                        1.0339041709712293       0
1.033347890287842         0                        7                        1.033347890287842        0                        7                        1.016076334714808        0                        7                        1.001669099776843        0
1.0040710866712734        0                        7                        1.0040710866712734       0                        7                        0.9857559176565771       0                        7                        0.9704955725981067       0
0.975935272780149         0                        7                        0.975935272780149        0                        7                        0.9565599433418441       0                        7                        0.9404335760782754       0
0.9487268626988502        0                        7                        0.9487268626988502       0                        7                        0.9282681276653829       0                        7                        0.9112569405957542       0
0.9224198877993484        0                        7                        0.9224198877993484       0                        7                        0.900854513940267        0                        7                        0.8829391931641022       0
0.8970600730454573        0                        7                        0.8970600730454573       0                        7                        0.8743683600883914       0                        7                        0.8555318118120833       0
0.8726830302922403        0                        7                        0.8726830302922403       0                        7                        0.8488493842685751       0                        7                        0.8290770492621924       0
0.8493893108969144        0                        7                        0.8493893108969144       0                        7                        0.8244066252242906       0                        7                        0.8036899193593453       0
0.8276036237467015        0                        7                        0.8276036237467015       0                        7                        0.8014923544111463       0                        7                        0.7798443339579124       0
0.8067756518654046        0                        7                        0.8067756518654046       0                        7                        0.7795348262658719       0                        7                        0.7569497235820155       0
0.7864222334542449        0                        7                        0.7864222334542449       0                        7                        0.7580290161120493       0                        7                        0.7344812547044047       0
0.7676275409045142        0                        7                        0.7676275409045142       0                        7                        0.7381280984850751       0                        7                        0.7136482493267835       0
0.750242298456608         0                        7                        0.750242298456608        0                        7                        0.7196855649331229       0                        7                        0.6943057686108913       0
0.7338660512142217        0                        7                        0.7338660512142217       0                        7                        0.7022868878390204       0                        7                        0.6760265847505932       0
0.7186927884393669        0                        7                        0.7186927884393669       0                        7                        0.6861480742305746       0                        7                        0.6590453891613799       0
0.7047903876912427        0                        7                        0.7047903876912427       0                        7                        0.6713512500912489       0                        7                        0.6434576027423791       0
0.6922194309066678        0                        7                        0.6922194309066678       0                        7                        0.6579694285096199       0                        7                        0.6293492777343555       0
0.6808569151334156        0                        7                        0.6808569151334156       0                        7                        0.6458778845156727       0                        7                        0.6165970245748139       0
0.6705896268759705        0                        7                        0.6705896268759705       0                        7                        0.6349598393423992       0                        7                        0.605084020435074        0
0.6613125087935826        0                        7                        0.6613125087935826       0                        7                        0.6251050064906827       0                        7                        0.5946983282307343       0
0.6529299231076812        0                        7                        0.6529299231076812       0                        7                        0.6162113922971146       0                        7                        0.5853348151357568       0
0.6453554396264689        0                        7                        0.6453554396264689       0                        7                        0.608185523325148        0                        7                        0.576895522250559        0
0.6385099835822988        0                        7                        0.6385099835822988       0                        7                        0.6009408389363985       0                        7                        0.5692881080978469       0
0.6323218850709893        0                        7                        0.6323218850709893       0                        7                        0.5943982627640396       0                        7                        0.5624268176289854       0
0.6267278492926939        0                        7                        0.6267278492926939       0                        7                        0.5884876062047426       0                        7                        0.5562344117725558       0
0.6216670231341671        0                        7                        0.6216670231341671       0                        7                        0.5831410449735578       0                        7                        0.5506354889920516       0
0.617089473719132         0                        7                        0.617089473719132        0                        7                        0.5783032930529155       0                        7                        0.5455685685706853       0
0.6129466492168266        0                        7                        0.6129466492168266       0                        7                        0.573920593602162        0                        7                        0.5409741913974104       0
0.6091949518976605        0                        7                        0.6091949518976605       0                        7                        0.5699454282109173       0                        7                        0.5368007048846962       0
0.6057975103641652        0                        7                        0.6057975103641652       0                        7                        0.5663377028911432       0                        7                        0.5330049969667684       0
0.6027195011098737        0                        7                        0.6027195011098737       0                        7                        0.5630601848185226       0                        7                        0.5295478488030073       0
0.5999275937479017        0                        7                        0.5999275937479017       0                        7                        0.560077705896919        0                        7                        0.52639276379706         0
0.5973954488432677        0                        7                        0.5973954488432677       0                        7                        0.5573626912743245       0                        7                        0.5235115027873228       0
0.595097936856863         0                        7                        0.595097936856863        0                        7                        0.5548891715289951       0                        7                        0.5208777505303855       0
0.593012145158087         0                        7                        0.593012145158087        0                        7                        0.5526336549620444       0                        7                        0.5184678463312333       0
0.5911170058554261        0                        7                        0.5911170058554261       0                        7                        0.5505746648011264       0                        7                        0.5162602151924313       0
0.589392640701432         0                        7                        0.589392640701432        0                        7                        0.5486919705517019       0                        7                        0.5142344900179487       0
0.5878243050628051        0                        7                        0.5878243050628051       0                        7                        0.5469708907088647       0                        7                        0.5123761342950871       0
0.5863967278766425        0                        7                        0.5863967278766425       0                        7                        0.5453958866711023       0                        7                        0.5106694338686559       0
0.5850965441722433        0                        7                        0.5850965441722433       0                        7                        0.5439539060194721       0                        7                        0.5091014922980911       0
0.5839116745335584        0                        7                        0.5839116745335584       0                        7                        0.5426324700374412       0                        7                        0.5076594610800166       0
0.5828311630983007        0                        7                        0.5828311630983007       0                        7                        0.5414207266119013       0                        7                        0.5063324258602979       0
0.5818443450415631        0                        7                        0.5818443450415631       0                        7                        0.5403077842456813       0                        7                        0.5051091975253265       0
0.5809302366144773        0                        7                        0.5809302366144773       0                        7                        0.5392708265607826       0                        7                        0.5039652597673698       0
0.5799499343163408        0                        7                        0.5799499343163408       0                        7                        0.5381515987258019       0                        7                        0.5027253477259945       0
0.578854407314286         0                        7                        0.578854407314286        0                        7                        0.536891096455674        0                        7                        0.5013213341251455       0
0.5776227235234396        0                        7                        0.5776227235234396       0                        7                        0.5354594717036103       0                        7                        0.499714527602838        0
0.5762160176844767        0                        7                        0.5762160176844767       0                        7                        0.5337939203595794       0                        7                        0.49782028395960337      0
0.5745753351904896        0                        7                        0.5745753351904896       0                        7                        0.5317637637586549       0                        7                        0.4954346265993666       0
0.5725957335963235        0                        7                        0.5725957335963235       0                        7                        0.529160267973384        0                        7                        0.492294889158657        0
0.5702979893884449        0                        7                        0.5702979893884449       0                        7                        0.5265470994274221       0                        7                        0.48953723425839973      0
0.6865054595450997        0.10511488627344391      8                        0.6865054595450997       0.10511488627344391      8                        0.6548518184111143       0.10752990509733572      8                        0.6283933383671829       0.10884284687906094
0.6847386688647314        0.09745639114986863      8                        0.6847386688647314       0.09745639114986863      8                        0.6525291824872421       0.09984635353870021      8                        0.6255746680785093       0.10117216217231287
0.6825798641858122        0.0898892231971405       8                        0.6825798641858122       0.0898892231971405       8                        0.6498378301771265       0.0922574242069113       8                        0.6224065713853588       0.09360013858531928
0.6800238756066018        0.08243598306539153      8                        0.6800238756066018       0.08243598306539153      8                        0.646772024464078        0.08478255359340321      8                        0.6188832082489604       0.08614403492613973
0.6770668048628458        0.07512064940946109      8                        0.6770668048628458       0.07512064940946109      8                        0.64332681483829         0.07744252484644666      8                        0.6149992460205116       0.07882237292730995
0.6737062921345722        0.06796872488033083      8                        0.6737062921345722       0.06796872488033083      8                        0.6394982850203687       0.07025969097300182      8                        0.6107500790082728       0.07165517672157949
0.669941619274158         0.061006934028835544     8                        0.669941619274158        0.061006934028835544     8                        0.6352836241974451       0.0632577665886268       8                        0.6061318365608573       0.06466378155043309
0.6657740803036797        0.05426345681287454      8                        0.6657740803036797       0.05426345681287454      8                        0.6306815191279299       0.05646216661993081      8                        0.60114173711002         0.05787119748339433
0.6612071820482569        0.04776769841163251      8                        0.6612071820482569       0.04776769841163251      8                        0.6256923661071973       0.049899884316130697     8                        0.5957782064311046       0.051302000931108004
1.875                     1.25                     9                        1.875                    1.25                     9                        1.875                    1.25                     9                        1.875                    1.25
1.875                     1.153846153846146        9                        1.875                    1.153846153846146        9                        1.875                    1.153846153846146        9                        1.875                    1.153846153846146
1.8749999999999998        1.0576923076922915       9                        1.8749999999999998       1.0576923076922915       9                        1.8749999999999998       1.0576923076922915       9                        1.8749999999999998       1.0576923076922915
1.875                     0.9615384615384381       9                        1.875                    0.9615384615384381       9                        1.875                    0.9615384615384381       9                        1.875                    0.9615384615384381
1.8749999999999998        0.8653846153845829       9                        1.8749999999999998       0.8653846153845829       9                        1.8749999999999998       0.8653846153845829       9                        1.8749999999999998       0.8653846153845829
1.8749999999999998        0.769230769230728        9                        1.8749999999999998       0.769230769230728        9                        1.8749999999999998       0.769230769230728        9                        1.8749999999999998       0.769230769230728
1.8749999999999998        0.6730769230768745       9                        1.8749999999999998       0.6730769230768745       9                        1.8749999999999998       0.6730769230768745       9                        1.8749999999999998       0.6730769230768745
1.875                     0.57692307692302         9                        1.875                    0.57692307692302         9                        1.875                    0.57692307692302         9                        1.875                    0.57692307692302
1.8749999999999998        0.48076923076916567      9                        1.8749999999999998       0.48076923076916567      9                        1.8749999999999998       0.48076923076916567      9                        1.8749999999999998       0.48076923076916567
1.8749999999999998        0.3846153846153115       9                        1.8749999999999998       0.3846153846153115       9                        1.8749999999999998       0.3846153846153115       9                        1.8749999999999998       0.3846153846153115
1.8749999999999998        0.28846153846145695      9                        1.8749999999999998       0.28846153846145695      9                        1.8749999999999998       0.28846153846145695      9                        1.8749999999999998       0.28846153846145695
1.875                     0.1923076923076028       9                        1.875                    0.1923076923076028       9                        1.875                    0.1923076923076028       9                        1.875                    0.1923076923076028
1.875                     0.0961538461537485       9                        1.875                    0.0961538461537485       9                        1.875                    0.0961538461537485       9                        1.875                    0.0961538461537485
1.875                     0                        9                        1.875                    0                        9                        1.875                    0                        9                        1.875                    0
0.6628807993689261        0.23738337703986356      10                       0.6628807993689261       0.23738337703986356      10                       0.6437129620949463       0.24314442587282226      10                       0.6282820616434253       0.24656365808296762
0.6666321414700248        0.23026175007121202      10                       0.6666321414700248       0.23026175007121202      10                       0.6466730766260785       0.23561462870819935      10                       0.6305332168097623       0.23873917305758166
0.6701447088698521        0.22301882052383726      10                       0.6701447088698521       0.22301882052383726      10                       0.6493909298647567       0.2279914885688111       10                       0.6325418368131904       0.2308451047456501
0.6734076420903986        0.2156592324052172       10                       0.6734076420903986       0.2156592324052172       10                       0.6518576659089758       0.22028010903753414      10                       0.6343006543952037       0.22288657118844596
0.676409836046334         0.20818841063313293      10                       0.676409836046334        0.20818841063313293      10                       0.6540642741536759       0.2124861939269346       10                       0.6358022756413465       0.21486915937648662
0.6791399824919373        0.20061259919659938      10                       0.6791399824919373       0.20061259919659938      10                       0.6560016140102972       0.2046160682997479       10                       0.6370391918126364       0.2067989408515353
0.6815866426735739        0.19293880412524586      10                       0.6815866426735739       0.19293880412524586      10                       0.657660457816676        0.19667660111418914      10                       0.6380038002165542       0.19868238694914864
0.6837382081946294        0.18517508656283685      10                       0.6837382081946294       0.18517508656283685      10                       0.6590314552114707       0.18867549148072607      10                       0.6386883776027688       0.19052665672005947
0.6855830422596367        0.17733032086428388      10                       0.6855830422596367       0.17733032086428388      10                       0.6601052196391849       0.18062100276242954      10                       0.6390851262337811       0.18233932141946418
0.6871094528667383        0.16941453097723352      10                       0.6871094528667383       0.16941453097723352      10                       0.6608723026444623       0.17252229504078087      10                       0.6391861587561978       0.17412870004317943
0.6883058007589177        0.16143878599635125      10                       0.6883058007589177       0.16143878599635125      10                       0.6613232550892433       0.16438930407008429      10                       0.6389835297732518       0.16590373257987823
0.6891605608137965        0.15341524471353712      10                       0.6891605608137965       0.15341524471353712      10                       0.6614486540519174       0.1562327794155496       10                       0.6384692461774688       0.1576740183674113
0.6896623788753589        0.1453574259568739       10                       0.6896623788753589       0.1453574259568739       10                       0.6612391419928307       0.14806455182224285      10                       0.6376353060978054       0.14945008481822003
0.6898001917423301        0.13727990931593756      10                       0.6898001917423301       0.13727990931593756      10                       0.660685474193333        0.13989722603062252      10                       0.6364736998863305       0.14124307707184525
0.6895633001745983        0.1291988029759099       10                       0.6895633001745983       0.1291988029759099       10                       0.6597785843502546       0.1317446579320429       10                       0.6349764883780187       0.13306524096310046
0.6889414932718003        0.1211314643100129       10                       0.6889414932718003       0.1211314643100129       10                       0.6585096329306318       0.12362167814735181      10                       0.6331358047765708       0.12492964689907865
0.6879251627848598        0.11309669964472462      10                       0.6879251627848598       0.11309669964472462      10                       0.6568700846604651       0.1155443079836803       10                       0.6309439210332383       0.11685041090031435
0.6865054595450997        0.10511488627344391      10                       0.6865054595450997       0.10511488627344391      10                       0.6548518184111143       0.10752990509733572      10                       0.6283933383671829       0.10884284687906094
