% Model:              first_sketch_v06__sigmasweep_adaptivemesh_179.9CA.mph
% Version:            COMSOL 5.4.0.388
% Date:               Jul 31 2021, 19:02
% Dimension:          2
% Nodes:              396
% Expressions:        72
% Description:        Entity index, r-coordinate, z-coordinate
% Length unit:        mm
% r                       z                        dom @ t=377              r (mm) @ t=377           z (mm) @ t=377           dom @ t=387              r (mm) @ t=387           z (mm) @ t=387           dom @ t=397              r (mm) @ t=397           z (mm) @ t=397           dom @ t=407              r (mm) @ t=407           z (mm) @ t=407           dom @ t=417              r (mm) @ t=417           z (mm) @ t=417           dom @ t=427              r (mm) @ t=427           z (mm) @ t=427           dom @ t=437              r (mm) @ t=437           z (mm) @ t=437           dom @ t=447              r (mm) @ t=447           z (mm) @ t=447           dom @ t=457              r (mm) @ t=457           z (mm) @ t=457           dom @ t=467              r (mm) @ t=467           z (mm) @ t=467           dom @ t=477              r (mm) @ t=477           z (mm) @ t=477           dom @ t=487              r (mm) @ t=487           z (mm) @ t=487           dom @ t=497              r (mm) @ t=497           z (mm) @ t=497           dom @ t=507              r (mm) @ t=507           z (mm) @ t=507           dom @ t=517              r (mm) @ t=517           z (mm) @ t=517           dom @ t=527              r (mm) @ t=527           z (mm) @ t=527           dom @ t=537              r (mm) @ t=537           z (mm) @ t=537           dom @ t=547              r (mm) @ t=547           z (mm) @ t=547           dom @ t=557              r (mm) @ t=557           z (mm) @ t=557           dom @ t=567              r (mm) @ t=567           z (mm) @ t=567           dom @ t=577              r (mm) @ t=577           z (mm) @ t=577           dom @ t=587              r (mm) @ t=587           z (mm) @ t=587           dom @ t=597              r (mm) @ t=597           z (mm) @ t=597           dom @ t=607              r (mm) @ t=607           z (mm) @ t=607
0.2838439609848683        0.8396464653031243       4                        0.2838439609848683       0.8396464653031243       4                        0.28462532968785054      0.8418841864674376       4                        0.28514628256651614      0.8433708770638131       4                        0.2856489168503257       0.8448035785291593       4                        0.28613362141365073      0.8461852087041725       4                        0.28660086370534615      0.8475184631809212       4                        0.2870511630747933       0.8488058303902162       4                        0.2874850710297212       0.8500496068814355       4                        0.28790316677025485      0.8512519306739613       4                        0.2883060298517161       0.8524147701181235       4                        0.28869426110425883      0.853539988321861        4                        0.28906844177698476      0.8546292983741005       4                        0.2894291493666719       0.8556843102162776       4                        0.28977700888892977      0.8567067096042502       4                        0.2901123897234866       0.8576973826982293       4                        0.29043600344738457      0.8586581917124015       4                        0.29074830316408506      0.8595902151071888       4                        0.2910497817911787       0.8604946365379692       4                        0.2913409123994062       0.8613725748352986       4                        0.2916221457909627       0.8622250847573684       4                        0.291893916311272        0.8630531718519366       4                        0.29215663317948887      0.8638577803576926       4                        0.29241069382788215      0.864639817747965        4                        0.292656468738769        0.8654001345398077
0.2768010813842205        0.8440818106142471       4                        0.2768010813842205       0.8440818106142471       4                        0.27757794594351803      0.8463521389999269       4                        0.27809590642166365      0.8478605714784132       4                        0.27859564552328914      0.8493142709772151       4                        0.27907753865184615      0.8507161838340316       4                        0.2795420421155055       0.8520690337008048       4                        0.2799896663271295       0.853375336294304        4                        0.28042095581292464      0.8546374144931372       4                        0.28083648424814767      0.8558574317955934       4                        0.2812368271631184       0.8570373808589256       4                        0.28162258200028145      0.8581791484758994       4                        0.2819943277300435       0.8592844701784881       4                        0.2823526400653877       0.8603549775200592       4                        0.28269814227153695      0.8613923795684706       4                        0.28303120395407544      0.8623975745597176       4                        0.28335253469085675      0.8633724514923424       4                        0.2836625873846502       0.8643181044389008       4                        0.28396185446282457      0.8652357344711391       4                        0.28425080857007123      0.8661264770879604       4                        0.2845299001669377       0.8669914029506505       4                        0.2847995632028972       0.8678315328852317       4                        0.285060206627358        0.8686478256428068       4                        0.2853122274165706       0.869441202666905        4                        0.28555599580208163      0.8702125277353849
0.2696879551044747        0.8484039076502761       4                        0.2696879551044747       0.8484039076502761       4                        0.2704591407237943       0.8507065263003105       4                        0.2709733253004198       0.8522364914785209       4                        0.2714694131501676       0.8537109876975848       4                        0.27194776569876844      0.8551329887240168       4                        0.2724088274991097       0.856505245370288        4                        0.27285309933377466      0.8578302998923834       4                        0.2732811179974272       0.859110500885135        4                        0.273693450846633        0.8603480368245804       4                        0.2740906685720311       0.8615449242723          4                        0.27447336438873915      0.8627030733771961       4                        0.27484211415205106      0.8638242418552242       4                        0.2751974909547609       0.8649100826640312       4                        0.27554011539470613      0.8659623279905366       4                        0.27587035675959237      0.8669818880985817       4                        0.27618892156494484      0.8679706785834649       4                        0.27649626183019227      0.8689298090742166       4                        0.2767928687444957       0.8698604979919785       4                        0.2770792138042602       0.8707638974494704       4                        0.27735574643418687      0.8716410939667677       4                        0.2776228995191619       0.8724931236097457       4                        0.2778810811003788       0.8733209596105856       4                        0.2781306870850739       0.8741255373531993       4                        0.2783720868698328       0.8749077338515509
0.2625064823047336        0.852611746390647        4                        0.2625064823047336       0.852611746390647        4                        0.2632708147658036       0.8549463005344133       4                        0.26378044023551245      0.8564975639389297       4                        0.2642721210818786       0.8579926310797552       4                        0.2647462043185243       0.8594345020582959       4                        0.2652031221821012       0.860825953923653        4                        0.2656433651687532       0.862169554701016        4                        0.266067461615858        0.8634676780663784       4                        0.26647597178101323      0.8647225369511988       4                        0.26686946070554984      0.865936171398535        4                        0.2672485165363052       0.867110514564744        4                        0.26761371117085453      0.8682473460713556       4                        0.2679656142358253       0.869348340053504        4                        0.26830484273319316      0.8704152516022639       4                        0.2686317650744606       0.8714490029518149       4                        0.26894708363681186      0.872451536078927        4                        0.269251248858871        0.8734239760981826       4                        0.2695447499292956       0.8743675586950777       4                        0.2698280564600108       0.8752834525238321       4                        0.27010161613223527      0.876172759901581        4                        0.27036586008487423      0.8770365320785143       4                        0.2706211948003585       0.877875756719906        4                        0.27086801449265         0.8786913831039541       4                        0.2711066871286192       0.879484301440234
0.2552585682991647        0.8567043502153525       4                        0.2552585682991647       0.8567043502153525       4                        0.2560148756885394       0.85907044685732         4                        0.2565191602987722       0.860642748438318        4                        0.25700567983155304      0.8621581359383779       4                        0.2574747665279317       0.8636196346781747       4                        0.2579268398021679       0.8650300469980996       4                        0.25836237924624367      0.8663919659015618       4                        0.25878190403938506      0.8677077894902117       4                        0.2591859665739439       0.8689797546084579       4                        0.2595751254377289       0.8702099243382768       4                        0.259949962867359        0.8714002544749595       4                        0.260311045954252        0.8725525462476942       4                        0.26065894000371026      0.8736684947227715       4                        0.2609942574824945       0.8747498776579375       4                        0.2613173653530815       0.8757976291899654       4                        0.2616289607664364       0.8768137174332659       4                        0.2619294918685914       0.8777992829009321       4                        0.2622194450717714       0.8787555784388095       4                        0.26249928735398675      0.8796837891516068       4                        0.2627694639326374       0.8805850330734594       4                        0.26303040350725393      0.8814603765653293       4                        0.26328251033963906      0.8823108216600876       4                        0.2635261763157216       0.8831373314670226       4                        0.26376176736809903      0.8839408093342516
0.24794609201808818       0.8606807919031337       4                        0.24794609201808818      0.8606807919031337       4                        0.2486932064729109       0.8630779996003203       4                        0.24919137109448528      0.8646710535726466       4                        0.24967197758053603      0.8662064859495265       4                        0.25013534311401253      0.8676873461379182       4                        0.25058187383619523      0.8691164608060544       4                        0.2510120378561917       0.8704964471260905       4                        0.25142634451951756      0.8718297269511278       4                        0.2518253376013529       0.8731185604770333       4                        0.25220956843751224      0.8743650333630525       4                        0.2525796125118366       0.875571123655256        4                        0.2529360312557215       0.8767386538729471       4                        0.25327938478928635      0.8778693397473327       4                        0.25361028009454656      0.8789649814422159       4                        0.25392908209783926      0.8800265249182968       4                        0.25423648162529083      0.8810559641544686       4                        0.2545329238048423       0.8820544549583489       4                        0.2548188914835237       0.8830232672123016       4                        0.25509484824358486      0.8839636023609556       4                        0.25536123610642225      0.8848765940562037       4                        0.25561848062766374      0.8857633236773962       4                        0.25586698317616613      0.886624807541194        4                        0.25610713266542734      0.8874620225069129       4                        0.2563392923802606       0.8882758849868317
0.2405709446470472        0.8645401698535287       4                        0.2405709446470472       0.8645401698535287       4                        0.24130770419486341      0.8669680183792676       4                        0.24179897355570776      0.8685815129883366       4                        0.24227291903543674      0.8701366896120175       4                        0.2427298425489322       0.8716366205975529       4                        0.24317013656998449      0.8730841559627688       4                        0.24359425718552644      0.8744819362229959       4                        0.2440027032574538       0.8758324062915045       4                        0.24439600920654084      0.8771378491360885       4                        0.24477471832424308      0.8784003725129792       4                        0.24513939849888972      0.8796219763112723       4                        0.24549060464308578      0.8808045040029275       4                        0.24582889081982498      0.8819496916973837       4                        0.2461548575675247       0.883059361680035        4                        0.24646886717532737      0.8841344716451043       4                        0.2467716030364556       0.8851770411325435       4                        0.24706350652231818      0.8861882411226079       4                        0.24734505611410798      0.8871693583895469       4                        0.24761671122504217      0.8881216105868088       4                        0.2478789099374749       0.889046146864663        4                        0.24813207394847037      0.8899440635086998       4                        0.24837660105216228      0.8908163910163618       4                        0.24861287653656414      0.8916641198972174       4                        0.24884126041720053      0.8924881795352192
0.23313503691922094       0.8682816046365208       4                        0.23313503691922094      0.8682816046365208       4                        0.23386028739347064      0.8707395846838577       4                        0.23434389136327152      0.8723731819986712       4                        0.23481043289585632      0.873947776890782        4                        0.23526019850377775      0.875466463493186        4                        0.23569356665506871      0.8769321141836286       4                        0.23611098091478908      0.8783473919813714       4                        0.23651292903718463      0.879714764153107        4                        0.23689993536639117      0.8810365358419315       4                        0.23727253436364923      0.8823148364025427       4                        0.23763128547940138      0.8835516871396825       4                        0.2379767362444302       0.8847489521202399       4                        0.2383094337853423       0.8859083875241567       4                        0.23862997122979845      0.8870318374493215       4                        0.2389387076152617       0.8881202712204592       4                        0.2392363177860214       0.8891757336039143       4                        0.23952323860650507      0.8901994106117971       4                        0.23979994338066996      0.8911926057437991       4                        0.24006688656914163      0.8921565527095547       4                        0.24032450156248875      0.8930924160172156       4                        0.24057320547556318      0.8940013067257626       4                        0.24081339183766695      0.894884269390313        4                        0.24104544165072772      0.8957423080513556       4                        0.2412697110325641       0.8965763649531121
0.15586469402280648       0.8990343639576203       4                        0.15586469402280648      0.8990343639576203       4                        0.1564145660776496       0.9017570217705935       4                        0.1567812788869796       0.9035672777041134       4                        0.157134979952292        0.9053125281574421       4                        0.15747581000982533      0.9069960230742745       4                        0.15780400058538163      0.9086208039644634       4                        0.15811985091558822      0.9101897114625053       4                        0.1584237089876931       0.9117053952219526       4                        0.15871596214623682      0.913170346186359        4                        0.15899701516375103      0.9145868784894654       4                        0.1592672974653271       0.9159571996886571       4                        0.15952723511640646      0.9172833553572672       4                        0.1597772568009677       0.9185672803555613       4                        0.1600178276185787       0.9198110139224649       4                        0.1602492380833679       0.9210156325568575       4                        0.1604720158556072       0.9221834073692905       4                        0.1606865098516871       0.9233156620822618       4                        0.1608930957657835       0.9244138528090294       4                        0.16109213432627273      0.9254793600201766       4                        0.16128396960529512      0.9265134887878361       4                        0.16146893223019193      0.9275174854341655       4                        0.16164733437212         0.9284925233232464       4                        0.16181947722199372      0.9294397304013385       4                        0.16198564284060699      0.9303601667259662
0.1478901541716334        0.9014280986184288       4                        0.1478901541716334       0.9014280986184288       4                        0.1484169328108144       0.9041727156001602       4                        0.14876824805639285      0.905997633847053        4                        0.14910709076869103      0.9077570486718484       4                        0.1494335892735349       0.9094542198623523       4                        0.1497479607419262       0.9110922006287379       4                        0.1500504888247635       0.9126738446619002       4                        0.15034150520188985      0.9142018156145126       4                        0.1506213802646486       0.9156786191551147       4                        0.15089050191937284      0.9171065844121442       4                        0.15114928218088233      0.9184879343262398       4                        0.15139813029588642      0.9198247296681145       4                        0.1516374582520784       0.9211189204078655       4                        0.15186771303157207      0.9223725623505445       4                        0.15208917459031185      0.92358674138469         4                        0.1523023498518807       0.9247637478604994       4                        0.15250757463149192      0.9259049174606883       4                        0.1527052103087033       0.9270117194884676       4                        0.1528956038553347       0.9280855471138442       4                        0.1530790862158985       0.9291277175823569       4                        0.1532559753554127       0.9301394889299843       4                        0.15342657149661731      0.9311220456797792       4                        0.15359116422049957      0.9320765265026711       4                        0.15375002474432722      0.9330040016542318
0.35615061172962664       0.7837000844195784       4                        0.35615061172962664      0.7837000844195784       4                        0.35690535254506955      0.785568427493325        4                        0.357408448864057        0.7868089763446531       4                        0.35789393144004         0.7880040164632633       4                        0.35836228568955825      0.7891560923837809       4                        0.35881404761402574      0.7902675412717207       4                        0.35924977970998373      0.7913405107165629       4                        0.35967005480279435      0.7923769748846503       4                        0.36007545725451257      0.793378765428276        4                        0.36046655611200346      0.794347563072476        4                        0.3608439347424289       0.7952849546124334       4                        0.36120814624737885      0.7961923946278422       4                        0.3615597354804211       0.7970712468072173       4                        0.3618992898057333       0.7979229335268156       4                        0.3622271442341989       0.7987482072048364       4                        0.3625439665080436       0.7995486301665695       4                        0.3628501712916643       0.8003251091144449       4                        0.3631462119651357       0.8010786360748098       4                        0.36343252299139495      0.8018101471956053       4                        0.363709517370507        0.8025205235356916       4                        0.3639775937653566       0.8032106041243345       4                        0.364237126139853        0.8038811754529079       4                        0.36448848018639496      0.8045329932278948       4                        0.36473199409907536      0.8051667642269553
0.3622077881230378        0.7779945919236196       4                        0.3622077881230378       0.7779945919236196       4                        0.3629534269559028       0.7798292475724401       4                        0.36345044940505783      0.7810473618406892       4                        0.36393007785591014      0.7822207462501908       4                        0.36439280044600647      0.7833519071579077       4                        0.3648391535023545       0.7844431456735524       4                        0.36526969774204915      0.7854965756214465       4                        0.365685002456092        0.7865141396848129       4                        0.3660856472043577       0.7874976399974224       4                        0.3664721950537047       0.788448729914872        4                        0.36684522289977806      0.7893689702366429       4                        0.36720527664348673      0.7902597914814172       4                        0.36755289369367955      0.791122534631928        4                        0.3678886531613202       0.7919585979813693       4                        0.36821288436805627      0.7927687218856379       4                        0.36852624551721513      0.7935544415140185       4                        0.3688291444788747       0.7943166482336502       4                        0.36912202736570615      0.7950563169834548       4                        0.3694053216037058       0.7957743676902033       4                        0.36967943337918396      0.7964716660480419       4                        0.3699447548604622       0.7971490363942624       4                        0.37020165370707997      0.7978072513464908       4                        0.3704504897429036       0.7984470532759188       4                        0.3706915953832929       0.799069136366065
0.36817133903823657       0.7721915385437529       4                        0.36817133903823657      0.7721915385437529       4                        0.3689068199259092       0.7739926216473733       4                        0.3693970655793144       0.7751883800014407       4                        0.3698701616449347       0.7763401856602253       4                        0.3703265978002669       0.7774505063233662       4                        0.3707669095896994       0.7785216066634558       4                        0.3711916549175854       0.7795555664469278       4                        0.37160139857969976      0.7805542966582725       4                        0.371996714434663        0.7815195697621385       4                        0.37237815873429714      0.782453011650759        4                        0.3727463011097376       0.7833561570784863       4                        0.37310167952290324      0.7842304124937627       4                        0.37344482323816536      0.7850770961952852       4                        0.3737763023664259       0.7858975824482413       4                        0.37409644016233         0.7866925995902625       4                        0.37440588443964934      0.7874636557415499       4                        0.37470503578705394      0.7882116270215241       4                        0.3749943325050221       0.7889374713860534       4                        0.3752741944620412       0.7896420926512863       4                        0.37554502053420347      0.7903263412614963       4                        0.37580719591838574      0.7909910269785583       4                        0.3760610815162094       0.7916369086644875       4                        0.3763070308464496       0.7922647154713215       4                        0.37654537013017747      0.7928751291050352
0.37403955838944714       0.7662923455840663       4                        0.37403955838944714      0.7662923455840663       4                        0.37476384194886536      0.7680599988633778       4                        0.37524661902326306      0.7692334984491531       4                        0.37571251522156124      0.7703638201339355       4                        0.37616202055390396      0.7714533925365636       4                        0.3765956686557458       0.7725044435597751       4                        0.3770140135741957       0.7735190186612065       4                        0.3774176146434892       0.7744989969468778       4                        0.37780703912128155      0.7754461210925595       4                        0.3781828356125887       0.7763619894595741       4                        0.37854556569755277      0.7772481107306576       4                        0.3788957586697865       0.7781058672944798       4                        0.3792339349604097       0.7789365548046716       4                        0.379560654947033        0.7797415235709247       4                        0.3798762354496748       0.7805214899631382       4                        0.38018131305960606      0.7812779351783283       4                        0.3804762806105982       0.7820117201843637       4                        0.3807615680610908       0.7827237860684114       4                        0.3810375872164489       0.7834150206557781       4                        0.38130472916089175      0.7840862592642921       4                        0.3815633716575167       0.7847382972051044       4                        0.3818138684106678       0.7853718797104048       4                        0.38205656621120654      0.7859877228365683       4                        0.38229178468365344      0.7865864959356347
0.3798107623425539        0.7602984590319573       4                        0.3798107623425539       0.7602984590319573       4                        0.38052282652813196      0.7620328521796805       4                        0.3809974548824072       0.7631842080308806       4                        0.38145549499149667      0.7642931577610025       4                        0.3818974359684746       0.7653620905411745       4                        0.3823238083984712       0.7663931972204296       4                        0.3827351614179742       0.767388488738771        4                        0.38313204792966976      0.7683498121800963       4                        0.3835150276911664       0.7692788803425488       4                        0.3838846408330326       0.7701772640154916       4                        0.3842414401050034       0.7710464458065585       4                        0.38458594541237556      0.7718877840748284       4                        0.3849186676753582       0.7727025518850197       4                        0.3852401568187265       0.7734920756811243       4                        0.3855507228700675       0.7742570599224202       4                        0.3858509903829746       0.7749989590271954       4                        0.3861413439761506       0.775718618916365        4                        0.3864222047508715       0.776416963932452        4                        0.3866939759584938       0.7770948660386217       4                        0.3869570404242938       0.7777531455579347       4                        0.3872117680295944       0.7783925834832837       4                        0.38745850485609956      0.7790139115500868       4                        0.3876975905575015       0.7796178328495122       4                        0.3879293377726543       0.7802050045098795
0.3854832909356089        0.7542113474163519       4                        0.3854832909356089       0.7542113474163519       4                        0.38618213174286703      0.7559126762098355       4                        0.386647943340716        0.7570420206474826       4                        0.3870974828449855       0.7581297270984675       4                        0.3875312372233177       0.7591781449760443       4                        0.38794973285704226      0.7601894278407229       4                        0.388353512912097        0.7611655519482278       4                        0.38874312288766183      0.7621083322528672       4                        0.38911911414412653      0.7630194516174922       4                        0.3894820175149918       0.7639004532450107       4                        0.38983237614783156      0.7647527936874855       4                        0.39017069984926317      0.7655778073242843       4                        0.3904974893621959       0.7663767447044897       4                        0.39081328345279703      0.7671509085133033       4                        0.3911183850079488       0.7679009913631503       4                        0.39141340574621203      0.7686284210561952       4                        0.3916987216241083       0.7693340285792828       4                        0.39197474438512603      0.7700187216637933       4                        0.3922418682502255       0.7706833565480846       4                        0.3925004673330269       0.7713287387000599       4                        0.3927509031992066       0.7719556349342526       4                        0.3929935138962569       0.7725647636292768       4                        0.3932286315448283       0.7731568150481423       4                        0.3934565614219717       0.7737324342318954
0.4452808066785627        0.6744640508431939       4                        0.4452808066785627       0.6744640508431939       4                        0.4457499816442157       0.6757921989094825       4                        0.4460627874346788       0.6766732277051075       4                        0.44636478439336125      0.677521341650221        4                        0.4466563343590134       0.6783384091240916       4                        0.4469378227264905       0.6791261354093008       4                        0.4472096389751556       0.679886082626037        4                        0.44747216557334474      0.6806196847369297       4                        0.4477257855878264       0.6813282720153047       4                        0.44797085722717706      0.6820130650135783       4                        0.44820775189567535      0.6826752173797473       4                        0.44843680689189025      0.683315786668008        4                        0.4486583532810163       0.6839357650500858       4                        0.4488727460951423       0.684536184414387        4                        0.449080178602629        0.6851176027373623       4                        0.44928105289582115      0.6856811472042295       4                        0.449475610593279        0.6862274812812782       4                        0.4496641171282122       0.6867573269543296       4                        0.44984682619934674      0.687271365326702        4                        0.4500239770024137       0.6877702370656047       4                        0.45019580232099243      0.6882545521217902       4                        0.45036251642045727      0.6887248816668559       4                        0.45052433474433623      0.6891817747378498       4                        0.4506814493551716       0.6896257438481613
0.4495284601983224        0.6673110790247974       4                        0.4495284601983224       0.6673110790247974       4                        0.44997324305389924      0.6686106943143899       4                        0.4502698064944863       0.6694727438549662       4                        0.45055614017892964      0.6703025484178933       4                        0.450832587431272        0.6711019375813944       4                        0.4510995145989602       0.6718725805985317       4                        0.45135729180617606      0.6726160064543726       4                        0.45160628207457837      0.6733336187777794       4                        0.4518468491681388       0.6740267199042707       4                        0.452079332189728        0.6746965049616825       4                        0.45230408390905247      0.6753441038313849       4                        0.45252142336877216      0.6759705524757578       4                        0.4527316639378227       0.6765768230086017       4                        0.45293514164589077      0.6771639264163823       4                        0.453132038896556        0.6777324103037097       4                        0.45332273624290176      0.6782833788354511       4                        0.45350746193740943      0.6788174827230172       4                        0.45368646679282154      0.679335429852127        4                        0.45385999051845927      0.6798378880799729       4                        0.45402825892793186      0.6803254856560296       4                        0.45419149204092196      0.6807988207407557       4                        0.45434989190034775      0.6812584534851075       4                        0.45450366239933415      0.6817049223613343       4                        0.45465298444529684      0.6821387300138221
0.4536562981219699        0.6600883530454487       4                        0.4536562981219699       0.6600883530454487       4                        0.4540759882467508       0.6613599076475919       4                        0.4543558437416511       0.6622032924210424       4                        0.4546260650412029       0.6630150911611707       4                        0.45488697578986875      0.6637970950733992       4                        0.4551389222431648       0.6645509377847648       4                        0.4553822542399219       0.6652781155290037       4                        0.45561731452926896      0.6659800019672202       4                        0.45584444683485104      0.6666578718472405       4                        0.4560639705004449       0.6673128952071024       4                        0.4562762190680411       0.6679461784836266       4                        0.4564814927975103       0.6685587363560056       4                        0.45668008688320727      0.6691515211771631       4                        0.4568723178601831       0.6697255233546817       4                        0.4570583570425403       0.6702812802856722       4                        0.4572385629070663       0.6708198734913822       4                        0.45741315006100747      0.6713419411471973       4                        0.4575823543846319       0.6718481772854537       4                        0.45774640130712063      0.6723392367550177       4                        0.4579055029890862       0.6728157356166629       4                        0.45805986643028423      0.6732782604614609       4                        0.4582096812125073       0.6737273606324155       4                        0.4583551394503349       0.6741635642411502       4                        0.4584964106826539       0.6745873642606899
0.4576629997111001        0.6527977146698903       4                        0.4576629997111001       0.6527977146698903       4                        0.45805692029353684      0.6540416940103427       4                        0.45831961805969096      0.6548667372314299       4                        0.45857329309152073      0.6556608420418019       4                        0.4588182482151542       0.6564257617469055       4                        0.45905480857394665      0.6571630947897682       4                        0.45928330281390395      0.6578743050698251       4                        0.45950405260701616      0.6585607366750627       4                        0.45971738091906345      0.6592236371404308       4                        0.45992358670013034      0.659864151770149        4                        0.4601229836892353       0.660483363896941        4                        0.460315852853483        0.6610822672411646       4                        0.4605024707504612       0.6616617947054958       4                        0.4606831339455967       0.6622229164544572       4                        0.4608580024481238       0.6627661598489448       4                        0.46102741214114773      0.663292584155212        4                        0.46119156371932546      0.6638028152379761       4                        0.46135067783154965      0.6642975335294561       4                        0.4615049653487433       0.6647773811136819       4                        0.4616546245197831       0.665242962096693        4                        0.4617998490801758       0.6656948517254209       4                        0.46194081592317254      0.6661335887513661       4                        0.46207770516749935      0.666559691133053        4                        0.4622106747805572       0.6669736423727091
0.4615472187828986        0.6454411227912983       4                        0.4615472187828986       0.6454411227912983       4                        0.4619147172967883       0.6466580251577271       4                        0.4621598236708877       0.6474650584517743       4                        0.46239653407030673      0.6482417892529527       4                        0.46262512939257083      0.6489899334832072       4                        0.4628459126749526       0.6497110548812999       4                        0.46305919048757505      0.6504065854619585       4                        0.4632652626433918       0.6510778401627575       4                        0.46346443065401705      0.6517260397048088       4                        0.46365697246109594      0.6523523050352931       4                        0.46384318144420084      0.6529576967413294       4                        0.4640233187853534       0.6535431879242471       4                        0.4641976419599554       0.6541096923604545       4                        0.4643664271066298       0.6546581603197763       4                        0.46452982272398424      0.6551891093050882       4                        0.46468814160417066      0.6557035767279213       4                        0.4648415702739616       0.6562021763741176       4                        0.4649903138653167       0.6566855753355016       4                        0.46513456842558826      0.6571544031803654       4                        0.4652745180454628       0.6576092522988499       4                        0.4654103429637032       0.6580506868232684       4                        0.4655422071689437       0.6584792351337713       4                        0.46567027857764837      0.6588954052466078       4                        0.4657947033932699       0.6592996713966369
0.13987860090616197       0.9036955089347408       4                        0.13987860090616197      0.9036955089347408       4                        0.14038139061875737      0.9064611188014633       4                        0.14071671049534992      0.9083000549299212       4                        0.1410401190091824       0.9100730115221936       4                        0.14135173265272394      0.9117832573041935       4                        0.14165175445109457      0.9134338563190263       4                        0.14194045237606157      0.9150276744910183       4                        0.14221814146744677      0.9165673886941764       4                        0.14248517464453025      0.9180555185817858       4                        0.14274192229737748      0.9194944075797098       4                        0.1429887782796313       0.9208862933380801       4                        0.14322613421361732      0.9222332511903539       4                        0.1434543845493533       0.9235372456069917       4                        0.14367395723396803      0.924800348297974        4                        0.1438851210010261       0.9260236542138017       4                        0.14408836101055245      0.927209472175313        4                        0.1442839992227019       0.9283591493872996       4                        0.1444723819135272       0.9294741678483038       4                        0.14465384154066502      0.930555932952889        4                        0.14482869519749156      0.9316057736655262       4                        0.14499724749654438      0.9326249592979517       4                        0.1451597860580388       0.93361468511488         4                        0.1453165882322633       0.9345761001089857       4                        0.14546791380617183      0.9355102843503839
0.1318320599144497        0.9058360836209098       4                        0.1318320599144497       0.9058360836209098       4                        0.13231000099473214      0.9086216861729833       4                        0.1326287516022571       0.9104739729871805       4                        0.13293617318153658      0.9122598267391197       4                        0.1332323709945722       0.9139825242312378       4                        0.1335175341535492       0.9156451394996188       4                        0.13379191487999317      0.9172505498920949       4                        0.1340558112620003       0.9188014447274361       4                        0.13430955824807084      0.920300356895076        4                        0.13455350808146121      0.921749643405421        4                        0.1347880357234301       0.9231515559229305       4                        0.13501351438574383      0.9245081836839386       4                        0.13523032015903305      0.9258215050217559       4                        0.13543886106053488      0.9270936068579196       4                        0.1356393939486272       0.9283255928536638       4                        0.13583238122121324      0.9295197894932707       4                        0.13601813024639667      0.9306775550370163       4                        0.13619697142732065      0.9318003836538364       4                        0.1363692219689801       0.9328896924584483       4                        0.13653518440884096      0.9339468216512198       4                        0.13669514933513233      0.9349730513540635       4                        0.13684939112916625      0.9359695871297156       4                        0.1369981743069972       0.936937587864512        4                        0.13714174665507306      0.9378781430356387
0.12375256605673723       0.9078493396686868       4                        0.12375256605673723      0.9078493396686868       4                        0.12420483673871628      0.9106539019515949       4                        0.12450646950932831      0.9125188502705197       4                        0.12479737589450977      0.9143169353284527       4                        0.12507765054725353      0.916051441189105        4                        0.12534746891920084      0.9177254510704111       4                        0.1256070674304767       0.9193418529477656       4                        0.12585672692612057      0.9209033478099411       4                        0.12609676390614685      0.9224124810259052       4                        0.12632751185787727      0.9238716224622783       4                        0.12654932614130507      0.9252830370813594       4                        0.12676256079404008      0.926648827337296        4                        0.12696757274868567      0.9279709847607163       4                        0.1271647492239529       0.9292516107593151       4                        0.1273543345648392       0.930491817330065        4                        0.1275367674407281       0.9316939477757328       4                        0.12771233991087055      0.9328593709170927       4                        0.12788136575885833      0.933989592538416        4                        0.12804414622087515      0.9350860409408648       4                        0.12820096859538593      0.9361500670493711       4                        0.1283521087955872       0.9371829613032125       4                        0.12849782734783982      0.9381859390934834       4                        0.1286383753500935       0.9391601687472595       4                        0.12877398803696133      0.9401067487176925
0.11564216116882788       0.9097348230927007       4                        0.11564216116882788      0.9097348230927007       4                        0.11606797970312557      0.9125572806804803       4                        0.11635197278910916      0.9144341801992371       4                        0.1166258615255021       0.916243810300967        4                        0.11688973058881305      0.9179894615431181       4                        0.11714374203726627      0.9196742255441872       4                        0.11738811645600965      0.9213010001258847       4                        0.11762311717557099      0.9228724971745099       4                        0.1178490417917282       0.9243912737742568       4                        0.11806620445015387      0.9258597119044107       4                        0.11827494022576468      0.9272800890874928       4                        0.11847558324420726      0.9286545202853804       4                        0.11866847050798571      0.9299850095326733       4                        0.11885396759865284      0.9312736719661471       4                        0.1190323057275627       0.9325216275197028       4                        0.11920389890524699      0.9337312354325185       4                        0.11936902318884944      0.934903874562735        4                        0.11952797502184448      0.9360410617251764       4                        0.11968103898086818      0.9371442358448565       4                        0.1198284864669408       0.9382147580320834       4                        0.11997057809138778      0.9392539285239191       4                        0.12010755993250209      0.9402629720445973       4                        0.12023966910834688      0.9412430658846527       4                        0.12036712777149476      0.9421953170189413
