<Group>																							
Detector1																							
32																							
76		76		76		76		76		76		76		76		76		76		76		76	
oct07_1157_1.25vpp_300rpm_200cyc_1st	T637376758107053729	oct07_1157_1.25vpp_300rpm_200cyc_2nd	T637376758107055065	oct08_0019_1.25vpp_300rpm_600cyc_1st	T637376758107054175	oct08_0019_1.25vpp_300rpm_600cyc_2nd	T637376758107054620	oct08_0043_1.25vpp_300rpm_1000cyc_1st	T637376758107055510	oct08_0043_1.25vpp_300rpm_1000cyc_2nd	T637376758107055955	oct08_0043_1.25vpp_300rpm_1000cyc_3rd	T637376758107056400	oct08_0112_1.25vpp_500rpm_4000cyc_1st	T637376758107056845	oct08_0112_1.25vpp_500rpm_4000cyc_2nd	T637376758107057290	oct08_0112_1.25vpp_500rpm_4000cyc_3rd	T637376758107057735	oct08_0234_1.25vpp_400rpm_4000cyc_1st	T637376758107059070	oct08_0234_1.25vpp_400rpm_4000cyc_2nd	T637376758107059515
X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
634	833.0392	634	746.031433	634	944.050354	634	936.0495	634	1771.17725	634	1695.16235	634	1710.16528	634	664.0249	634	667.025146	634	638.023	634	1049.06213	634	1037.06079
636	764.032959	636	764.032959	636	993.0557	636	931.04895	636	1658.1554	636	1579.14087	636	1629.1499	636	642.0233	636	633.022644	636	602.020447	636	1031.06	636	919.0477
638	789.035156	638	799.0361	638	873.0431	638	941.050049	638	1488.12512	638	1467.12158	638	1487.125	638	641.0232	638	651.0239	638	702.027832	638	981.0544	638	900.0458
640	737.0307	640	686.0266	640	909.0467	640	871.042847	640	1508.12854	640	1466.12146	640	1464.12109	640	625.0221	640	579.0189	640	616.0214	640	940.0499	640	857.0415
642	690.0269	642	733.030334	642	850.040833	642	848.040649	642	1359.10437	642	1327.09949	642	1396.11011	642	644.023438	642	607.0208	642	618.0216	642	855.0413	642	823.038269
644	716.029	644	762.032837	644	840.039856	644	833.0392	644	1260.08972	644	1244.0874	644	1262.09	644	666.0251	644	615.021362	644	601.0204	644	801.036255	644	816.0376
646	701.0278	646	714.0288	646	762.032837	646	802.0363	646	1190.08	646	1177.07825	646	1298.09521	646	599.020264	646	590.019653	646	582.019165	646	790.0353	646	780.034363
648	650.023865	648	645.0235	648	758.0325	648	743.0312	648	1142.07373	648	1118.07068	648	1122.07117	648	622.021851	648	586.0194	648	618.0216	648	775.033936	648	765.0331
650	632.0226	650	625.0221	650	760.032654	650	716.029	650	1018.05853	650	1046.06177	650	1086.06665	650	551.017151	650	558.0176	650	552.0172	650	775.033936	650	748.0316
652	677.0259	652	636.0228	652	749.0317	652	720.0293	652	968.0529	652	974.0536	652	998.0563	652	631.0225	652	548.016968	652	561.017761	652	720.0293	652	726.0298
654	664.0249	654	644.023438	654	672.0255	654	713.028748	654	903.0461	654	991.0555	654	973.053467	654	550.0171	654	528.015747	654	564.017944	654	735.0305	654	678.026
656	657.0244	656	642.0233	656	678.026	656	633.022644	656	894.045166	656	920.047852	656	888.044556	656	525.015564	656	567.0182	656	550.0171	656	662.0248	656	689.0268
658	585.019348	658	608.0209	658	695.0273	658	671.025452	658	900.0458	658	886.0444	658	897.0455	658	541.016541	658	550.0171	658	592.0198	658	658.0245	658	651.0239
660	577.0188	660	606.020752	660	687.0267	660	639.0231	660	817.0377	660	836.0395	660	829.0388	660	575.0187	660	535.0162	660	611.0211	660	652.024048	660	575.0187
662	601.0204	662	603.020569	662	668.0252	662	640.023132	662	819.0379	662	888.044556	662	817.0377	662	576.018738	662	588.019531	662	560.0177	662	669.025269	662	671.025452
664	609.020935	664	609.020935	664	675.025757	664	660.0246	664	766.033142	664	830.03894	664	768.0333	664	514.014954	664	552.0172	664	499.014069	664	645.0235	664	640.023132
666	616.0214	666	597.020142	666	630.0224	666	632.0226	666	762.032837	666	719.029236	666	775.033936	666	577.0188	666	584.0193	666	536.016235	666	581.019043	666	615.021362
668	565.018066	668	621.0218	668	620.0217	668	632.0226	668	728.029968	668	723.029541	668	741.031	668	555.0174	668	514.014954	668	507.014526	668	613.02124	668	628.0223
670	568.01825	670	570.0184	670	602.020447	670	602.020447	670	765.0331	670	725.0297	670	721.029358	670	564.017944	670	572.0185	670	548.016968	670	582.019165	670	620.0217
672	583.0192	672	591.0197	672	601.0204	672	622.021851	672	698.0275	672	747.031555	672	723.029541	672	595.02	672	520.015259	672	526.0156	672	586.0194	672	583.0192
674	601.0204	674	562.0178	674	589.0196	674	561.017761	674	702.027832	674	698.0275	674	712.0286	674	574.0186	674	557.0175	674	573.018555	674	604.0206	674	581.019043
676	563.0179	676	559.017639	676	576.018738	676	593.0199	676	712.0286	676	685.0265	676	698.0275	676	508.0146	676	578.01886	676	523.015442	676	608.0209	676	597.020142
678	586.0194	678	553.0173	678	563.0179	678	632.0226	678	636.0228	678	644.023438	678	668.0252	678	509.014648	678	551.017151	678	575.0187	678	584.0193	678	535.0162
680	570.0184	680	529.0158	680	577.0188	680	598.0202	680	641.0232	680	609.020935	680	647.0237	680	518.015137	680	562.0178	680	531.0159	680	544.0167	680	574.0186
682	593.0199	682	567.0182	682	548.016968	682	557.0175	682	608.0209	682	631.0225	682	630.0224	682	549.017	682	551.017151	682	521.0153	682	526.0156	682	554.017334
684	616.0214	684	489.013519	684	581.019043	684	527.0157	684	621.0218	684	602.020447	684	613.02124	684	555.0174	684	537.0163	684	534.0161	684	584.0193	684	595.02
686	534.0161	686	542.0166	686	614.0213	686	575.0187	686	606.020752	686	634.0227	686	633.022644	686	511.01474	686	528.015747	686	534.0161	686	558.0176	686	520.015259
688	598.0202	688	548.016968	688	579.0189	688	545.0168	688	607.0208	688	630.0224	688	605.0207	688	527.0157	688	529.0158	688	535.0162	688	573.018555	688	595.02
690	550.0171	690	559.017639	690	548.016968	690	572.0185	690	578.01886	690	656.0243	690	631.0225	690	495.013855	690	509.014648	690	561.017761	690	580.019	690	573.018555
692	574.0186	692	548.016968	692	576.018738	692	547.0169	692	613.02124	692	588.019531	692	619.021667	692	518.015137	692	548.016968	692	553.0173	692	554.017334	692	594.019958
694	537.0163	694	562.0178	694	574.0186	694	553.0173	694	602.020447	694	627.0222	694	632.0226	694	562.0178	694	563.0179	694	558.0176	694	561.017761	694	535.0162
696	569.0183	696	519.0152	696	601.0204	696	593.0199	696	588.019531	696	594.019958	696	621.0218	696	552.0172	696	541.016541	696	555.0174	696	574.0186	696	550.0171
698	573.018555	698	549.017	698	559.017639	698	549.017	698	573.018555	698	594.019958	698	558.0176	698	547.0169	698	487.0134	698	503.014282	698	554.017334	698	583.0192
700	529.0158	700	533.016052	700	540.0165	700	524.0155	700	587.0195	700	598.0202	700	571.018433	700	557.0175	700	522.0154	700	520.015259	700	578.01886	700	521.0153
</Group>																							
