Style,Standard
Append Mode,1
Fill Mode,0
Capacity,100000
Count,12811
Base Time Seconds,1604348249
Base Time Fractional,.889336280
Index,Reading,Unit,Range Digits,Disp Digits,Math,Start Group,Limit1 High,Limit1 Low,Limit2 High,Limit2 Low,Terminal,Questionable,Origin,Value,Unit,Digits,Output,Sense,Source Limit,Overtemp,Date,Time,Fractional Seconds
36,345521.5135383,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999910458922,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:32,.795423320
37,351412.4099946,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999912843108,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:32,.864737120
38,358110.8019001,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999915823340,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:32,.934063560
39,363962.3180573,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999910309911,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:33,.003402240
40,368595.745456,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999913290143,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:33,.072731860
41,373514.7720673,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999913439155,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:33,.142036360
42,378772.1740867,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999907702208,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:33,.211339860
43,383550.0922503,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999910533428,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:33,.280655320
44,390571.5028274,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999915525317,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:33,.349968120
45,395520.8306299,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999915525317,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:33,.419277380
46,401136.4085595,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999921113253,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:33,.488612080
47,407985.5634246,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999924540520,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:33,.557926640
48,414060.0464992,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999922901392,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:33,.627248500
49,419338.824672,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999914556742,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:33,.696565780
50,423518.9821583,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999921485782,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:33,.765884220
51,428226.3940885,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999928787351,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:33,.835199420
52,432404.7119656,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999921634793,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:33,.904522940
53,436416.0970177,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999928861856,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:33,.973837040
54,440826.3817901,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999919325113,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:34,.043159180
55,445152.6181618,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999919250607,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:34,.112477420
56,449490.7075766,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999924838543,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:34,.181788740
57,453533.2659929,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999927669764,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:34,.251099100
58,458108.2616467,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999918580055,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:34,.320401280
59,459306.5272762,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999919995666,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:34,.389718460
60,462039.9503903,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999920293689,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:34,.459030600
61,469656.4648104,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999913588166,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:34,.528356180
62,474524.5265574,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999917760491,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:34,.597673560
63,481094.1544509,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999925658107,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:34,.666989860
64,488312.2255759,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999929383397,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:34,.736297800
65,499515.4256279,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999923646450,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:34,.805621140
66,500338.9328017,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999923124909,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:34,.874936860
67,503920.6816333,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999927595258,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:34,.944266880
68,506116.5965859,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999931842089,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:35,.013589540
69,514668.569705,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999931842089,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:35,.082907220
70,521843.5335103,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999928787351,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:35,.152235700
71,526082.7711945,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999925881624,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:35,.221552340
72,529202.6130881,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999930351973,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:35,.290866600
73,532225.0514202,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999933183193,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:35,.360176820
74,532276.1402994,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999923497438,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:35,.429491940
75,541554.1609781,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999938845634,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:35,.498812940
76,577542.3093345,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999943017960,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:35,.568128560
77,616311.0637274,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999935120344,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:35,.637446360
78,637051.5344533,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999945774674,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:35,.706750300
79,651733.1078255,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999934896827,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:35,.776071980
80,615465.301519,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999891385436,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:35,.845401300
81,522351.2653635,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999914854765,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:35,.914743800
82,506894.8954079,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999924391508,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:35,.984063880
83,502183.4522346,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999924615026,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:36,.053382160
84,503898.530785,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999926105142,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:36,.122699420
85,505089.8281233,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999925881624,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:36,.192011280
86,502947.9033712,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999927520752,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:36,.261328020
87,503731.0032195,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999926105142,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:36,.330647480
88,498927.2054188,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999923124909,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:36,.399972960
89,495167.5731212,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999928787351,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:36,.469279100
90,486521.617176,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999928936362,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:36,.538598580
91,486590.0878776,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999923273921,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:36,.607929900
92,486175.6193046,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999927371740,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:36,.677256400
93,493326.0494546,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999925881624,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:36,.746567800
94,502470.7638423,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999919027090,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:36,.815869020
95,487987.8195668,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999923124909,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:36,.885186840
96,488905.5765187,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999923124909,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:36,.954522180
97,489788.6360714,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999923050404,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:37,.023834880
98,489040.0465995,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999928638339,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:37,.093154100
99,487793.701944,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999923050404,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:37,.162462340
100,489345.4547896,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999923273921,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:37,.231771500
101,493952.0626031,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999919101596,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:37,.301082320
102,486770.0765025,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999926105142,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:37,.370395680
103,481877.0629737,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999924391508,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:37,.439715220
104,484113.8276731,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999918803573,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:37,.509035380
105,483515.8176365,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999925807118,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:37,.578365780
106,480666.9254031,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999921783805,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:37,.647681300
107,483574.8926773,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999935343862,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:37,.716983540
108,484727.0443246,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999924391508,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:37,.786286380
109,468339.1842401,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999914482236,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:37,.855601460
110,456051.3825756,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999921485782,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:37,.924924120
111,450410.4382465,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999921336770,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:37,.994239200
112,448747.8434561,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999927520752,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:38,.063567580
113,448450.1275412,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999924615026,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:38,.132880800
114,447513.7433206,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999928638339,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:38,.202187920
115,447672.3161523,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999927520752,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:38,.271504900
116,445632.834625,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999920591712,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:38,.340827000
117,444680.1383099,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999927297235,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:38,.410147980
118,444028.6208504,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999924615026,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:38,.479457460
119,447198.1880947,Ohm,1000000,5.5,F,F,F,F,F,F,Front,F,Main,0.0999923124909,Volt DC,.1,T,2W,F,F,11/02/2020,20:17:38,.548781020
