xi	H
-4.81025197373698	1.5000941393631746
-4.772266846948012	1.016354742627008
-4.81025197373698	0.4998320258421778
-4.688699568012283	1.0188765364769055
-4.605132289076554	1.0213983303268026
-4.521565010140826	1.0239201241766998
-4.437997731205097	1.0268869404706966
-4.3544304522693675	1.030002097579393
-4.270863173333638	1.03282057305869
-4.187295894397909	1.035490707723287
-4.103728615462181	1.038309183202584
-4.020161336526452	1.040979317867181
-3.936594057590723	1.043649452531778
-3.853026778654994	1.046467928011075
-3.7694594997192654	1.0495830851197714
-3.6858922207835363	1.051808197340269
-3.602324941847807	1.053736627931367
-3.5187576629120785	1.056258421781264
-3.4351903839763493	1.0584835340017618
-3.3516231050406207	1.0595219197046606
-3.2680558261048915	1.0620437135545577
-3.184488547169163	1.062785417628057
-3.1009212682334337	1.062785417628057
-3.017353989297705	1.0629337584427567
-2.933786710361976	1.064417166589755
-2.8502194314262472	1.062785417628057
-2.766652152490518	1.062785417628057
-2.6830848735547894	1.062785417628057
-2.5995175946190603	1.0602636237781597
-2.5159503156833316	1.0587802156311612
-2.4323830367476025	1.0558133993371648
-2.3488157578118734	1.0524015605990684
-2.2652484788761447	1.0485446994168726
-2.1816811999404155	1.0440944749758776
-2.098113921004687	1.0384575240172838
-2.0145466420689577	1.0325238914292905
-1.930979363133229	1.0259968955824976
-1.8474120841975	1.0185798548475056
-1.7638448052617712	1.0105694508537146
-1.680277526326042	1.0019656836011241
-1.5967102473903134	0.9929168939044339
-1.5131429684545843	0.9825330368754455
-1.4295756895188552	0.9714074757729578
-1.346008410583127	0.9599852330410703
-1.2624411316473978	0.9472279229768843
-1.1788738527116687	0.9338772496538992
-1.0953065737759395	0.9205265763309138
-1.0117392948402104	0.9059891764903298
-0.9281720159044822	0.8910067542056466
-0.844604736968753	0.8757276502915632
-0.7610374580330239	0.8598551831186807
-0.6774701790972948	0.8442793975751981
-0.5939029001615665	0.8284069304023154
-0.5103356212258374	0.8123861224147331
-0.4267683422901083	0.7971070185006499
-0.34320106335437917	0.781827914586567
-0.2596337844186509	0.7675871963753826
-0.1760665054829218	0.7543848638670971
-0.09249922654719267	0.7423692578764103
-0.008931947611463542	0.7324304232915213
0.0746353313242647	0.7239749968536306
0.15820261025999383	0.7183380458950368
0.24176988919572295	0.7168546377480385
0.3253371681314521	0.7168546377480385
0.4089044470671812	0.7210081805596338
0.49247172600290945	0.7299086294416242
0.5760390049386386	0.7435559843940092
0.6596062838743677	0.7622469270461885
0.7431735628100968	0.7862781390275619
0.8267408417458251	0.8165396652263286
0.9065096080026578	0.8508212275034608
0.9869114597059729	0.8857406552838023
1.0536386657652592	0.919626642055068
1.1144148686276072	0.9562866020612211
1.1686069828465344	0.9941354077394684
1.2217861603510896	1.0325980618366402
1.2711668251767474	1.0710801415166893
1.3167489773235088	1.1088823257960312
1.3592232554602637	1.1467463187481646
1.407036701768055	1.1883045685279185
1.4496969210848958	1.227918412551915
1.4876820478738635	1.264795939086294
1.5256671746628312	1.3033052145823716
1.5602758457372232	1.3405453519971284
1.5978389155618693	1.379997415782187
1.635824042350837	1.4224228887863402
1.6738091691398047	1.4650115366866632
1.7113722389644508	1.5060772188894014
1.7421823973599464	1.544763267189663
1.7725704987911213	1.5820895246885092
1.8029586002222953	1.6208435625288415
1.8333467016534692	1.6600055376095981
1.8675333157635405	1.7002553453314873
1.899993333201385	1.7359560347359144
1.9283095186258885	1.7760080547048702
1.9599637909500283	1.8166534379326253
1.9877044441504568	1.8580405252338799
2.0027603671322645	1.9008516843562526
